antecedent,consequent,support,confidence,lift
['12'],['19'],0.08,0.36,1.0
['26'],['12'],0.06,0.23,1.05
['12'],['26'],0.06,0.27,1.05
['11'],['6'],0.06,0.35,1.06
['6'],['11'],0.06,0.18,1.06
['34'],['29'],0.07,0.16,0.94
['29'],['34'],0.07,0.42,0.94
['12'],['6'],0.07,0.34,1.02
['6'],['12'],0.07,0.22,1.02
['34'],['6'],0.15,0.34,1.02
['6'],['34'],0.15,0.45,1.02
['46'],['30'],0.08,0.38,1.05
['30'],['46'],0.08,0.23,1.05
['48'],['1'],0.11,0.36,1.06
['1'],['48'],0.11,0.31,1.06
['1'],['19'],0.12,0.37,1.02
['19'],['1'],0.12,0.34,1.02
['32'],['46'],0.07,0.26,1.18
['46'],['32'],0.07,0.3,1.18
['29'],['14'],0.08,0.48,0.95
['14'],['29'],0.08,0.16,0.95
['48'],['29'],0.05,0.18,1.08
['29'],['48'],0.05,0.32,1.08
['38'],['6'],0.06,0.37,1.1
['6'],['38'],0.06,0.18,1.1
['19'],['21'],0.06,0.18,1.05
['21'],['19'],0.06,0.38,1.05
['21'],['6'],0.06,0.36,1.08
['6'],['21'],0.06,0.18,1.08
['48'],['6'],0.1,0.33,0.99
['6'],['48'],0.1,0.29,0.99
['14'],['6'],0.18,0.36,1.09
['6'],['14'],0.18,0.55,1.09
['19'],['38'],0.06,0.17,1.03
['38'],['19'],0.06,0.37,1.03
['32'],['1'],0.09,0.36,1.08
['1'],['32'],0.09,0.27,1.08
['46'],['14'],0.12,0.53,1.04
['14'],['46'],0.12,0.23,1.04
['32'],['6'],0.08,0.33,1.0
['6'],['32'],0.08,0.25,1.0
['48'],['38'],0.05,0.18,1.09
['38'],['48'],0.05,0.32,1.09
['1'],['6'],0.12,0.36,1.08
['6'],['1'],0.12,0.36,1.08
['48'],['21'],0.05,0.18,1.04
['21'],['48'],0.05,0.31,1.04
['48'],['18'],0.15,0.52,1.02
['18'],['48'],0.15,0.3,1.02
['48'],['46'],0.07,0.25,1.12
['46'],['48'],0.07,0.33,1.12
['16'],['26'],0.09,0.27,1.04
['26'],['16'],0.09,0.36,1.04
['32'],['26'],0.07,0.29,1.12
['26'],['32'],0.07,0.28,1.12
['16'],['1'],0.12,0.35,1.03
['1'],['16'],0.12,0.35,1.03
['48'],['34'],0.13,0.45,1.02
['34'],['48'],0.13,0.3,1.02
['48'],['26'],0.08,0.28,1.08
['26'],['48'],0.08,0.32,1.08
['26'],['14'],0.14,0.55,1.09
['14'],['26'],0.14,0.28,1.09
['32'],['12'],0.06,0.23,1.05
['12'],['32'],0.06,0.26,1.05
['48'],['49'],0.08,0.27,1.12
['49'],['48'],0.08,0.33,1.12
['16'],['12'],0.08,0.23,1.06
['12'],['16'],0.08,0.36,1.06
['16'],['49'],0.08,0.25,1.04
['49'],['16'],0.08,0.35,1.04
['12'],['4'],0.06,0.27,1.13
['4'],['12'],0.06,0.25,1.13
['32'],['4'],0.06,0.25,1.03
['4'],['32'],0.06,0.26,1.03
['16'],['4'],0.08,0.24,0.99
['4'],['16'],0.08,0.34,0.99
['48'],['12'],0.07,0.22,1.01
['12'],['48'],0.07,0.3,1.01
['48'],['4'],0.07,0.24,1.01
['4'],['48'],0.07,0.3,1.01
['49'],['4'],0.06,0.24,1.01
['4'],['49'],0.06,0.24,1.01
['49'],['12'],0.06,0.25,1.13
['12'],['49'],0.06,0.27,1.13
['41'],['30'],0.05,0.41,1.13
['30'],['41'],0.05,0.14,1.13
['41'],['18'],0.07,0.52,1.03
['18'],['41'],0.07,0.13,1.03
['16'],['6'],0.11,0.32,0.96
['6'],['16'],0.11,0.33,0.96
['49'],['39'],0.05,0.23,1.1
['39'],['49'],0.05,0.26,1.1
['49'],['46'],0.06,0.25,1.14
['46'],['49'],0.06,0.27,1.14
['4'],['46'],0.05,0.22,0.97
['46'],['4'],0.05,0.23,0.97
['49'],['6'],0.08,0.34,1.03
['6'],['49'],0.08,0.25,1.03
['33'],['14'],0.06,0.58,1.15
['14'],['33'],0.06,0.11,1.15
['6'],['15'],0.06,0.18,1.02
['15'],['6'],0.06,0.34,1.02
['4'],['6'],0.09,0.36,1.09
['6'],['4'],0.09,0.26,1.09
['18'],['4'],0.12,0.24,1.01
['4'],['18'],0.12,0.51,1.01
['14'],['15'],0.09,0.18,0.99
['15'],['14'],0.09,0.5,0.99
['18'],['15'],0.09,0.18,0.98
['15'],['18'],0.09,0.5,0.98
['6'],['39'],0.07,0.2,0.98
['39'],['6'],0.07,0.33,0.98
['4'],['39'],0.05,0.22,1.09
['39'],['4'],0.05,0.26,1.09
['30'],['39'],0.07,0.2,0.96
['39'],['30'],0.07,0.35,0.96
['43'],['14'],0.06,0.54,1.07
['14'],['43'],0.06,0.13,1.07
['0'],['30'],0.07,0.42,1.15
['30'],['0'],0.07,0.2,1.15
['34'],['43'],0.06,0.13,1.06
['43'],['34'],0.06,0.47,1.06
['0'],['19'],0.06,0.36,1.01
['19'],['0'],0.06,0.18,1.01
['34'],['3'],0.07,0.17,1.16
['3'],['34'],0.07,0.51,1.16
['3'],['6'],0.05,0.37,1.1
['6'],['3'],0.05,0.16,1.1
['0'],['6'],0.06,0.34,1.02
['6'],['0'],0.06,0.18,1.02
['28'],['6'],0.07,0.35,1.06
['6'],['28'],0.07,0.2,1.06
['16'],['44'],0.08,0.23,1.02
['44'],['16'],0.08,0.35,1.02
['44'],['30'],0.09,0.39,1.08
['30'],['44'],0.09,0.25,1.08
['44'],['6'],0.08,0.34,1.03
['6'],['44'],0.08,0.24,1.03
['26'],['44'],0.07,0.25,1.09
['44'],['26'],0.07,0.29,1.09
['44'],['14'],0.12,0.52,1.03
['14'],['44'],0.12,0.24,1.03
['48'],['44'],0.07,0.24,1.06
['44'],['48'],0.07,0.31,1.06
['1'],['49'],0.08,0.24,1.0
['49'],['1'],0.08,0.34,1.0
['34'],['39'],0.09,0.21,1.04
['39'],['34'],0.09,0.46,1.04
['1'],['12'],0.08,0.23,1.04
['12'],['1'],0.08,0.35,1.04
['18'],['2'],0.09,0.18,1.05
['2'],['18'],0.09,0.53,1.05
['2'],['14'],0.09,0.54,1.06
['14'],['2'],0.09,0.18,1.06
['2'],['6'],0.06,0.36,1.07
['6'],['2'],0.06,0.18,1.07
['16'],['39'],0.08,0.22,1.08
['39'],['16'],0.08,0.37,1.08
['34'],['37'],0.07,0.15,1.06
['37'],['34'],0.07,0.47,1.06
['34'],['20'],0.06,0.14,1.11
['20'],['34'],0.06,0.49,1.11
['18'],['3'],0.08,0.15,1.05
['3'],['18'],0.08,0.54,1.05
['20'],['14'],0.07,0.51,1.02
['14'],['20'],0.07,0.13,1.02
['2'],['30'],0.07,0.39,1.07
['30'],['2'],0.07,0.18,1.07
['18'],['20'],0.07,0.14,1.09
['20'],['18'],0.07,0.55,1.09
['34'],['2'],0.08,0.19,1.1
['2'],['34'],0.08,0.48,1.1
['16'],['2'],0.06,0.17,0.99
['2'],['16'],0.06,0.34,0.99
['18'],['37'],0.08,0.15,1.07
['37'],['18'],0.08,0.54,1.07
['18'],['43'],0.07,0.13,1.09
['43'],['18'],0.07,0.55,1.09
['16'],['29'],0.06,0.19,1.13
['29'],['16'],0.06,0.39,1.13
['16'],['38'],0.06,0.18,1.08
['38'],['16'],0.06,0.37,1.08
['1'],['2'],0.07,0.19,1.15
['2'],['1'],0.07,0.39,1.15
['26'],['4'],0.06,0.25,1.02
['4'],['26'],0.06,0.26,1.02
['49'],['26'],0.07,0.28,1.06
['26'],['49'],0.07,0.25,1.06
['42'],['4'],0.06,0.28,1.14
['4'],['42'],0.06,0.24,1.14
['1'],['42'],0.07,0.22,1.05
['42'],['1'],0.07,0.35,1.05
['16'],['46'],0.08,0.23,1.01
['46'],['16'],0.08,0.35,1.01
['12'],['44'],0.05,0.23,1.0
['44'],['12'],0.05,0.22,1.0
['30'],['15'],0.07,0.19,1.05
['15'],['30'],0.07,0.38,1.05
['34'],['4'],0.11,0.25,1.04
['4'],['34'],0.11,0.46,1.04
['19'],['15'],0.07,0.19,1.06
['15'],['19'],0.07,0.38,1.06
['19'],['4'],0.09,0.25,1.02
['4'],['19'],0.09,0.37,1.02
['38'],['30'],0.06,0.4,1.09
['30'],['38'],0.06,0.18,1.09
['41'],['14'],0.07,0.59,1.16
['14'],['41'],0.07,0.14,1.16
['34'],['44'],0.1,0.23,1.02
['44'],['34'],0.1,0.45,1.02
['49'],['44'],0.05,0.23,0.99
['44'],['49'],0.05,0.24,0.99
['1'],['20'],0.05,0.15,1.15
['20'],['1'],0.05,0.39,1.15
['32'],['44'],0.06,0.24,1.05
['44'],['32'],0.06,0.26,1.05
['19'],['44'],0.09,0.26,1.13
['44'],['19'],0.09,0.41,1.13
['19'],['39'],0.07,0.2,0.99
['39'],['19'],0.07,0.35,0.99
['35'],['14'],0.06,0.52,1.02
['14'],['35'],0.06,0.13,1.02
['49'],['42'],0.05,0.23,1.11
['42'],['49'],0.05,0.27,1.11
['48'],['2'],0.06,0.19,1.15
['2'],['48'],0.06,0.34,1.15
['2'],['19'],0.07,0.41,1.13
['19'],['2'],0.07,0.19,1.13
['48'],['39'],0.07,0.23,1.11
['39'],['48'],0.07,0.33,1.11
['16'],['15'],0.07,0.2,1.09
['15'],['16'],0.07,0.37,1.09
['42'],['44'],0.05,0.24,1.06
['44'],['42'],0.05,0.22,1.06
['48'],['11'],0.05,0.18,1.01
['11'],['48'],0.05,0.3,1.01
['1'],['11'],0.06,0.17,0.99
['11'],['1'],0.06,0.33,0.99
['48'],['0'],0.06,0.19,1.11
['0'],['48'],0.06,0.33,1.11
['48'],['15'],0.06,0.19,1.04
['15'],['48'],0.06,0.31,1.04
['4'],['44'],0.06,0.24,1.04
['44'],['4'],0.06,0.25,1.04
['16'],"['19', '30']",0.05,0.15,1.1
['19'],"['16', '30']",0.05,0.14,1.16
['30'],"['16', '19']",0.05,0.14,1.08
"['16', '19']",['30'],0.05,0.39,1.08
"['16', '30']",['19'],0.05,0.42,1.16
"['19', '30']",['16'],0.05,0.38,1.1
['16'],"['19', '14']",0.08,0.23,1.21
['19'],"['16', '14']",0.08,0.22,1.15
['14'],"['16', '19']",0.08,0.16,1.19
"['16', '19']",['14'],0.08,0.6,1.19
"['16', '14']",['19'],0.08,0.42,1.15
"['19', '14']",['16'],0.08,0.41,1.21
['16'],"['30', '14']",0.07,0.2,1.06
['30'],"['16', '14']",0.07,0.19,0.99
['14'],"['16', '30']",0.07,0.13,1.1
"['16', '30']",['14'],0.07,0.55,1.1
"['16', '14']",['30'],0.07,0.36,0.99
"['30', '14']",['16'],0.07,0.36,1.06
['32'],"['14', '30']",0.05,0.21,1.13
['14'],"['32', '30']",0.05,0.1,1.05
['30'],"['32', '14']",0.05,0.15,1.11
"['32', '14']",['30'],0.05,0.4,1.11
"['32', '30']",['14'],0.05,0.53,1.05
"['14', '30']",['32'],0.05,0.28,1.13
['19'],"['14', '30']",0.07,0.19,1.01
['14'],"['19', '30']",0.07,0.13,0.99
['30'],"['19', '14']",0.07,0.19,0.99
"['19', '14']",['30'],0.07,0.36,0.99
"['19', '30']",['14'],0.07,0.5,0.99
"['14', '30']",['19'],0.07,0.36,1.01
['48'],"['16', '14']",0.07,0.23,1.21
['16'],"['48', '14']",0.07,0.2,1.18
['14'],"['48', '16']",0.07,0.13,1.2
"['48', '16']",['14'],0.07,0.61,1.2
"['48', '14']",['16'],0.07,0.4,1.18
"['16', '14']",['48'],0.07,0.36,1.21
['48'],"['14', '30']",0.06,0.2,1.07
['14'],"['48', '30']",0.06,0.12,1.1
['30'],"['48', '14']",0.06,0.16,0.98
"['48', '14']",['30'],0.06,0.35,0.98
"['48', '30']",['14'],0.06,0.56,1.1
"['14', '30']",['48'],0.06,0.32,1.07
['48'],"['19', '14']",0.06,0.21,1.09
['19'],"['48', '14']",0.06,0.17,1.01
['14'],"['48', '19']",0.06,0.12,1.12
"['48', '19']",['14'],0.06,0.56,1.12
"['48', '14']",['19'],0.06,0.36,1.01
"['19', '14']",['48'],0.06,0.32,1.09
['32'],"['19', '14']",0.05,0.21,1.13
['19'],"['32', '14']",0.05,0.15,1.14
['14'],"['32', '19']",0.05,0.11,1.12
"['32', '19']",['14'],0.05,0.57,1.12
"['32', '14']",['19'],0.05,0.41,1.14
"['19', '14']",['32'],0.05,0.28,1.13
['32'],"['16', '14']",0.05,0.2,1.06
['16'],"['32', '14']",0.05,0.15,1.12
['14'],"['32', '16']",0.05,0.1,1.09
"['32', '16']",['14'],0.05,0.55,1.09
"['32', '14']",['16'],0.05,0.38,1.12
"['16', '14']",['32'],0.05,0.27,1.06
['18'],"['14', '39']",0.06,0.13,1.12
['14'],"['18', '39']",0.06,0.13,1.16
['39'],"['18', '14']",0.06,0.31,1.13
"['18', '14']",['39'],0.06,0.23,1.13
"['18', '39']",['14'],0.06,0.59,1.16
"['14', '39']",['18'],0.06,0.57,1.12
['38'],"['18', '14']",0.05,0.32,1.16
['18'],"['38', '14']",0.05,0.1,1.2
['14'],"['18', '38']",0.05,0.1,1.13
"['18', '38']",['14'],0.05,0.57,1.13
"['38', '14']",['18'],0.05,0.61,1.2
"['18', '14']",['38'],0.05,0.19,1.16
['18'],"['12', '14']",0.07,0.13,1.1
['12'],"['18', '14']",0.07,0.3,1.1
['14'],"['18', '12']",0.07,0.13,1.15
"['18', '12']",['14'],0.07,0.58,1.15
"['18', '14']",['12'],0.07,0.24,1.1
"['12', '14']",['18'],0.07,0.56,1.1
['1'],"['18', '26']",0.05,0.16,1.22
['18'],"['1', '26']",0.05,0.11,1.1
['26'],"['1', '18']",0.05,0.21,1.11
"['1', '18']",['26'],0.05,0.29,1.11
"['1', '26']",['18'],0.05,0.56,1.1
"['18', '26']",['1'],0.05,0.41,1.22
['18'],"['34', '14']",0.13,0.26,1.13
['34'],"['18', '14']",0.13,0.3,1.08
['14'],"['18', '34']",0.13,0.26,1.07
"['18', '34']",['14'],0.13,0.54,1.07
"['18', '14']",['34'],0.13,0.48,1.08
"['34', '14']",['18'],0.13,0.58,1.13
['49'],"['18', '14']",0.07,0.3,1.1
['18'],"['49', '14']",0.07,0.14,1.11
['14'],"['49', '18']",0.07,0.14,1.08
"['49', '18']",['14'],0.07,0.55,1.08
"['49', '14']",['18'],0.07,0.56,1.11
"['18', '14']",['49'],0.07,0.26,1.1
['32'],"['34', '14']",0.06,0.25,1.12
['34'],"['32', '14']",0.06,0.14,1.09
['14'],"['32', '34']",0.06,0.13,1.11
"['32', '34']",['14'],0.06,0.56,1.11
"['32', '14']",['34'],0.06,0.48,1.09
"['34', '14']",['32'],0.06,0.28,1.12
['49'],"['18', '34']",0.06,0.26,1.09
['18'],"['49', '34']",0.06,0.12,1.14
['34'],"['49', '18']",0.06,0.14,1.08
"['49', '18']",['34'],0.06,0.47,1.08
"['49', '34']",['18'],0.06,0.58,1.14
"['18', '34']",['49'],0.06,0.26,1.09
['49'],"['18', '19']",0.05,0.21,1.08
['18'],"['49', '19']",0.05,0.1,1.17
['19'],"['49', '18']",0.05,0.14,1.05
"['49', '18']",['19'],0.05,0.38,1.05
"['49', '19']",['18'],0.05,0.6,1.17
"['18', '19']",['49'],0.05,0.26,1.08
['18'],"['19', '14']",0.11,0.21,1.11
['19'],"['18', '14']",0.11,0.3,1.09
['14'],"['18', '19']",0.11,0.21,1.09
"['18', '19']",['14'],0.11,0.55,1.09
"['18', '14']",['19'],0.11,0.39,1.09
"['19', '14']",['18'],0.11,0.56,1.11
['18'],"['11', '14']",0.05,0.1,1.11
['11'],"['18', '14']",0.05,0.29,1.05
['14'],"['18', '11']",0.05,0.1,1.1
"['18', '11']",['14'],0.05,0.55,1.1
"['18', '14']",['11'],0.05,0.18,1.05
"['11', '14']",['18'],0.05,0.56,1.11
['18'],"['14', '30']",0.11,0.21,1.15
['14'],"['18', '30']",0.11,0.22,1.11
['30'],"['18', '14']",0.11,0.3,1.1
"['18', '14']",['30'],0.11,0.4,1.1
"['18', '30']",['14'],0.11,0.56,1.11
"['14', '30']",['18'],0.11,0.58,1.15
['32'],"['18', '30']",0.06,0.24,1.24
['18'],"['32', '30']",0.06,0.12,1.2
['30'],"['32', '18']",0.06,0.17,1.19
"['32', '18']",['30'],0.06,0.43,1.19
"['32', '30']",['18'],0.06,0.61,1.2
"['18', '30']",['32'],0.06,0.31,1.24
['18'],"['19', '30']",0.08,0.16,1.14
['19'],"['18', '30']",0.08,0.22,1.12
['30'],"['18', '19']",0.08,0.22,1.12
"['18', '19']",['30'],0.08,0.41,1.12
"['18', '30']",['19'],0.08,0.4,1.12
"['19', '30']",['18'],0.08,0.58,1.14
['32'],"['18', '14']",0.08,0.32,1.17
['18'],"['32', '14']",0.08,0.16,1.2
['14'],"['32', '18']",0.08,0.16,1.12
"['32', '18']",['14'],0.08,0.57,1.12
