antecedent,consequent,support,confidence,lift
['49'],['28'],0.09,0.29,1.07
['28'],['49'],0.09,0.35,1.07
['16'],['14'],0.27,0.64,1.04
['14'],['16'],0.27,0.44,1.04
['26'],['14'],0.22,0.63,1.03
['14'],['26'],0.22,0.35,1.03
['26'],['18'],0.23,0.66,1.07
['18'],['26'],0.23,0.36,1.07
['12'],['14'],0.2,0.64,1.04
['14'],['12'],0.2,0.32,1.04
['28'],['12'],0.09,0.33,1.09
['12'],['28'],0.09,0.29,1.09
['18'],['28'],0.18,0.29,1.07
['28'],['18'],0.18,0.66,1.07
['18'],['14'],0.4,0.64,1.04
['14'],['18'],0.4,0.64,1.04
['1'],['12'],0.14,0.31,1.02
['12'],['1'],0.14,0.44,1.02
['18'],['12'],0.21,0.33,1.08
['12'],['18'],0.21,0.67,1.08
['26'],['12'],0.11,0.31,1.01
['12'],['26'],0.11,0.34,1.01
['1'],['18'],0.29,0.67,1.08
['18'],['1'],0.29,0.47,1.08
['24'],['30'],0.08,0.49,1.06
['30'],['24'],0.08,0.17,1.06
['11'],['14'],0.14,0.63,1.02
['14'],['11'],0.14,0.22,1.02
['32'],['24'],0.06,0.18,1.13
['24'],['32'],0.06,0.37,1.13
['18'],['5'],0.12,0.19,1.08
['5'],['18'],0.12,0.67,1.08
['49'],['5'],0.06,0.19,1.08
['5'],['49'],0.06,0.35,1.08
['32'],['5'],0.06,0.18,1.02
['5'],['32'],0.06,0.33,1.02
['19'],['5'],0.08,0.17,1.01
['5'],['19'],0.08,0.47,1.01
['32'],['21'],0.08,0.24,1.06
['21'],['32'],0.08,0.34,1.06
['4'],['5'],0.06,0.18,1.04
['5'],['4'],0.06,0.33,1.04
['24'],['14'],0.1,0.64,1.05
['14'],['24'],0.1,0.17,1.05
['11'],['4'],0.08,0.35,1.11
['4'],['11'],0.08,0.24,1.11
['18'],['11'],0.14,0.22,1.01
['11'],['18'],0.14,0.63,1.01
['49'],['11'],0.08,0.25,1.15
['11'],['49'],0.08,0.37,1.15
['24'],['4'],0.05,0.32,1.0
['4'],['24'],0.05,0.16,1.0
['18'],['30'],0.3,0.48,1.05
['30'],['18'],0.3,0.65,1.05
['11'],['30'],0.1,0.46,1.0
['30'],['11'],0.1,0.22,1.0
['49'],['21'],0.07,0.23,1.02
['21'],['49'],0.07,0.33,1.02
['32'],['4'],0.11,0.33,1.04
['4'],['32'],0.11,0.34,1.04
['24'],['49'],0.06,0.36,1.12
['49'],['24'],0.06,0.18,1.12
['5'],['30'],0.08,0.49,1.07
['30'],['5'],0.08,0.18,1.07
['4'],['37'],0.06,0.2,1.03
['37'],['4'],0.06,0.33,1.03
['5'],['14'],0.11,0.63,1.02
['14'],['5'],0.11,0.18,1.02
['19'],['21'],0.11,0.23,1.04
['21'],['19'],0.11,0.48,1.04
['18'],['21'],0.15,0.23,1.05
['21'],['18'],0.15,0.65,1.05
['11'],['19'],0.1,0.47,1.02
['19'],['11'],0.1,0.22,1.02
['4'],['14'],0.2,0.61,1.0
['14'],['4'],0.2,0.32,1.0
['4'],['30'],0.15,0.47,1.03
['30'],['4'],0.15,0.33,1.03
['32'],['11'],0.08,0.24,1.09
['11'],['32'],0.08,0.35,1.09
['24'],['19'],0.07,0.44,0.96
['19'],['24'],0.07,0.16,0.96
['24'],['18'],0.11,0.66,1.07
['18'],['24'],0.11,0.17,1.07
['32'],['18'],0.22,0.66,1.07
['18'],['32'],0.22,0.35,1.07
['18'],['4'],0.21,0.34,1.07
['4'],['18'],0.21,0.67,1.07
['49'],['18'],0.21,0.65,1.05
['18'],['49'],0.21,0.34,1.05
['18'],['19'],0.3,0.48,1.04
['19'],['18'],0.3,0.65,1.04
['21'],['14'],0.14,0.64,1.03
['14'],['21'],0.14,0.23,1.03
['18'],['37'],0.12,0.19,0.98
['37'],['18'],0.12,0.61,0.98
['49'],['4'],0.11,0.33,1.04
['4'],['49'],0.11,0.34,1.04
['19'],['4'],0.16,0.34,1.06
['4'],['19'],0.16,0.49,1.06
['4'],['21'],0.07,0.23,1.02
['21'],['4'],0.07,0.33,1.02
['21'],['30'],0.11,0.47,1.04
['30'],['21'],0.11,0.23,1.04
['28'],['21'],0.07,0.25,1.11
['21'],['28'],0.07,0.3,1.11
['48'],['34'],0.22,0.56,1.02
['34'],['48'],0.22,0.4,1.02
['48'],['31'],0.06,0.14,1.0
['31'],['48'],0.06,0.4,1.0
['34'],['21'],0.12,0.23,1.01
['21'],['34'],0.12,0.56,1.01
['18'],['34'],0.36,0.58,1.05
['34'],['18'],0.36,0.65,1.05
['1'],['34'],0.25,0.57,1.04
['34'],['1'],0.25,0.45,1.04
['34'],['28'],0.16,0.28,1.05
['28'],['34'],0.16,0.58,1.05
['30'],['31'],0.07,0.15,1.05
['31'],['30'],0.07,0.48,1.05
['18'],['3'],0.12,0.19,1.05
['3'],['18'],0.12,0.66,1.05
['34'],['3'],0.11,0.2,1.11
['3'],['34'],0.11,0.61,1.11
['1'],['21'],0.1,0.22,1.0
['21'],['1'],0.1,0.43,1.0
['34'],['14'],0.35,0.64,1.03
['14'],['34'],0.35,0.57,1.03
['34'],['31'],0.07,0.14,0.95
['31'],['34'],0.07,0.52,0.95
['14'],['31'],0.09,0.15,1.03
['31'],['14'],0.09,0.63,1.03
['48'],['21'],0.08,0.21,0.96
['21'],['48'],0.08,0.38,0.96
['1'],['31'],0.06,0.14,0.98
['31'],['1'],0.06,0.43,0.98
['48'],['18'],0.25,0.63,1.01
['18'],['48'],0.25,0.4,1.01
['34'],['30'],0.26,0.48,1.05
['30'],['34'],0.26,0.58,1.05
['18'],['31'],0.09,0.14,1.01
['31'],['18'],0.09,0.63,1.01
['0'],['15'],0.06,0.25,1.0
['15'],['0'],0.06,0.24,1.0
['0'],['11'],0.05,0.22,1.03
['11'],['0'],0.05,0.24,1.03
['24'],['26'],0.06,0.34,1.0
['26'],['24'],0.06,0.16,1.0
['26'],['34'],0.19,0.57,1.03
['34'],['26'],0.19,0.35,1.03
['26'],['15'],0.1,0.29,1.17
['15'],['26'],0.1,0.4,1.17
['34'],['15'],0.14,0.26,1.05
['15'],['34'],0.14,0.58,1.05
['24'],['34'],0.1,0.58,1.06
['34'],['24'],0.1,0.17,1.06
['41'],['14'],0.1,0.64,1.04
['14'],['41'],0.1,0.16,1.04
['0'],['34'],0.14,0.58,1.05
['34'],['0'],0.14,0.25,1.05
['34'],['11'],0.13,0.23,1.06
['11'],['34'],0.13,0.59,1.06
['41'],['26'],0.06,0.36,1.06
['26'],['41'],0.06,0.17,1.06
['41'],['34'],0.09,0.57,1.02
['34'],['41'],0.09,0.16,1.02
['0'],['14'],0.15,0.65,1.05
['14'],['0'],0.15,0.25,1.05
['11'],['15'],0.07,0.32,1.31
['15'],['11'],0.07,0.28,1.31
['0'],['26'],0.09,0.39,1.15
['26'],['0'],0.09,0.27,1.15
['26'],['11'],0.07,0.21,0.96
['11'],['26'],0.07,0.33,0.96
['14'],['15'],0.16,0.26,1.05
['15'],['14'],0.16,0.64,1.05
['16'],['12'],0.13,0.31,1.01
['12'],['16'],0.13,0.43,1.01
['16'],['18'],0.28,0.66,1.06
['18'],['16'],0.28,0.45,1.06
['37'],['46'],0.05,0.28,0.98
['46'],['37'],0.05,0.19,0.98
['16'],['46'],0.13,0.3,1.03
['46'],['16'],0.13,0.44,1.03
['48'],['12'],0.13,0.32,1.04
['12'],['48'],0.13,0.41,1.04
['12'],['46'],0.1,0.33,1.15
['46'],['12'],0.1,0.35,1.15
['18'],['46'],0.19,0.3,1.03
['46'],['18'],0.19,0.64,1.03
['12'],['37'],0.06,0.2,1.07
['37'],['12'],0.06,0.33,1.07
['48'],['46'],0.13,0.33,1.13
['46'],['48'],0.13,0.45,1.13
['1'],['46'],0.13,0.3,1.02
['46'],['1'],0.13,0.44,1.02
['34'],['13'],0.06,0.1,1.01
['13'],['34'],0.06,0.56,1.01
['26'],['39'],0.09,0.27,1.06
['39'],['26'],0.09,0.36,1.06
['44'],['39'],0.08,0.27,1.04
['39'],['44'],0.08,0.31,1.04
['20'],['39'],0.06,0.3,1.16
['39'],['20'],0.06,0.21,1.16
['18'],['13'],0.07,0.11,1.08
['13'],['18'],0.07,0.67,1.08
['34'],['44'],0.17,0.31,1.03
['44'],['34'],0.17,0.57,1.03
['18'],['39'],0.17,0.28,1.08
['39'],['18'],0.17,0.67,1.08
['34'],['20'],0.1,0.19,1.02
['20'],['34'],0.1,0.56,1.02
['34'],['39'],0.15,0.27,1.03
['39'],['34'],0.15,0.57,1.03
['26'],['20'],0.06,0.17,0.93
['20'],['26'],0.06,0.32,0.93
['18'],['20'],0.13,0.2,1.1
['20'],['18'],0.13,0.68,1.1
['20'],['44'],0.06,0.34,1.13
['44'],['20'],0.06,0.21,1.13
['18'],['44'],0.2,0.32,1.07
['44'],['18'],0.2,0.67,1.07
['26'],['44'],0.1,0.3,1.02
['44'],['26'],0.1,0.35,1.02
['33'],['19'],0.07,0.51,1.1
['19'],['33'],0.07,0.14,1.1
['34'],['12'],0.18,0.33,1.08
['12'],['34'],0.18,0.6,1.08
['33'],['6'],0.06,0.45,1.02
['6'],['33'],0.06,0.13,1.02
['46'],['6'],0.13,0.44,1.0
['6'],['46'],0.13,0.29,1.0
['42'],['6'],0.12,0.46,1.05
['6'],['42'],0.12,0.27,1.05
['33'],['18'],0.09,0.67,1.08
['18'],['33'],0.09,0.14,1.08
['26'],['46'],0.09,0.27,0.94
['46'],['26'],0.09,0.32,0.94
['42'],['18'],0.16,0.64,1.02
['18'],['42'],0.16,0.26,1.02
['35'],['19'],0.08,0.46,1.0
['19'],['35'],0.08,0.17,1.0
['19'],['6'],0.21,0.46,1.03
['6'],['19'],0.21,0.48,1.03
['19'],['46'],0.13,0.29,0.99
['46'],['19'],0.13,0.46,0.99
['29'],['46'],0.06,0.27,0.93
['46'],['29'],0.06,0.2,0.93
['42'],['12'],0.08,0.31,1.02
['12'],['42'],0.08,0.26,1.02
['42'],['34'],0.15,0.58,1.05
['34'],['42'],0.15,0.27,1.05
['35'],['30'],0.08,0.46,1.0
['30'],['35'],0.08,0.17,1.0
['19'],['29'],0.1,0.22,1.04
['29'],['19'],0.1,0.48,1.04
['29'],['6'],0.11,0.5,1.12
['6'],['29'],0.11,0.24,1.12
['12'],['30'],0.15,0.47,1.04
['30'],['12'],0.15,0.32,1.04
['34'],['19'],0.26,0.48,1.04
['19'],['34'],0.26,0.57,1.04
['35'],['12'],0.06,0.33,1.08
['12'],['35'],0.06,0.18,1.08
['34'],['35'],0.1,0.17,1.05
['35'],['34'],0.1,0.58,1.05
['12'],['29'],0.07,0.21,1.01
['29'],['12'],0.07,0.31,1.01
['42'],['11'],0.06,0.23,1.05
['11'],['42'],0.06,0.27,1.05
['33'],['30'],0.06,0.5,1.1
['30'],['33'],0.06,0.14,1.1
['34'],['46'],0.17,0.3,1.03
['46'],['34'],0.17,0.57,1.03
['26'],['6'],0.15,0.43,0.98
['6'],['26'],0.15,0.33,0.98
['24'],['12'],0.05,0.31,1.01
['12'],['24'],0.05,0.16,1.01
['42'],['46'],0.08,0.33,1.12
['46'],['42'],0.08,0.29,1.12
['24'],['6'],0.07,0.45,1.01
['6'],['24'],0.07,0.16,1.01
['11'],['12'],0.07,0.31,1.02
['12'],['11'],0.07,0.22,1.02
['29'],['30'],0.11,0.51,1.11
['30'],['29'],0.11,0.23,1.11
['26'],['29'],0.07,0.22,1.03
['29'],['26'],0.07,0.35,1.03
['30'],['6'],0.2,0.44,1.0
['6'],['30'],0.2,0.46,1.0
['18'],['35'],0.1,0.16,0.98
['35'],['18'],0.1,0.61,0.98
['18'],['6'],0.29,0.47,1.06
['6'],['18'],0.29,0.66,1.06
['35'],['6'],0.08,0.5,1.12
['6'],['35'],0.08,0.19,1.12
['19'],['12'],0.15,0.32,1.04
['12'],['19'],0.15,0.48,1.04
['18'],['29'],0.13,0.22,1.02
['29'],['18'],0.13,0.63,1.02
['42'],['29'],0.06,0.25,1.16
['29'],['42'],0.06,0.3,1.16
['11'],['46'],0.07,0.3,1.04
['46'],['11'],0.07,0.23,1.04
['26'],['35'],0.06,0.17,1.05
['35'],['26'],0.06,0.36,1.05
['11'],['6'],0.1,0.47,1.06
['6'],['11'],0.1,0.23,1.06
['34'],['29'],0.12,0.22,1.04
['29'],['34'],0.12,0.58,1.04
['12'],['6'],0.13,0.43,0.98
['6'],['12'],0.13,0.3,0.98
['34'],['6'],0.25,0.46,1.04
['6'],['34'],0.25,0.57,1.04
['33'],['34'],0.08,0.62,1.11
['34'],['33'],0.08,0.14,1.11
['46'],['30'],0.14,0.49,1.07
['30'],['46'],0.14,0.31,1.07
['32'],['46'],0.1,0.32,1.11
['46'],['32'],0.1,0.36,1.11
['38'],['14'],0.13,0.64,1.05
['14'],['38'],0.13,0.22,1.05
['29'],['14'],0.13,0.62,1.01
['14'],['29'],0.13,0.21,1.01
['21'],['46'],0.07,0.3,1.04
['46'],['21'],0.07,0.23,1.04
['48'],['29'],0.09,0.23,1.09
['29'],['48'],0.09,0.43,1.09
['38'],['6'],0.1,0.49,1.1
['6'],['38'],0.1,0.23,1.1
['38'],['46'],0.06,0.28,0.97
['46'],['38'],0.06,0.2,0.97
['1'],['38'],0.09,0.22,1.04
['38'],['1'],0.09,0.45,1.04
['21'],['6'],0.11,0.48,1.08
['6'],['21'],0.11,0.24,1.08
['48'],['6'],0.17,0.44,1.0
['6'],['48'],0.17,0.39,1.0
['24'],['1'],0.08,0.46,1.07
['1'],['24'],0.08,0.17,1.07
['14'],['6'],0.28,0.46,1.04
['6'],['14'],0.28,0.64,1.04
['19'],['38'],0.1,0.22,1.04
['38'],['19'],0.1,0.48,1.04
['18'],['38'],0.14,0.22,1.05
['38'],['18'],0.14,0.65,1.05
['46'],['14'],0.18,0.63,1.02
['14'],['46'],0.18,0.3,1.02
['32'],['6'],0.15,0.45,1.02
['6'],['32'],0.15,0.33,1.02
['48'],['38'],0.08,0.21,0.99
['38'],['48'],0.08,0.39,0.99
['32'],['29'],0.08,0.25,1.17
['29'],['32'],0.08,0.38,1.17
['1'],['6'],0.2,0.47,1.06
['6'],['1'],0.2,0.46,1.06
['48'],['24'],0.06,0.16,0.97
['24'],['48'],0.06,0.38,0.97
['1'],['29'],0.09,0.21,0.99
['29'],['1'],0.09,0.43,0.99
['32'],['38'],0.06,0.19,0.9
['38'],['32'],0.06,0.29,0.9
['32'],['35'],0.05,0.17,1.0
['35'],['32'],0.05,0.32,1.0
['1'],['35'],0.08,0.17,1.05
['35'],['1'],0.08,0.45,1.05
['28'],['6'],0.13,0.48,1.1
['6'],['28'],0.13,0.29,1.1
['16'],['35'],0.07,0.17,1.04
['35'],['16'],0.07,0.44,1.04
['16'],['6'],0.19,0.44,0.99
['6'],['16'],0.19,0.42,0.99
['49'],['46'],0.1,0.31,1.06
['46'],['49'],0.1,0.34,1.06
['32'],['12'],0.11,0.33,1.07
['12'],['32'],0.11,0.35,1.07
['48'],['41'],0.07,0.18,1.14
['41'],['48'],0.07,0.45,1.14
['16'],['34'],0.24,0.57,1.02
['34'],['16'],0.24,0.43,1.02
['48'],['11'],0.09,0.23,1.04
['11'],['48'],0.09,0.41,1.04
['4'],['46'],0.09,0.29,1.02
['46'],['4'],0.09,0.32,1.02
['41'],['6'],0.08,0.5,1.12
['6'],['41'],0.08,0.18,1.12
['12'],['4'],0.1,0.33,1.04
['4'],['12'],0.1,0.32,1.04
['34'],['4'],0.18,0.33,1.04
['4'],['34'],0.18,0.58,1.04
['16'],['41'],0.07,0.16,0.99
['41'],['16'],0.07,0.42,0.99
['49'],['6'],0.14,0.44,0.99
['6'],['49'],0.14,0.32,0.99
['16'],['4'],0.13,0.3,0.95
['4'],['16'],0.13,0.4,0.95
['32'],['41'],0.05,0.17,1.06
['41'],['32'],0.05,0.34,1.06
['32'],['34'],0.19,0.58,1.04
['34'],['32'],0.19,0.34,1.04
['49'],['41'],0.06,0.18,1.12
['41'],['49'],0.06,0.36,1.12
['4'],['6'],0.15,0.46,1.04
['6'],['4'],0.15,0.33,1.04
['16'],['11'],0.09,0.22,1.01
['11'],['16'],0.09,0.43,1.01
['49'],['34'],0.18,0.56,1.01
['34'],['49'],0.18,0.33,1.01
['41'],['18'],0.1,0.64,1.02
['18'],['41'],0.1,0.16,1.02
['41'],['4'],0.05,0.32,1.01
['4'],['41'],0.05,0.16,1.01
['41'],['12'],0.06,0.36,1.16
['12'],['41'],0.06,0.18,1.16
['13'],['14'],0.06,0.63,1.03
['14'],['13'],0.06,0.1,1.03
['48'],['4'],0.14,0.35,1.1
['4'],['48'],0.14,0.43,1.1
['49'],['12'],0.1,0.32,1.05
['12'],['49'],0.1,0.34,1.05
['49'],['39'],0.09,0.27,1.04
['39'],['49'],0.09,0.33,1.04
['4'],['38'],0.07,0.21,1.01
['38'],['4'],0.07,0.32,1.01
['14'],['23'],0.07,0.12,1.05
['23'],['14'],0.07,0.65,1.05
['6'],['23'],0.05,0.11,1.01
['23'],['6'],0.05,0.45,1.01
['32'],['39'],0.09,0.26,1.02
['39'],['32'],0.09,0.33,1.02
['49'],['38'],0.07,0.22,1.07
['38'],['49'],0.07,0.34,1.07
['12'],['39'],0.08,0.26,1.0
['39'],['12'],0.08,0.31,1.0
['14'],['39'],0.17,0.27,1.07
['39'],['14'],0.17,0.66,1.07
['4'],['15'],0.07,0.23,0.95
['15'],['4'],0.07,0.3,0.95
['46'],['15'],0.07,0.24,0.97
['15'],['46'],0.07,0.28,0.97
['12'],['38'],0.07,0.23,1.12
['38'],['12'],0.07,0.34,1.12
['32'],['15'],0.08,0.26,1.04
['15'],['32'],0.08,0.34,1.04
['33'],['14'],0.08,0.65,1.05
['14'],['33'],0.08,0.13,1.05
['6'],['15'],0.11,0.26,1.05
['15'],['6'],0.11,0.47,1.05
['18'],['23'],0.07,0.11,0.98
['23'],['18'],0.07,0.61,0.98
['39'],['15'],0.07,0.27,1.09
['15'],['39'],0.07,0.28,1.09
['11'],['39'],0.06,0.28,1.1
['39'],['11'],0.06,0.24,1.1
['38'],['15'],0.05,0.24,0.99
['15'],['38'],0.05,0.21,0.99
['12'],['15'],0.07,0.24,0.99
['15'],['12'],0.07,0.3,0.99
['49'],['15'],0.08,0.25,1.02
['15'],['49'],0.08,0.33,1.02
['46'],['39'],0.08,0.28,1.08
['39'],['46'],0.08,0.31,1.08
['38'],['39'],0.06,0.29,1.15
['39'],['38'],0.06,0.24,1.15
['18'],['15'],0.16,0.25,1.03
['15'],['18'],0.16,0.64,1.03
['6'],['39'],0.12,0.28,1.07
['39'],['6'],0.12,0.47,1.07
['4'],['39'],0.09,0.27,1.05
['39'],['4'],0.09,0.34,1.05
['0'],['29'],0.06,0.24,1.12
['29'],['0'],0.06,0.26,1.12
['0'],['18'],0.16,0.68,1.09
['18'],['0'],0.16,0.26,1.09
['28'],['29'],0.06,0.24,1.12
['29'],['28'],0.06,0.3,1.12
['1'],['39'],0.12,0.27,1.07
['39'],['1'],0.12,0.46,1.07
['41'],['19'],0.08,0.53,1.16
['19'],['41'],0.08,0.18,1.16
['0'],['39'],0.06,0.26,1.02
['39'],['0'],0.06,0.24,1.02
['29'],['39'],0.06,0.26,1.02
['39'],['29'],0.06,0.22,1.02
['19'],['39'],0.13,0.28,1.09
['39'],['19'],0.13,0.5,1.09
['0'],['28'],0.06,0.27,1.01
['28'],['0'],0.06,0.24,1.01
['0'],['19'],0.11,0.49,1.05
['19'],['0'],0.11,0.25,1.05
['34'],['23'],0.07,0.13,1.14
['23'],['34'],0.07,0.63,1.14
['19'],['23'],0.06,0.12,1.06
['23'],['19'],0.06,0.49,1.06
['28'],['39'],0.07,0.27,1.05
['39'],['28'],0.07,0.28,1.05
['1'],['23'],0.05,0.12,1.08
['23'],['1'],0.05,0.47,1.08
['0'],['1'],0.11,0.46,1.05
['1'],['0'],0.11,0.25,1.05
['1'],['41'],0.07,0.15,0.97
['41'],['1'],0.07,0.42,0.97
['0'],['6'],0.1,0.44,1.0
['6'],['0'],0.1,0.24,1.0
['32'],['0'],0.08,0.25,1.08
['0'],['32'],0.08,0.35,1.08
['19'],['31'],0.07,0.16,1.1
['31'],['19'],0.07,0.51,1.1
['1'],['15'],0.1,0.24,0.97
['15'],['1'],0.1,0.42,0.97
['26'],['43'],0.05,0.16,1.0
['43'],['26'],0.05,0.34,1.0
['26'],['47'],0.05,0.16,1.06
['47'],['26'],0.05,0.36,1.06
['18'],['43'],0.11,0.17,1.08
['43'],['18'],0.11,0.67,1.08
['1'],['47'],0.06,0.15,0.95
['47'],['1'],0.06,0.41,0.95
['19'],['47'],0.07,0.16,1.02
['47'],['19'],0.07,0.47,1.02
['16'],['15'],0.11,0.26,1.06
['15'],['16'],0.11,0.45,1.06
['1'],['43'],0.07,0.16,1.04
['43'],['1'],0.07,0.45,1.04
['16'],['47'],0.07,0.16,1.01
['47'],['16'],0.07,0.43,1.01
['43'],['6'],0.08,0.54,1.21
['6'],['43'],0.08,0.19,1.21
['18'],['47'],0.1,0.16,1.05
['47'],['18'],0.1,0.65,1.05
['16'],['43'],0.07,0.17,1.11
['43'],['16'],0.07,0.47,1.11
['19'],['15'],0.12,0.25,1.02
['15'],['19'],0.12,0.47,1.02
['6'],['31'],0.07,0.15,1.05
['31'],['6'],0.07,0.46,1.05
['16'],['24'],0.08,0.18,1.11
['24'],['16'],0.08,0.47,1.11
['16'],['31'],0.06,0.15,1.06
['31'],['16'],0.06,0.45,1.06
['43'],['19'],0.07,0.46,1.0
['19'],['43'],0.07,0.16,1.0
['16'],['0'],0.1,0.25,1.04
['0'],['16'],0.1,0.44,1.04
['6'],['47'],0.07,0.16,1.05
['47'],['6'],0.07,0.46,1.05
['16'],['44'],0.13,0.31,1.03
['44'],['16'],0.13,0.44,1.03
['44'],['6'],0.14,0.48,1.09
['6'],['44'],0.14,0.32,1.09
['44'],['14'],0.18,0.62,1.0
['14'],['44'],0.18,0.3,1.0
