antecedent,consequent,support,confidence,lift
['49'],['40'],0.12,0.48,1.06
['25'],['3'],0.11,0.49,1.0
['3'],['25'],0.11,0.23,1.0
['11'],['21'],0.17,0.32,1.02
['21'],['11'],0.17,0.53,1.02
['21'],['38'],0.25,0.79,1.04
['38'],['21'],0.25,0.33,1.04
['11'],['39'],0.25,0.48,1.06
['39'],['11'],0.25,0.56,1.06
['43'],['36'],0.27,0.67,1.07
['36'],['43'],0.27,0.43,1.07
['36'],['13'],0.11,0.17,1.05
['13'],['36'],0.11,0.66,1.05
['40'],['38'],0.35,0.77,1.02
['38'],['40'],0.35,0.47,1.02
['43'],['29'],0.17,0.41,1.06
['29'],['43'],0.17,0.42,1.06
['11'],['36'],0.34,0.65,1.04
['36'],['11'],0.34,0.54,1.04
['10'],['11'],0.11,0.57,1.09
['11'],['10'],0.11,0.21,1.09
['0'],['3'],0.13,0.53,1.08
['3'],['0'],0.13,0.26,1.08
['11'],['38'],0.41,0.78,1.03
['38'],['11'],0.41,0.54,1.03
['40'],['36'],0.29,0.64,1.02
['36'],['40'],0.29,0.47,1.02
['10'],['36'],0.13,0.66,1.06
['36'],['10'],0.13,0.21,1.06
['34'],['36'],0.14,0.69,1.09
['36'],['34'],0.14,0.22,1.09
['40'],['11'],0.25,0.56,1.07
['11'],['40'],0.25,0.49,1.07
['40'],['21'],0.15,0.32,1.01
['21'],['40'],0.15,0.46,1.01
['49'],['29'],0.1,0.4,1.03
['29'],['49'],0.1,0.26,1.03
['0'],['40'],0.11,0.47,1.03
['40'],['0'],0.11,0.24,1.03
['38'],['39'],0.35,0.47,1.03
['39'],['38'],0.35,0.78,1.03
['5'],['38'],0.21,0.78,1.03
['38'],['5'],0.21,0.27,1.03
['36'],['21'],0.22,0.34,1.09
['21'],['36'],0.22,0.68,1.09
['29'],['21'],0.13,0.34,1.07
['21'],['29'],0.13,0.42,1.07
['43'],['38'],0.31,0.79,1.04
['38'],['43'],0.31,0.42,1.04
['40'],['3'],0.23,0.5,1.02
['3'],['40'],0.23,0.47,1.02
['49'],['28'],0.13,0.51,1.04
['28'],['49'],0.13,0.26,1.04
['28'],['38'],0.38,0.78,1.03
['38'],['28'],0.38,0.5,1.03
['0'],['36'],0.15,0.63,1.01
['36'],['0'],0.15,0.24,1.01
['49'],['43'],0.11,0.43,1.07
['43'],['49'],0.11,0.27,1.07
['25'],['38'],0.18,0.78,1.03
['38'],['25'],0.18,0.24,1.03
['28'],['5'],0.13,0.27,1.04
['5'],['28'],0.13,0.51,1.04
['8'],['3'],0.25,0.5,1.02
['3'],['8'],0.25,0.51,1.02
['33'],['38'],0.23,0.77,1.02
['38'],['33'],0.23,0.31,1.02
['26'],['39'],0.11,0.44,0.97
['39'],['26'],0.11,0.24,0.97
['35'],['14'],0.16,0.42,1.08
['14'],['35'],0.16,0.4,1.08
['35'],['38'],0.29,0.78,1.03
['38'],['35'],0.29,0.38,1.03
['17'],['35'],0.17,0.38,1.03
['35'],['17'],0.17,0.47,1.03
['9'],['28'],0.22,0.51,1.04
['28'],['9'],0.22,0.45,1.04
['9'],['3'],0.22,0.51,1.04
['3'],['9'],0.22,0.45,1.04
['9'],['39'],0.2,0.47,1.04
['39'],['9'],0.2,0.45,1.04
['26'],['38'],0.19,0.78,1.03
['38'],['26'],0.19,0.25,1.03
['42'],['38'],0.2,0.79,1.05
['38'],['42'],0.2,0.26,1.05
['8'],['42'],0.12,0.25,1.01
['42'],['8'],0.12,0.5,1.01
['17'],['42'],0.12,0.26,1.04
['42'],['17'],0.12,0.48,1.04
['38'],['14'],0.31,0.41,1.03
['14'],['38'],0.31,0.78,1.03
['0'],['8'],0.12,0.51,1.03
['8'],['0'],0.12,0.25,1.03
['8'],['17'],0.23,0.46,1.01
['17'],['8'],0.23,0.5,1.01
['14'],['7'],0.11,0.27,1.08
['7'],['14'],0.11,0.43,1.08
['9'],['14'],0.18,0.41,1.05
['14'],['9'],0.18,0.45,1.05
['0'],['9'],0.11,0.45,1.03
['9'],['0'],0.11,0.25,1.03
['17'],['7'],0.12,0.26,1.04
['7'],['17'],0.12,0.47,1.04
['33'],['28'],0.16,0.52,1.06
['28'],['33'],0.16,0.32,1.06
['9'],['17'],0.21,0.48,1.05
['17'],['9'],0.21,0.46,1.05
['35'],['28'],0.2,0.53,1.09
['28'],['35'],0.2,0.4,1.09
['9'],['26'],0.11,0.26,1.08
['26'],['9'],0.11,0.47,1.08
['17'],['14'],0.19,0.42,1.05
['14'],['17'],0.19,0.48,1.05
['14'],['39'],0.19,0.48,1.05
['39'],['14'],0.19,0.42,1.05
['42'],['14'],0.11,0.43,1.08
['14'],['42'],0.11,0.27,1.08
['33'],['39'],0.15,0.49,1.07
['39'],['33'],0.15,0.33,1.07
['35'],['39'],0.18,0.47,1.05
['39'],['35'],0.18,0.39,1.05
['17'],['3'],0.23,0.5,1.03
['3'],['17'],0.23,0.47,1.03
['8'],['26'],0.12,0.25,1.02
['26'],['8'],0.12,0.51,1.02
['28'],['14'],0.2,0.42,1.06
['14'],['28'],0.2,0.52,1.06
['42'],['3'],0.13,0.51,1.04
['3'],['42'],0.13,0.26,1.04
['38'],['7'],0.2,0.26,1.05
['7'],['38'],0.2,0.79,1.05
['42'],['28'],0.12,0.5,1.02
['28'],['42'],0.12,0.25,1.02
['9'],['38'],0.33,0.77,1.01
['38'],['9'],0.33,0.44,1.01
['17'],['26'],0.12,0.26,1.07
['26'],['17'],0.12,0.49,1.07
['9'],['35'],0.17,0.38,1.03
['35'],['9'],0.17,0.45,1.03
['42'],['39'],0.12,0.48,1.06
['39'],['42'],0.12,0.26,1.06
['33'],['14'],0.13,0.44,1.1
['14'],['33'],0.13,0.33,1.1
['7'],['39'],0.13,0.51,1.12
['39'],['7'],0.13,0.28,1.12
['8'],['35'],0.19,0.39,1.05
['35'],['8'],0.19,0.52,1.05
['8'],['33'],0.16,0.33,1.09
['33'],['8'],0.16,0.54,1.09
['3'],['14'],0.19,0.39,0.99
['14'],['3'],0.19,0.48,0.99
['9'],['7'],0.11,0.26,1.03
['7'],['9'],0.11,0.45,1.03
['0'],['17'],0.11,0.46,1.0
['17'],['0'],0.11,0.24,1.0
['28'],['7'],0.13,0.27,1.08
['7'],['28'],0.13,0.53,1.08
['33'],['35'],0.12,0.4,1.09
['35'],['33'],0.12,0.33,1.09
['19'],['38'],0.13,0.81,1.06
['38'],['19'],0.13,0.18,1.06
['8'],['14'],0.21,0.41,1.04
['14'],['8'],0.21,0.52,1.04
['33'],['3'],0.16,0.51,1.05
['3'],['33'],0.16,0.32,1.05
['8'],['39'],0.24,0.49,1.08
['39'],['8'],0.24,0.54,1.08
['9'],['42'],0.11,0.25,1.0
['42'],['9'],0.11,0.43,1.0
['8'],['7'],0.13,0.26,1.04
['7'],['8'],0.13,0.52,1.04
['17'],['38'],0.36,0.78,1.03
['38'],['17'],0.36,0.47,1.03
['8'],['28'],0.25,0.5,1.03
['28'],['8'],0.25,0.51,1.03
['26'],['28'],0.13,0.53,1.09
['28'],['26'],0.13,0.26,1.09
['26'],['3'],0.12,0.48,1.0
['3'],['26'],0.12,0.24,1.0
['17'],['28'],0.23,0.5,1.02
['28'],['17'],0.23,0.47,1.02
['8'],['38'],0.39,0.77,1.02
['38'],['8'],0.39,0.51,1.02
['17'],['39'],0.21,0.47,1.03
['39'],['17'],0.21,0.47,1.03
['3'],['7'],0.13,0.26,1.04
['7'],['3'],0.13,0.51,1.04
['35'],['3'],0.18,0.49,1.02
['3'],['35'],0.18,0.38,1.02
['8'],['9'],0.23,0.45,1.05
['9'],['8'],0.23,0.52,1.05
['17'],['33'],0.15,0.32,1.06
['33'],['17'],0.15,0.49,1.06
['9'],['33'],0.14,0.32,1.05
['33'],['9'],0.14,0.46,1.05
['48'],['35'],0.21,0.39,1.06
['35'],['48'],0.21,0.56,1.06
['11'],['14'],0.21,0.4,1.02
['14'],['11'],0.21,0.53,1.02
['40'],['48'],0.25,0.54,1.03
['48'],['40'],0.25,0.47,1.03
['48'],['39'],0.25,0.47,1.03
['39'],['48'],0.25,0.55,1.03
['40'],['8'],0.25,0.54,1.09
['8'],['40'],0.25,0.5,1.09
['8'],['48'],0.27,0.55,1.04
['48'],['8'],0.27,0.52,1.04
['48'],['28'],0.27,0.51,1.04
['28'],['48'],0.27,0.55,1.04
['8'],['11'],0.28,0.56,1.07
['11'],['8'],0.28,0.53,1.07
['18'],['11'],0.11,0.59,1.13
['11'],['18'],0.11,0.22,1.13
['35'],['21'],0.12,0.32,1.03
['21'],['35'],0.12,0.38,1.03
['33'],['11'],0.17,0.56,1.07
['11'],['33'],0.17,0.32,1.07
['8'],['21'],0.16,0.32,1.02
['21'],['8'],0.16,0.51,1.02
['48'],['9'],0.24,0.45,1.03
['9'],['48'],0.24,0.55,1.03
['48'],['10'],0.11,0.2,1.02
['10'],['48'],0.11,0.54,1.02
['48'],['34'],0.12,0.22,1.1
['34'],['48'],0.12,0.59,1.1
['29'],['14'],0.17,0.43,1.08
['14'],['29'],0.17,0.42,1.08
['48'],['11'],0.29,0.55,1.05
['11'],['48'],0.29,0.56,1.05
['9'],['29'],0.19,0.43,1.09
['29'],['9'],0.19,0.47,1.09
['48'],['14'],0.22,0.41,1.05
['14'],['48'],0.22,0.56,1.05
['41'],['38'],0.11,0.8,1.05
['38'],['41'],0.11,0.15,1.05
['40'],['33'],0.14,0.31,1.03
['33'],['40'],0.14,0.47,1.03
['11'],['7'],0.14,0.26,1.06
['7'],['11'],0.14,0.55,1.06
['48'],['33'],0.17,0.33,1.08
['33'],['48'],0.17,0.57,1.08
['17'],['21'],0.16,0.34,1.07
['21'],['17'],0.16,0.49,1.07
['17'],['11'],0.25,0.55,1.05
['11'],['17'],0.25,0.48,1.05
['48'],['29'],0.22,0.41,1.05
['29'],['48'],0.22,0.56,1.05
['40'],['26'],0.11,0.25,1.03
['26'],['40'],0.11,0.47,1.03
['48'],['7'],0.14,0.26,1.04
['7'],['48'],0.14,0.55,1.04
['33'],['29'],0.12,0.39,0.99
['29'],['33'],0.12,0.3,0.99
['35'],['11'],0.2,0.55,1.06
['11'],['35'],0.2,0.39,1.06
['8'],['10'],0.1,0.2,1.04
['10'],['8'],0.1,0.52,1.04
['9'],['11'],0.24,0.55,1.06
['11'],['9'],0.24,0.46,1.06
['29'],['7'],0.1,0.26,1.05
['7'],['29'],0.1,0.41,1.05
['8'],['34'],0.1,0.2,1.01
['34'],['8'],0.1,0.5,1.01
['40'],['9'],0.2,0.44,1.02
['9'],['40'],0.2,0.47,1.02
['26'],['29'],0.1,0.43,1.1
['29'],['26'],0.1,0.27,1.1
['18'],['38'],0.15,0.8,1.06
['38'],['18'],0.15,0.2,1.06
['35'],['29'],0.15,0.4,1.03
['29'],['35'],0.15,0.38,1.03
['48'],['26'],0.13,0.24,0.99
['26'],['48'],0.13,0.53,0.99
['40'],['17'],0.21,0.46,1.01
['17'],['40'],0.21,0.46,1.01
['9'],['21'],0.15,0.34,1.08
['21'],['9'],0.15,0.47,1.08
['48'],['38'],0.41,0.78,1.03
['38'],['48'],0.41,0.55,1.03
['17'],['18'],0.1,0.22,1.14
['18'],['17'],0.1,0.52,1.14
['17'],['29'],0.19,0.41,1.04
['29'],['17'],0.19,0.48,1.04
['40'],['14'],0.18,0.4,1.02
['14'],['40'],0.18,0.46,1.02
['40'],['35'],0.18,0.39,1.06
['35'],['40'],0.18,0.48,1.06
['8'],['18'],0.1,0.21,1.07
['18'],['8'],0.1,0.53,1.07
['40'],['7'],0.12,0.26,1.04
['7'],['40'],0.12,0.48,1.04
['8'],['29'],0.21,0.41,1.06
['29'],['8'],0.21,0.53,1.06
['48'],['21'],0.17,0.32,1.02
['21'],['48'],0.17,0.54,1.02
['26'],['11'],0.13,0.54,1.03
['11'],['26'],0.13,0.25,1.03
['48'],['18'],0.1,0.2,1.02
['18'],['48'],0.1,0.54,1.02
['48'],['17'],0.24,0.45,0.98
['17'],['48'],0.24,0.52,0.98
['21'],['14'],0.13,0.41,1.04
['14'],['21'],0.13,0.33,1.04
['9'],['43'],0.19,0.43,1.07
['43'],['9'],0.19,0.46,1.07
['9'],['47'],0.21,0.48,1.09
['47'],['9'],0.21,0.47,1.09
['49'],['47'],0.11,0.45,1.01
['47'],['49'],0.11,0.26,1.01
['36'],['14'],0.25,0.4,1.02
['14'],['36'],0.25,0.64,1.02
['48'],['47'],0.24,0.45,1.02
['47'],['48'],0.24,0.54,1.02
['48'],['43'],0.23,0.43,1.06
['43'],['48'],0.23,0.56,1.06
['4'],['38'],0.16,0.8,1.06
['38'],['4'],0.16,0.21,1.06
['43'],['14'],0.16,0.41,1.04
['14'],['43'],0.16,0.42,1.04
['14'],['23'],0.12,0.31,1.09
['23'],['14'],0.12,0.43,1.09
['8'],['49'],0.13,0.26,1.02
['49'],['8'],0.13,0.51,1.02
['8'],['36'],0.32,0.65,1.03
['36'],['8'],0.32,0.51,1.03
['25'],['47'],0.11,0.47,1.05
['47'],['25'],0.11,0.24,1.05
['36'],['4'],0.13,0.21,1.05
['4'],['36'],0.13,0.66,1.05
['48'],['49'],0.14,0.26,1.01
['49'],['48'],0.14,0.54,1.01
['35'],['47'],0.17,0.47,1.05
['47'],['35'],0.17,0.39,1.05
['49'],['14'],0.1,0.41,1.03
['14'],['49'],0.1,0.26,1.03
['14'],['47'],0.18,0.46,1.03
['47'],['14'],0.18,0.41,1.03
['35'],['43'],0.16,0.44,1.1
['43'],['35'],0.16,0.41,1.1
['29'],['47'],0.18,0.46,1.03
['47'],['29'],0.18,0.4,1.03
['36'],['47'],0.29,0.46,1.02
['47'],['36'],0.29,0.64,1.02
['8'],['43'],0.2,0.4,1.01
['43'],['8'],0.2,0.5,1.01
['43'],['47'],0.19,0.48,1.08
['47'],['43'],0.19,0.43,1.08
['48'],['36'],0.34,0.63,1.01
['36'],['48'],0.34,0.53,1.01
['36'],['23'],0.19,0.3,1.06
['23'],['36'],0.19,0.66,1.06
['9'],['36'],0.28,0.64,1.01
['36'],['9'],0.28,0.44,1.01
['43'],['23'],0.12,0.3,1.06
['23'],['43'],0.12,0.42,1.06
['49'],['9'],0.12,0.45,1.04
['9'],['49'],0.12,0.27,1.04
['48'],['25'],0.13,0.24,1.05
['25'],['48'],0.13,0.56,1.05
['8'],['47'],0.23,0.46,1.02
['47'],['8'],0.23,0.51,1.02
['25'],['9'],0.1,0.45,1.05
['9'],['25'],0.1,0.24,1.05
['35'],['23'],0.11,0.3,1.09
['23'],['35'],0.11,0.4,1.09
['47'],['23'],0.13,0.3,1.05
['23'],['47'],0.13,0.47,1.05
['8'],['25'],0.11,0.23,1.01
['25'],['8'],0.11,0.5,1.01
['35'],['36'],0.25,0.68,1.08
['36'],['35'],0.25,0.4,1.08
['8'],['23'],0.15,0.29,1.05
['23'],['8'],0.15,0.52,1.05
['9'],['23'],0.13,0.3,1.05
['23'],['9'],0.13,0.46,1.05
['8'],['4'],0.1,0.21,1.05
['4'],['8'],0.1,0.52,1.05
['38'],['47'],0.35,0.46,1.03
['47'],['38'],0.35,0.78,1.03
['48'],['23'],0.16,0.3,1.07
['23'],['48'],0.16,0.57,1.07
['48'],['4'],0.11,0.2,1.01
['4'],['48'],0.11,0.54,1.01
['38'],['23'],0.23,0.3,1.06
['23'],['38'],0.23,0.8,1.06
['29'],['23'],0.11,0.29,1.03
['23'],['29'],0.11,0.4,1.03
['8'],['5'],0.13,0.26,0.98
['5'],['8'],0.13,0.49,0.98
['33'],['36'],0.19,0.63,1.0
['36'],['33'],0.19,0.3,1.0
['36'],['6'],0.11,0.17,1.0
['6'],['36'],0.11,0.63,1.0
['18'],['36'],0.12,0.64,1.01
['36'],['18'],0.12,0.19,1.01
['5'],['14'],0.12,0.44,1.11
['14'],['5'],0.12,0.29,1.11
['38'],['6'],0.13,0.17,1.01
['6'],['38'],0.13,0.77,1.01
['33'],['43'],0.12,0.4,1.0
['43'],['33'],0.12,0.3,1.0
['35'],['5'],0.1,0.28,1.07
['5'],['35'],0.1,0.4,1.07
['40'],['4'],0.1,0.22,1.12
['4'],['40'],0.1,0.51,1.12
['3'],['23'],0.15,0.31,1.11
['23'],['3'],0.15,0.54,1.11
['48'],['3'],0.26,0.5,1.03
['3'],['48'],0.26,0.54,1.03
['17'],['36'],0.29,0.64,1.02
['36'],['17'],0.29,0.47,1.02
['23'],['39'],0.13,0.47,1.03
['39'],['23'],0.13,0.29,1.03
['26'],['36'],0.16,0.66,1.06
['36'],['26'],0.16,0.26,1.06
['17'],['23'],0.13,0.29,1.03
['23'],['17'],0.13,0.47,1.03
['40'],['23'],0.14,0.31,1.1
['23'],['40'],0.14,0.5,1.1
['28'],['23'],0.14,0.29,1.03
['23'],['28'],0.14,0.5,1.03
['9'],['5'],0.12,0.28,1.07
['5'],['9'],0.12,0.46,1.07
['5'],['47'],0.13,0.48,1.08
['47'],['5'],0.13,0.28,1.08
['3'],['47'],0.22,0.46,1.03
['47'],['3'],0.22,0.5,1.03
['42'],['47'],0.12,0.49,1.09
['47'],['42'],0.12,0.27,1.09
['36'],['7'],0.17,0.27,1.08
['7'],['36'],0.17,0.68,1.08
['42'],['11'],0.13,0.54,1.03
['11'],['42'],0.13,0.26,1.03
['42'],['36'],0.16,0.64,1.02
['36'],['42'],0.16,0.25,1.02
['0'],['47'],0.11,0.46,1.04
['47'],['0'],0.11,0.25,1.04
['47'],['7'],0.11,0.25,1.0
['7'],['47'],0.11,0.45,1.0
['11'],['47'],0.24,0.46,1.02
['47'],['11'],0.24,0.53,1.02
['0'],['48'],0.13,0.56,1.06
['48'],['0'],0.13,0.25,1.06
['48'],['5'],0.14,0.26,0.97
['5'],['48'],0.14,0.51,0.97
['48'],['42'],0.14,0.27,1.07
['42'],['48'],0.14,0.57,1.07
['26'],['47'],0.11,0.46,1.04
['47'],['26'],0.11,0.25,1.04
['28'],['47'],0.23,0.47,1.04
['47'],['28'],0.23,0.51,1.04
['38'],['31'],0.12,0.15,1.06
['31'],['38'],0.12,0.8,1.06
['21'],['47'],0.14,0.45,1.02
['47'],['21'],0.14,0.32,1.02
['11'],['4'],0.11,0.22,1.08
['4'],['11'],0.11,0.57,1.08
['47'],['39'],0.2,0.45,1.0
['39'],['47'],0.2,0.45,1.0
['17'],['47'],0.21,0.47,1.04
['47'],['17'],0.21,0.48,1.04
['17'],['5'],0.13,0.28,1.05
['5'],['17'],0.13,0.48,1.05
['33'],['47'],0.14,0.48,1.07
['47'],['33'],0.14,0.32,1.07
['40'],['47'],0.21,0.45,1.01
['47'],['40'],0.21,0.46,1.01
['28'],['12'],0.11,0.23,1.05
['12'],['28'],0.11,0.51,1.05
['12'],['39'],0.1,0.47,1.04
['39'],['12'],0.1,0.23,1.04
['8'],['12'],0.11,0.23,1.05
['12'],['8'],0.11,0.52,1.05
['11'],['12'],0.11,0.21,0.96
['12'],['11'],0.11,0.5,0.96
['48'],['12'],0.13,0.24,1.08
['12'],['48'],0.13,0.57,1.08
['17'],['12'],0.1,0.22,1.01
['12'],['17'],0.1,0.46,1.01
['25'],['17'],0.11,0.47,1.02
['17'],['25'],0.11,0.23,1.02
['17'],['43'],0.2,0.43,1.08
['43'],['17'],0.2,0.49,1.08
['40'],['12'],0.1,0.22,1.01
['12'],['40'],0.1,0.46,1.01
['49'],['17'],0.12,0.47,1.03
['17'],['49'],0.12,0.26,1.03
['41'],['36'],0.1,0.7,1.12
['36'],['41'],0.1,0.16,1.12
['40'],['42'],0.12,0.27,1.1
['42'],['40'],0.12,0.5,1.1
['12'],['38'],0.17,0.76,1.01
['38'],['12'],0.17,0.22,1.01
['36'],['12'],0.14,0.22,1.01
['12'],['36'],0.14,0.63,1.01
['19'],['36'],0.11,0.66,1.05
['36'],['19'],0.11,0.17,1.05
['3'],['12'],0.11,0.22,1.02
['12'],['3'],0.11,0.5,1.02
['11'],['23'],0.15,0.29,1.05
['23'],['11'],0.15,0.55,1.05
['40'],"['11', '29']",0.11,0.23,1.09
['11'],"['40', '29']",0.11,0.2,1.12
['29'],"['40', '11']",0.11,0.27,1.06
"['40', '11']",['29'],0.11,0.41,1.06
"['40', '29']",['11'],0.11,0.59,1.12
"['11', '29']",['40'],0.11,0.5,1.09
['40'],"['3', '38']",0.18,0.39,1.02
['3'],"['40', '38']",0.18,0.36,1.03
['38'],"['40', '3']",0.18,0.23,1.03
"['40', '3']",['38'],0.18,0.78,1.03
"['40', '38']",['3'],0.18,0.5,1.03
"['3', '38']",['40'],0.18,0.47,1.02
['40'],"['28', '39']",0.12,0.26,1.1
['28'],"['40', '39']",0.12,0.24,1.1
['39'],"['40', '28']",0.12,0.26,1.13
"['40', '28']",['39'],0.12,0.51,1.13
"['40', '39']",['28'],0.12,0.54,1.1
"['28', '39']",['40'],0.12,0.5,1.1
['11'],"['36', '29']",0.15,0.29,1.09
['36'],"['11', '29']",0.15,0.24,1.12
['29'],"['11', '36']",0.15,0.38,1.11
"['11', '36']",['29'],0.15,0.44,1.11
"['11', '29']",['36'],0.15,0.7,1.12
"['36', '29']",['11'],0.15,0.57,1.09
['11'],"['3', '29']",0.11,0.21,1.1
['3'],"['11', '29']",0.11,0.22,1.04
['29'],"['3', '11']",0.11,0.27,1.0
"['3', '11']",['29'],0.11,0.39,1.0
"['11', '29']",['3'],0.11,0.51,1.04
"['3', '29']",['11'],0.11,0.57,1.1
['25'],"['36', '38']",0.12,0.52,1.08
['36'],"['25', '38']",0.12,0.19,1.07
['38'],"['25', '36']",0.12,0.16,1.04
"['25', '36']",['38'],0.12,0.79,1.04
"['25', '38']",['36'],0.12,0.67,1.07
"['36', '38']",['25'],0.12,0.25,1.08
['21'],"['29', '38']",0.11,0.34,1.13
['29'],"['21', '38']",0.11,0.28,1.11
['38'],"['29', '21']",0.11,0.14,1.08
"['29', '21']",['38'],0.11,0.82,1.08
"['21', '38']",['29'],0.11,0.44,1.11
"['29', '38']",['21'],0.11,0.36,1.13
['11'],"['36', '38']",0.27,0.52,1.06
['36'],"['11', '38']",0.27,0.43,1.05
['38'],"['11', '36']",0.27,0.36,1.04
"['11', '36']",['38'],0.27,0.79,1.04
"['11', '38']",['36'],0.27,0.66,1.05
"['36', '38']",['11'],0.27,0.56,1.06
['3'],"['36', '21']",0.1,0.21,1.0
['36'],"['3', '21']",0.1,0.17,1.08
['21'],"['3', '36']",0.1,0.33,1.06
"['3', '36']",['21'],0.1,0.33,1.06
"['3', '21']",['36'],0.1,0.68,1.08
"['36', '21']",['3'],0.1,0.48,1.0
['40'],"['43', '3']",0.1,0.23,1.12
['3'],"['40', '43']",0.1,0.21,1.08
['43'],"['40', '3']",0.1,0.26,1.14
"['40', '3']",['43'],0.1,0.46,1.14
"['40', '43']",['3'],0.1,0.52,1.08
"['43', '3']",['40'],0.1,0.51,1.12
['49'],"['28', '38']",0.1,0.4,1.07
['28'],"['49', '38']",0.1,0.21,1.06
['38'],"['49', '28']",0.1,0.14,1.06
"['49', '28']",['38'],0.1,0.8,1.06
"['49', '38']",['28'],0.1,0.52,1.06
"['28', '38']",['49'],0.1,0.27,1.07
['11'],"['3', '38']",0.22,0.42,1.11
['3'],"['11', '38']",0.22,0.45,1.1
['38'],"['3', '11']",0.22,0.29,1.05
"['3', '11']",['38'],0.22,0.8,1.05
