antecedent,consequent,support,confidence,lift
['21'],['28'],0.06,0.29,1.21
['1'],['28'],0.1,0.25,1.04
['28'],['1'],0.1,0.43,1.04
['24'],['14'],0.1,0.64,1.11
['14'],['24'],0.1,0.18,1.11
['18'],['11'],0.13,0.21,1.05
['11'],['18'],0.13,0.63,1.05
['49'],['11'],0.07,0.22,1.09
['11'],['49'],0.07,0.33,1.09
['49'],['14'],0.18,0.6,1.05
['14'],['49'],0.18,0.31,1.05
['18'],['30'],0.27,0.45,1.03
['30'],['18'],0.27,0.62,1.03
['18'],['28'],0.15,0.25,1.07
['28'],['18'],0.15,0.64,1.07
['24'],['26'],0.05,0.33,1.07
['26'],['24'],0.05,0.17,1.07
['34'],['26'],0.16,0.31,1.03
['26'],['34'],0.16,0.53,1.03
['1'],['11'],0.09,0.22,1.12
['11'],['1'],0.09,0.46,1.12
['26'],['21'],0.06,0.2,1.0
['21'],['26'],0.06,0.3,1.0
['34'],['21'],0.1,0.2,0.97
['21'],['34'],0.1,0.5,0.97
['11'],['30'],0.1,0.48,1.1
['30'],['11'],0.1,0.22,1.1
['24'],['34'],0.09,0.55,1.07
['34'],['24'],0.09,0.17,1.07
['34'],['18'],0.33,0.63,1.05
['18'],['34'],0.33,0.54,1.05
['49'],['21'],0.07,0.22,1.08
['21'],['49'],0.07,0.32,1.08
['34'],['19'],0.24,0.45,1.07
['19'],['34'],0.24,0.55,1.07
['1'],['30'],0.18,0.44,1.01
['30'],['1'],0.18,0.42,1.01
['24'],['49'],0.06,0.35,1.18
['49'],['24'],0.06,0.19,1.18
['49'],['19'],0.13,0.43,1.01
['19'],['49'],0.13,0.3,1.01
['26'],['30'],0.15,0.5,1.15
['30'],['26'],0.15,0.35,1.15
['49'],['30'],0.13,0.45,1.04
['30'],['49'],0.13,0.31,1.04
['34'],['28'],0.13,0.26,1.1
['28'],['34'],0.13,0.57,1.1
['19'],['21'],0.09,0.22,1.08
['21'],['19'],0.09,0.46,1.08
['32'],['34'],0.16,0.53,1.03
['34'],['32'],0.16,0.3,1.03
['18'],['21'],0.13,0.22,1.05
['21'],['18'],0.13,0.63,1.05
['26'],['19'],0.14,0.45,1.06
['19'],['26'],0.14,0.32,1.06
['11'],['19'],0.09,0.45,1.05
['19'],['11'],0.09,0.21,1.05
['32'],['49'],0.1,0.34,1.13
['49'],['32'],0.1,0.33,1.13
['34'],['11'],0.12,0.22,1.12
['11'],['34'],0.12,0.58,1.12
['18'],['14'],0.36,0.61,1.05
['14'],['18'],0.36,0.63,1.05
['24'],['1'],0.07,0.44,1.06
['1'],['24'],0.07,0.17,1.06
['32'],['1'],0.13,0.43,1.04
['1'],['32'],0.13,0.31,1.04
['1'],['21'],0.09,0.23,1.11
['21'],['1'],0.09,0.46,1.11
['32'],['11'],0.06,0.22,1.1
['11'],['32'],0.06,0.32,1.1
['49'],['26'],0.1,0.34,1.12
['26'],['49'],0.1,0.33,1.12
['49'],['34'],0.16,0.55,1.05
['34'],['49'],0.16,0.32,1.05
['24'],['19'],0.07,0.44,1.04
['19'],['24'],0.07,0.17,1.04
['24'],['18'],0.1,0.64,1.06
['18'],['24'],0.1,0.17,1.06
['32'],['18'],0.18,0.63,1.05
['18'],['32'],0.18,0.31,1.05
['26'],['28'],0.08,0.26,1.09
['28'],['26'],0.08,0.33,1.09
['26'],['11'],0.07,0.21,1.07
['11'],['26'],0.07,0.33,1.07
['49'],['18'],0.19,0.64,1.07
['18'],['49'],0.19,0.32,1.07
['18'],['19'],0.26,0.44,1.04
['19'],['18'],0.26,0.62,1.04
['21'],['14'],0.12,0.6,1.03
['14'],['21'],0.12,0.21,1.03
['34'],['30'],0.23,0.44,1.02
['30'],['34'],0.23,0.53,1.02
['1'],['18'],0.26,0.63,1.05
['18'],['1'],0.26,0.43,1.05
['1'],['26'],0.13,0.32,1.06
['26'],['1'],0.13,0.44,1.06
['49'],['28'],0.07,0.24,1.01
['28'],['49'],0.07,0.3,1.01
['21'],['30'],0.09,0.45,1.04
['30'],['21'],0.09,0.21,1.04
['26'],['14'],0.19,0.62,1.07
['14'],['26'],0.19,0.33,1.07
['3'],['4'],0.05,0.3,1.01
['4'],['3'],0.05,0.17,1.01
['4'],['5'],0.05,0.18,1.14
['5'],['4'],0.05,0.34,1.14
['1'],['5'],0.06,0.15,0.98
['5'],['1'],0.06,0.4,0.98
['32'],['4'],0.1,0.33,1.08
['4'],['32'],0.1,0.32,1.08
['5'],['30'],0.07,0.46,1.07
['30'],['5'],0.07,0.17,1.07
['4'],['37'],0.06,0.19,1.11
['37'],['4'],0.06,0.33,1.11
['30'],['31'],0.06,0.13,1.01
['31'],['30'],0.06,0.44,1.01
['4'],['30'],0.14,0.45,1.04
['30'],['4'],0.14,0.31,1.04
['1'],['3'],0.08,0.18,1.06
['3'],['1'],0.08,0.44,1.06
['1'],['37'],0.07,0.17,1.03
['37'],['1'],0.07,0.43,1.03
['1'],['31'],0.05,0.13,1.0
['31'],['1'],0.05,0.41,1.0
['1'],['4'],0.13,0.31,1.04
['4'],['1'],0.13,0.43,1.04
['34'],['5'],0.09,0.17,1.1
['5'],['34'],0.09,0.57,1.1
['5'],['14'],0.09,0.6,1.04
['14'],['5'],0.09,0.16,1.04
['34'],['31'],0.07,0.13,0.98
['31'],['34'],0.07,0.51,0.98
['14'],['31'],0.08,0.14,1.05
['31'],['14'],0.08,0.61,1.05
['16'],['18'],0.25,0.63,1.05
['18'],['16'],0.25,0.41,1.05
['16'],['24'],0.07,0.17,1.05
['24'],['16'],0.07,0.41,1.05
['16'],['11'],0.08,0.2,1.02
['11'],['16'],0.08,0.4,1.02
['16'],['21'],0.09,0.23,1.12
['21'],['16'],0.09,0.44,1.12
['30'],['15'],0.1,0.22,1.02
['15'],['30'],0.1,0.44,1.02
['32'],['46'],0.08,0.28,1.09
['46'],['32'],0.08,0.32,1.09
['1'],['15'],0.09,0.22,1.01
['15'],['1'],0.09,0.42,1.01
['4'],['38'],0.06,0.2,0.99
['38'],['4'],0.06,0.3,0.99
['38'],['30'],0.09,0.45,1.05
['30'],['38'],0.09,0.21,1.05
['4'],['46'],0.07,0.25,0.96
['46'],['4'],0.07,0.29,0.96
['4'],['15'],0.06,0.2,0.94
['15'],['4'],0.06,0.28,0.94
['21'],['46'],0.06,0.3,1.16
['46'],['21'],0.06,0.24,1.16
['46'],['15'],0.06,0.23,1.05
['15'],['46'],0.06,0.27,1.05
['32'],['15'],0.07,0.24,1.12
['15'],['32'],0.07,0.33,1.12
['44'],['30'],0.13,0.46,1.06
['30'],['44'],0.13,0.29,1.06
['46'],['38'],0.06,0.22,1.11
['38'],['46'],0.06,0.28,1.11
['32'],['44'],0.08,0.27,0.97
['44'],['32'],0.08,0.29,0.97
['44'],['21'],0.06,0.22,1.08
['21'],['44'],0.06,0.3,1.08
['44'],['38'],0.06,0.21,1.03
['38'],['44'],0.06,0.28,1.03
['1'],['44'],0.11,0.27,0.99
['44'],['1'],0.11,0.41,0.99
['4'],['44'],0.09,0.28,1.03
['44'],['4'],0.09,0.31,1.03
['44'],['46'],0.07,0.26,1.0
['46'],['44'],0.07,0.27,1.0
['32'],['38'],0.06,0.19,0.96
['38'],['32'],0.06,0.28,0.96
['44'],['15'],0.06,0.21,0.98
['15'],['44'],0.06,0.27,0.98
['4'],['21'],0.06,0.21,1.01
['21'],['4'],0.06,0.3,1.01
['1'],['46'],0.1,0.25,0.98
['46'],['1'],0.1,0.4,0.98
['46'],['30'],0.12,0.48,1.12
['30'],['46'],0.12,0.29,1.12
['0'],['18'],0.13,0.6,1.0
['18'],['0'],0.13,0.21,1.0
['16'],['39'],0.1,0.24,1.03
['39'],['16'],0.1,0.41,1.03
['16'],['47'],0.05,0.13,0.94
['47'],['16'],0.05,0.37,0.94
['18'],['47'],0.09,0.15,1.07
['47'],['18'],0.09,0.64,1.07
['0'],['39'],0.05,0.26,1.09
['39'],['0'],0.05,0.23,1.09
['18'],['39'],0.15,0.24,1.03
['39'],['18'],0.15,0.62,1.03
['16'],['0'],0.09,0.22,1.02
['0'],['16'],0.09,0.4,1.02
['34'],['13'],0.05,0.11,1.13
['13'],['34'],0.05,0.58,1.13
['19'],['31'],0.06,0.14,1.05
['31'],['19'],0.06,0.45,1.05
['33'],['19'],0.05,0.44,1.04
['19'],['33'],0.05,0.12,1.04
['33'],['18'],0.07,0.6,1.0
['18'],['33'],0.07,0.12,1.0
['19'],['20'],0.08,0.19,1.12
['20'],['19'],0.08,0.48,1.12
['26'],['46'],0.08,0.27,1.05
['46'],['26'],0.08,0.32,1.05
['19'],['46'],0.11,0.25,0.98
['46'],['19'],0.11,0.42,0.98
['18'],['13'],0.06,0.1,1.05
['13'],['18'],0.06,0.63,1.05
['34'],['20'],0.09,0.18,1.05
['20'],['34'],0.09,0.55,1.05
['34'],['46'],0.14,0.27,1.04
['46'],['34'],0.14,0.54,1.04
['26'],['20'],0.05,0.17,0.99
['20'],['26'],0.05,0.3,0.99
['18'],['20'],0.11,0.19,1.07
['20'],['18'],0.11,0.64,1.07
['18'],['46'],0.15,0.25,0.97
['46'],['18'],0.15,0.58,0.97
['33'],['34'],0.06,0.55,1.07
['34'],['33'],0.06,0.12,1.07
['18'],['31'],0.08,0.13,1.03
['31'],['18'],0.08,0.62,1.03
['34'],['12'],0.16,0.3,1.06
['12'],['34'],0.16,0.55,1.06
['35'],['30'],0.06,0.41,0.95
['30'],['35'],0.06,0.14,0.95
['29'],['6'],0.09,0.45,1.12
['6'],['29'],0.09,0.22,1.12
['12'],['30'],0.14,0.49,1.13
['30'],['12'],0.14,0.32,1.13
['34'],['35'],0.08,0.15,1.04
['35'],['34'],0.08,0.54,1.04
['12'],['29'],0.06,0.2,1.04
['29'],['12'],0.06,0.3,1.04
['26'],['6'],0.12,0.4,0.98
['6'],['26'],0.12,0.3,0.98
['11'],['12'],0.06,0.3,1.05
['12'],['11'],0.06,0.21,1.05
['29'],['30'],0.09,0.45,1.03
['30'],['29'],0.09,0.2,1.03
['26'],['29'],0.06,0.21,1.07
['29'],['26'],0.06,0.33,1.07
['30'],['6'],0.18,0.41,1.02
['6'],['30'],0.18,0.44,1.02
['35'],['6'],0.06,0.42,1.04
['6'],['35'],0.06,0.15,1.04
['26'],['12'],0.09,0.3,1.06
['12'],['26'],0.09,0.32,1.06
['11'],['6'],0.09,0.46,1.16
['6'],['11'],0.09,0.23,1.16
['34'],['29'],0.11,0.22,1.1
['29'],['34'],0.11,0.57,1.1
['12'],['6'],0.12,0.41,1.02
['6'],['12'],0.12,0.29,1.02
['34'],['6'],0.22,0.43,1.08
['6'],['34'],0.22,0.56,1.08
['19'],['6'],0.18,0.43,1.08
['6'],['19'],0.18,0.46,1.08
['18'],['6'],0.25,0.41,1.03
['6'],['18'],0.25,0.62,1.03
['32'],['6'],0.12,0.41,1.01
['6'],['32'],0.12,0.3,1.01
['1'],['6'],0.18,0.44,1.1
['6'],['1'],0.18,0.45,1.1
['48'],['1'],0.14,0.4,0.97
['1'],['48'],0.14,0.34,0.97
['26'],['38'],0.06,0.19,0.91
['38'],['26'],0.06,0.28,0.91
['26'],['15'],0.08,0.27,1.26
['15'],['26'],0.08,0.38,1.26
['19'],['15'],0.1,0.23,1.06
['15'],['19'],0.1,0.45,1.06
['28'],['46'],0.07,0.28,1.09
['46'],['28'],0.07,0.26,1.09
['19'],['38'],0.09,0.22,1.09
['38'],['19'],0.09,0.46,1.09
['18'],['38'],0.13,0.21,1.04
['38'],['18'],0.13,0.62,1.04
['28'],['15'],0.06,0.24,1.09
['15'],['28'],0.06,0.26,1.09
['48'],['26'],0.12,0.33,1.08
['26'],['48'],0.12,0.38,1.08
['48'],['38'],0.08,0.22,1.07
['38'],['48'],0.08,0.38,1.07
['48'],['15'],0.08,0.22,1.02
['15'],['48'],0.08,0.36,1.02
['48'],['21'],0.08,0.21,1.04
['21'],['48'],0.08,0.37,1.04
['48'],['24'],0.06,0.16,1.02
['24'],['48'],0.06,0.36,1.02
['48'],['18'],0.21,0.6,1.0
['18'],['48'],0.21,0.35,1.0
['18'],['15'],0.13,0.22,1.0
['15'],['18'],0.13,0.6,1.0
['48'],['46'],0.1,0.28,1.08
['46'],['48'],0.1,0.38,1.08
['28'],['38'],0.05,0.23,1.12
['38'],['28'],0.05,0.27,1.12
['18'],['2'],0.13,0.22,1.04
['2'],['18'],0.13,0.63,1.04
['2'],['14'],0.14,0.64,1.11
['14'],['2'],0.14,0.24,1.11
['48'],['2'],0.09,0.24,1.13
['2'],['48'],0.09,0.4,1.13
['0'],['30'],0.1,0.48,1.11
['30'],['0'],0.1,0.24,1.11
['26'],['2'],0.06,0.2,0.95
['2'],['26'],0.06,0.29,0.95
['0'],['14'],0.13,0.6,1.04
['14'],['0'],0.13,0.22,1.04
['2'],['30'],0.09,0.42,0.98
['30'],['2'],0.09,0.21,0.98
['48'],['0'],0.08,0.22,1.03
['0'],['48'],0.08,0.36,1.03
['0'],['26'],0.07,0.32,1.06
['26'],['0'],0.07,0.23,1.06
['0'],['1'],0.09,0.43,1.04
['1'],['0'],0.09,0.22,1.04
['1'],['2'],0.09,0.23,1.05
['2'],['1'],0.09,0.43,1.05
['33'],['30'],0.05,0.48,1.1
['30'],['33'],0.05,0.13,1.1
['49'],['39'],0.07,0.24,1.02
['39'],['49'],0.07,0.3,1.02
['49'],['46'],0.08,0.28,1.1
['46'],['49'],0.08,0.33,1.1
['46'],['6'],0.1,0.4,0.99
['6'],['46'],0.1,0.26,0.99
['42'],['6'],0.1,0.42,1.04
['6'],['42'],0.1,0.25,1.04
['42'],['18'],0.15,0.62,1.04
['18'],['42'],0.15,0.25,1.04
['12'],['14'],0.17,0.61,1.07
['14'],['12'],0.17,0.3,1.07
['42'],['12'],0.07,0.31,1.09
['12'],['42'],0.07,0.26,1.09
['42'],['34'],0.13,0.56,1.08
['34'],['42'],0.13,0.26,1.08
['16'],['12'],0.11,0.29,1.03
['12'],['16'],0.11,0.4,1.03
['16'],['15'],0.09,0.24,1.1
['15'],['16'],0.09,0.43,1.1
['34'],['15'],0.12,0.23,1.07
['15'],['34'],0.12,0.55,1.07
['12'],['39'],0.08,0.27,1.12
['39'],['12'],0.08,0.32,1.12
['16'],['49'],0.13,0.32,1.08
['49'],['16'],0.13,0.43,1.08
['41'],['6'],0.07,0.46,1.14
['6'],['41'],0.07,0.17,1.14
['41'],['14'],0.08,0.57,0.99
['14'],['41'],0.08,0.15,0.99
['14'],['39'],0.14,0.25,1.04
['39'],['14'],0.14,0.6,1.04
['16'],['41'],0.06,0.15,1.01
['41'],['16'],0.06,0.4,1.01
['49'],['6'],0.13,0.43,1.07
['6'],['49'],0.13,0.32,1.07
['42'],['11'],0.05,0.22,1.09
['11'],['42'],0.05,0.26,1.09
['42'],['39'],0.07,0.27,1.16
['39'],['42'],0.07,0.28,1.16
['33'],['14'],0.07,0.62,1.07
['14'],['33'],0.07,0.12,1.07
['34'],['39'],0.13,0.25,1.07
['39'],['34'],0.13,0.55,1.07
['6'],['15'],0.09,0.23,1.07
['15'],['6'],0.09,0.43,1.07
['16'],['46'],0.11,0.27,1.04
['46'],['16'],0.11,0.41,1.04
['42'],['46'],0.07,0.27,1.07
['46'],['42'],0.07,0.25,1.07
['41'],['34'],0.08,0.55,1.06
['34'],['41'],0.08,0.15,1.06
['39'],['15'],0.05,0.22,1.03
['15'],['39'],0.05,0.24,1.03
['14'],['6'],0.24,0.42,1.06
['6'],['14'],0.24,0.61,1.06
['46'],['14'],0.15,0.59,1.03
['14'],['46'],0.15,0.26,1.03
['11'],['39'],0.06,0.28,1.18
['39'],['11'],0.06,0.24,1.18
['49'],['42'],0.07,0.24,1.0
['42'],['49'],0.07,0.3,1.0
['11'],['15'],0.06,0.28,1.3
['15'],['11'],0.06,0.26,1.3
['12'],['15'],0.07,0.24,1.1
['15'],['12'],0.07,0.31,1.1
['49'],['15'],0.07,0.23,1.08
['15'],['49'],0.07,0.32,1.08
['12'],['46'],0.07,0.26,1.02
['46'],['12'],0.07,0.29,1.02
['18'],['12'],0.18,0.31,1.08
['12'],['18'],0.18,0.64,1.08
['41'],['18'],0.09,0.62,1.04
['18'],['41'],0.09,0.15,1.04
['46'],['39'],0.06,0.23,0.98
['39'],['46'],0.06,0.25,0.98
['42'],['15'],0.05,0.22,0.99
['15'],['42'],0.05,0.24,0.99
['14'],['15'],0.13,0.22,1.0
['15'],['14'],0.13,0.58,1.0
['11'],['46'],0.06,0.29,1.12
['46'],['11'],0.06,0.22,1.12
['16'],['6'],0.16,0.4,1.0
['6'],['16'],0.16,0.39,1.0
['6'],['39'],0.1,0.24,1.0
['39'],['6'],0.1,0.4,1.0
['49'],['12'],0.09,0.31,1.09
['12'],['49'],0.09,0.33,1.09
['28'],['12'],0.08,0.33,1.15
['12'],['28'],0.08,0.27,1.15
['49'],['38'],0.07,0.22,1.07
['38'],['49'],0.07,0.32,1.07
['12'],['38'],0.07,0.23,1.14
['38'],['12'],0.07,0.32,1.14
['30'],['39'],0.11,0.25,1.06
['39'],['30'],0.11,0.46,1.06
['1'],['39'],0.11,0.26,1.09
['39'],['1'],0.11,0.45,1.09
['16'],['4'],0.12,0.31,1.02
['4'],['16'],0.12,0.4,1.02
['49'],['4'],0.1,0.33,1.11
['4'],['49'],0.1,0.33,1.11
['4'],['39'],0.07,0.25,1.06
['39'],['4'],0.07,0.32,1.06
['16'],['26'],0.13,0.32,1.06
['26'],['16'],0.13,0.42,1.06
['43'],['14'],0.08,0.6,1.03
['14'],['43'],0.08,0.14,1.03
['43'],['30'],0.06,0.47,1.08
['30'],['43'],0.06,0.15,1.08
['1'],['43'],0.06,0.14,1.02
['43'],['1'],0.06,0.42,1.02
['43'],['6'],0.06,0.43,1.08
['6'],['43'],0.06,0.15,1.08
['16'],['43'],0.06,0.16,1.15
['43'],['16'],0.06,0.45,1.15
['0'],['19'],0.09,0.43,1.01
['19'],['0'],0.09,0.21,1.01
['43'],['19'],0.06,0.42,0.98
['19'],['43'],0.06,0.14,0.98
['26'],['3'],0.05,0.18,1.03
['3'],['26'],0.05,0.32,1.03
['3'],['6'],0.08,0.45,1.11
['6'],['3'],0.08,0.19,1.11
['0'],['6'],0.09,0.43,1.07
['6'],['0'],0.09,0.23,1.07
['32'],['29'],0.06,0.19,0.99
['29'],['32'],0.06,0.29,0.99
['1'],['41'],0.06,0.14,0.98
['41'],['1'],0.06,0.4,0.98
['28'],['6'],0.1,0.43,1.06
['6'],['28'],0.1,0.25,1.06
['1'],['29'],0.08,0.2,1.03
['29'],['1'],0.08,0.43,1.03
['0'],['44'],0.06,0.3,1.1
['44'],['0'],0.06,0.23,1.1
['26'],['39'],0.07,0.22,0.93
['39'],['26'],0.07,0.28,0.93
['48'],['39'],0.08,0.23,0.98
['39'],['48'],0.08,0.34,0.98
['20'],['6'],0.07,0.4,1.01
['6'],['20'],0.07,0.17,1.01
['44'],['39'],0.07,0.26,1.11
['39'],['44'],0.07,0.3,1.11
['28'],['44'],0.07,0.28,1.02
['44'],['28'],0.07,0.24,1.02
['20'],['12'],0.05,0.31,1.08
['12'],['20'],0.05,0.19,1.08
['48'],['34'],0.19,0.53,1.02
['34'],['48'],0.19,0.36,1.02
['34'],['44'],0.15,0.29,1.04
['44'],['34'],0.15,0.54,1.04
['0'],['34'],0.11,0.54,1.04
['34'],['0'],0.11,0.22,1.04
['0'],['12'],0.07,0.32,1.13
['12'],['0'],0.07,0.24,1.13
['19'],['39'],0.1,0.24,1.01
['39'],['19'],0.1,0.43,1.01
['16'],['44'],0.11,0.28,1.03
['44'],['16'],0.11,0.41,1.03
['0'],['28'],0.05,0.24,1.03
['28'],['0'],0.05,0.22,1.03
['16'],['20'],0.07,0.18,1.03
['20'],['16'],0.07,0.41,1.03
['20'],['30'],0.08,0.45,1.05
['30'],['20'],0.08,0.18,1.05
['44'],['12'],0.07,0.26,0.93
['12'],['44'],0.07,0.25,0.93
['6'],['31'],0.06,0.14,1.07
['31'],['6'],0.06,0.43,1.07
['48'],['6'],0.15,0.42,1.03
['6'],['48'],0.15,0.36,1.03
['20'],['14'],0.1,0.57,0.99
['14'],['20'],0.1,0.17,0.99
['28'],['39'],0.06,0.23,0.99
['39'],['28'],0.06,0.24,0.99
['16'],['31'],0.05,0.13,1.05
['31'],['16'],0.05,0.41,1.05
['48'],['12'],0.1,0.29,1.03
['12'],['48'],0.1,0.36,1.03
['44'],['6'],0.11,0.42,1.04
['6'],['44'],0.11,0.29,1.04
['19'],['12'],0.12,0.29,1.02
['12'],['19'],0.12,0.43,1.02
['44'],['20'],0.05,0.2,1.16
['20'],['44'],0.05,0.32,1.16
['18'],['44'],0.17,0.29,1.04
['44'],['18'],0.17,0.62,1.04
['26'],['44'],0.1,0.32,1.16
['44'],['26'],0.1,0.36,1.16
['44'],['14'],0.17,0.61,1.05
['14'],['44'],0.17,0.29,1.05
['48'],['20'],0.06,0.16,0.92
['20'],['48'],0.06,0.32,0.92
['13'],['14'],0.05,0.57,1.0
['14'],['13'],0.05,0.09,1.0
['48'],['44'],0.09,0.27,0.98
['44'],['48'],0.09,0.35,0.98
['19'],['44'],0.12,0.28,1.03
['44'],['19'],0.12,0.44,1.03
['18'],['5'],0.11,0.18,1.12
['5'],['18'],0.11,0.67,1.12
['19'],['5'],0.07,0.17,1.06
['5'],['19'],0.07,0.45,1.06
['37'],['6'],0.07,0.4,0.99
['6'],['37'],0.07,0.17,0.99
['34'],['37'],0.1,0.19,1.13
['37'],['34'],0.1,0.58,1.13
['5'],['6'],0.07,0.46,1.13
['6'],['5'],0.07,0.18,1.13
['38'],['6'],0.09,0.43,1.08
['6'],['38'],0.09,0.22,1.08
['16'],['5'],0.06,0.16,1.03
['5'],['16'],0.06,0.4,1.03
['18'],['3'],0.11,0.19,1.07
['3'],['18'],0.11,0.64,1.07
['34'],['3'],0.1,0.18,1.06
['3'],['34'],0.1,0.55,1.06
['18'],['37'],0.1,0.17,1.01
['37'],['18'],0.1,0.61,1.01
['2'],['4'],0.06,0.29,0.95
['4'],['2'],0.06,0.2,0.95
['49'],['5'],0.05,0.18,1.12
['5'],['49'],0.05,0.34,1.12
['32'],['12'],0.09,0.3,1.05
['12'],['32'],0.09,0.31,1.05
['32'],['39'],0.07,0.24,1.02
['39'],['32'],0.07,0.3,1.02
['29'],['14'],0.12,0.6,1.04
['14'],['29'],0.12,0.2,1.04
['2'],['39'],0.05,0.24,1.03
['39'],['2'],0.05,0.22,1.03
['32'],['2'],0.07,0.25,1.16
['2'],['32'],0.07,0.34,1.16
['49'],['2'],0.07,0.22,1.04
['2'],['49'],0.07,0.31,1.04
['4'],['12'],0.09,0.3,1.06
['12'],['4'],0.09,0.32,1.06
['16'],['29'],0.08,0.21,1.05
['29'],['16'],0.08,0.42,1.05
['2'],['12'],0.06,0.28,0.99
['12'],['2'],0.06,0.21,0.99
['26'],['4'],0.1,0.32,1.06
['4'],['26'],0.1,0.32,1.06
['1'],['12'],0.13,0.31,1.09
['12'],['1'],0.13,0.45,1.09
['4'],['14'],0.17,0.57,0.99
['14'],['4'],0.17,0.3,0.99
['26'],['5'],0.05,0.17,1.06
['5'],['26'],0.05,0.32,1.06
['18'],['29'],0.12,0.2,1.0
['29'],['18'],0.12,0.6,1.0
