antecedent,consequent,support,confidence,lift
['26'],['30'],0.06,0.33,1.23
['30'],['26'],0.06,0.22,1.23
['30'],['6'],0.07,0.25,1.05
['6'],['30'],0.07,0.28,1.05
['34'],['6'],0.09,0.27,1.11
['6'],['34'],0.09,0.37,1.11
['42'],['18'],0.05,0.36,0.95
['18'],['42'],0.05,0.14,0.95
['4'],['14'],0.05,0.34,0.89
['14'],['4'],0.05,0.14,0.89
['18'],['4'],0.06,0.16,1.01
['4'],['18'],0.06,0.38,1.01
['48'],['19'],0.06,0.28,1.07
['19'],['48'],0.06,0.23,1.07
['48'],['18'],0.08,0.37,0.97
['18'],['48'],0.08,0.21,0.97
['1'],['34'],0.09,0.36,1.07
['34'],['1'],0.09,0.27,1.07
['19'],['6'],0.07,0.27,1.1
['6'],['19'],0.07,0.29,1.1
['18'],['6'],0.1,0.27,1.11
['6'],['18'],0.1,0.42,1.11
['18'],['12'],0.07,0.18,1.09
['12'],['18'],0.07,0.41,1.09
['18'],['46'],0.06,0.16,1.07
['46'],['18'],0.06,0.41,1.07
['14'],['39'],0.06,0.15,1.06
['39'],['14'],0.06,0.41,1.06
['14'],['6'],0.1,0.25,1.03
['6'],['14'],0.1,0.4,1.03
['1'],['19'],0.06,0.24,0.95
['19'],['1'],0.06,0.24,0.95
['16'],['1'],0.06,0.25,1.01
['1'],['16'],0.06,0.25,1.01
['16'],['19'],0.06,0.25,0.96
['19'],['16'],0.06,0.24,0.96
['1'],['6'],0.07,0.26,1.09
['6'],['1'],0.07,0.27,1.09
['16'],['30'],0.06,0.26,0.98
['30'],['16'],0.06,0.24,0.98
['16'],['6'],0.06,0.23,0.95
['6'],['16'],0.06,0.24,0.95
['12'],['14'],0.07,0.42,1.09
['14'],['12'],0.07,0.18,1.09
['16'],['26'],0.06,0.23,1.24
['26'],['16'],0.06,0.31,1.24
['2'],['14'],0.05,0.41,1.07
['14'],['2'],0.05,0.13,1.07
['26'],['19'],0.05,0.29,1.11
['19'],['26'],0.05,0.2,1.11
['48'],['34'],0.07,0.31,0.95
['34'],['48'],0.07,0.21,0.95
['34'],['39'],0.05,0.15,1.1
['39'],['34'],0.05,0.36,1.1
['48'],['1'],0.05,0.24,0.94
['1'],['48'],0.05,0.21,0.94
['42'],['34'],0.05,0.38,1.14
['34'],['42'],0.05,0.16,1.14
['34'],['4'],0.05,0.15,0.95
['4'],['34'],0.05,0.31,0.95
['18'],"['34', '14']",0.06,0.16,1.2
['34'],"['18', '14']",0.06,0.18,1.15
['14'],"['18', '34']",0.06,0.16,1.2
"['18', '34']",['14'],0.06,0.46,1.2
"['18', '14']",['34'],0.06,0.38,1.15
"['34', '14']",['18'],0.06,0.45,1.2
