antecedent,consequent,support,confidence,lift
['26'],['1'],0.07,0.3,0.96
['11'],['14'],0.07,0.48,1.04
['14'],['11'],0.07,0.15,1.04
['18'],['5'],0.06,0.12,1.06
['5'],['18'],0.06,0.5,1.06
['34'],['5'],0.05,0.13,1.14
['5'],['34'],0.05,0.45,1.14
['18'],['11'],0.08,0.16,1.12
['11'],['18'],0.08,0.53,1.12
['49'],['14'],0.1,0.49,1.06
['14'],['49'],0.1,0.23,1.06
['18'],['30'],0.17,0.36,1.08
['30'],['18'],0.17,0.51,1.08
['18'],['34'],0.2,0.43,1.09
['34'],['18'],0.2,0.51,1.09
['34'],['19'],0.14,0.35,1.09
['19'],['34'],0.14,0.43,1.09
['49'],['19'],0.07,0.34,1.05
['19'],['49'],0.07,0.23,1.05
['49'],['30'],0.07,0.33,1.0
['30'],['49'],0.07,0.21,1.0
['5'],['14'],0.06,0.55,1.19
['14'],['5'],0.06,0.14,1.19
['32'],['34'],0.09,0.4,1.02
['34'],['32'],0.09,0.23,1.02
['11'],['19'],0.05,0.37,1.15
['19'],['11'],0.05,0.17,1.15
['32'],['49'],0.06,0.25,1.14
['49'],['32'],0.06,0.26,1.14
['34'],['11'],0.06,0.16,1.07
['11'],['34'],0.06,0.42,1.07
['49'],['34'],0.09,0.41,1.04
['34'],['49'],0.09,0.22,1.04
['34'],['14'],0.19,0.48,1.03
['14'],['34'],0.19,0.41,1.03
['32'],['18'],0.11,0.49,1.04
['18'],['32'],0.11,0.24,1.04
['49'],['18'],0.1,0.48,1.01
['18'],['49'],0.1,0.22,1.01
['18'],['19'],0.17,0.36,1.1
['19'],['18'],0.17,0.52,1.1
['34'],['30'],0.14,0.36,1.09
['30'],['34'],0.14,0.43,1.09
['1'],['30'],0.11,0.35,1.07
['30'],['1'],0.11,0.33,1.07
['4'],['14'],0.1,0.46,1.0
['14'],['4'],0.1,0.21,1.0
['4'],['30'],0.08,0.36,1.1
['30'],['4'],0.08,0.23,1.1
['1'],['14'],0.15,0.48,1.04
['14'],['1'],0.15,0.32,1.04
['1'],['4'],0.08,0.25,1.16
['4'],['1'],0.08,0.36,1.16
['34'],['21'],0.06,0.15,1.01
['21'],['34'],0.06,0.4,1.01
['34'],['28'],0.08,0.2,1.13
['28'],['34'],0.08,0.45,1.13
['21'],['30'],0.05,0.34,1.04
['30'],['21'],0.05,0.15,1.04
['0'],['18'],0.08,0.51,1.09
['18'],['0'],0.08,0.17,1.09
['24'],['14'],0.05,0.5,1.08
['14'],['24'],0.05,0.12,1.08
['16'],['18'],0.15,0.5,1.06
['18'],['16'],0.15,0.33,1.06
['0'],['14'],0.08,0.5,1.08
['14'],['0'],0.08,0.17,1.08
['16'],['0'],0.05,0.17,1.05
['0'],['16'],0.05,0.32,1.05
['21'],['14'],0.07,0.48,1.04
['14'],['21'],0.07,0.15,1.04
['30'],['15'],0.06,0.17,1.07
['15'],['30'],0.06,0.35,1.07
['32'],['4'],0.05,0.23,1.1
['4'],['32'],0.05,0.25,1.1
['44'],['30'],0.07,0.35,1.07
['30'],['44'],0.07,0.21,1.07
['30'],['39'],0.07,0.2,1.09
['39'],['30'],0.07,0.36,1.09
['1'],['39'],0.07,0.22,1.18
['39'],['1'],0.07,0.36,1.18
['16'],['39'],0.07,0.21,1.16
['39'],['16'],0.07,0.36,1.16
['16'],['1'],0.1,0.32,1.05
['1'],['16'],0.1,0.32,1.05
['14'],['47'],0.05,0.11,1.1
['47'],['14'],0.05,0.51,1.1
['16'],['46'],0.06,0.21,1.07
['46'],['16'],0.06,0.33,1.07
['46'],['14'],0.09,0.46,1.0
['14'],['46'],0.09,0.2,1.0
['18'],['46'],0.09,0.2,1.0
['46'],['18'],0.09,0.47,1.0
['1'],['46'],0.06,0.18,0.92
['46'],['1'],0.06,0.28,0.92
['46'],['30'],0.07,0.36,1.1
['30'],['46'],0.07,0.21,1.1
['19'],['46'],0.06,0.19,0.97
['46'],['19'],0.06,0.31,0.97
['26'],['34'],0.09,0.38,0.97
['34'],['26'],0.09,0.22,0.97
['34'],['20'],0.05,0.13,1.09
['20'],['34'],0.05,0.43,1.09
['34'],['46'],0.08,0.2,1.01
['46'],['34'],0.08,0.4,1.01
['26'],['19'],0.08,0.33,1.02
['19'],['26'],0.08,0.23,1.02
['18'],['20'],0.06,0.13,1.06
['20'],['18'],0.06,0.5,1.06
['34'],['12'],0.08,0.2,1.05
['12'],['34'],0.08,0.41,1.05
['42'],['6'],0.06,0.33,1.11
['6'],['42'],0.06,0.19,1.11
['42'],['18'],0.08,0.46,0.98
['18'],['42'],0.08,0.17,0.98
['19'],['6'],0.11,0.34,1.13
['6'],['19'],0.11,0.36,1.13
['42'],['34'],0.07,0.43,1.09
['34'],['42'],0.07,0.19,1.09
['29'],['6'],0.05,0.36,1.19
['6'],['29'],0.05,0.17,1.19
['12'],['30'],0.07,0.34,1.03
['30'],['12'],0.07,0.2,1.03
['26'],['30'],0.08,0.36,1.08
['30'],['26'],0.08,0.25,1.08
['26'],['6'],0.08,0.33,1.12
['6'],['26'],0.08,0.26,1.12
['30'],['6'],0.1,0.3,0.99
['6'],['30'],0.1,0.33,0.99
['18'],['35'],0.05,0.11,1.02
['35'],['18'],0.05,0.48,1.02
['18'],['6'],0.15,0.32,1.07
['6'],['18'],0.15,0.5,1.07
['19'],['12'],0.06,0.2,1.04
['12'],['19'],0.06,0.34,1.04
['18'],['29'],0.07,0.14,0.97
['29'],['18'],0.07,0.46,0.97
['34'],['29'],0.06,0.15,1.03
['29'],['34'],0.06,0.41,1.03
['12'],['6'],0.06,0.31,1.03
['6'],['12'],0.06,0.2,1.03
['34'],['6'],0.12,0.31,1.05
['6'],['34'],0.12,0.41,1.05
['32'],['46'],0.05,0.22,1.15
['46'],['32'],0.05,0.26,1.15
['48'],['4'],0.06,0.22,1.03
['4'],['48'],0.06,0.27,1.03
['48'],['46'],0.06,0.22,1.11
['46'],['48'],0.06,0.29,1.11
['19'],['15'],0.06,0.17,1.09
['15'],['19'],0.06,0.35,1.09
['19'],['38'],0.06,0.18,1.22
['38'],['19'],0.06,0.4,1.22
['18'],['15'],0.08,0.16,1.03
['15'],['18'],0.08,0.48,1.03
['16'],['26'],0.07,0.23,0.99
['26'],['16'],0.07,0.3,0.99
['32'],['26'],0.06,0.25,1.08
['26'],['32'],0.06,0.24,1.08
['32'],['1'],0.07,0.31,1.01
['1'],['32'],0.07,0.23,1.01
['48'],['26'],0.06,0.24,1.06
['26'],['48'],0.06,0.28,1.06
['48'],['18'],0.12,0.47,1.0
['18'],['48'],0.12,0.26,1.0
['26'],['14'],0.12,0.5,1.1
['14'],['26'],0.12,0.25,1.1
['48'],['1'],0.08,0.3,0.98
['1'],['48'],0.08,0.26,0.98
['1'],['49'],0.06,0.21,0.97
['49'],['1'],0.06,0.3,0.97
['48'],['49'],0.07,0.25,1.18
['49'],['48'],0.07,0.31,1.18
['48'],['34'],0.11,0.42,1.07
['34'],['48'],0.11,0.28,1.07
['16'],['34'],0.12,0.4,1.02
['34'],['16'],0.12,0.31,1.02
['16'],['12'],0.06,0.2,1.04
['12'],['16'],0.06,0.32,1.04
['16'],['49'],0.07,0.23,1.07
['49'],['16'],0.07,0.33,1.07
['34'],['4'],0.09,0.23,1.09
['4'],['34'],0.09,0.43,1.09
['16'],['4'],0.07,0.22,1.04
['4'],['16'],0.07,0.32,1.04
['1'],['34'],0.13,0.41,1.05
['34'],['1'],0.13,0.32,1.05
['1'],['12'],0.07,0.21,1.11
['12'],['1'],0.07,0.34,1.11
['49'],['26'],0.05,0.24,1.03
['26'],['49'],0.05,0.22,1.03
['46'],['6'],0.06,0.29,0.98
['6'],['46'],0.06,0.19,0.98
['49'],['6'],0.07,0.32,1.08
['6'],['49'],0.07,0.23,1.08
['14'],['6'],0.15,0.33,1.11
['6'],['14'],0.15,0.51,1.11
['18'],['4'],0.1,0.22,1.02
['4'],['18'],0.1,0.48,1.02
['1'],['19'],0.1,0.32,0.98
['19'],['1'],0.1,0.3,0.98
['0'],['19'],0.05,0.34,1.05
['19'],['0'],0.05,0.17,1.05
['32'],['6'],0.07,0.31,1.04
['6'],['32'],0.07,0.23,1.04
['28'],['6'],0.06,0.33,1.11
['6'],['28'],0.06,0.2,1.11
['29'],['14'],0.07,0.48,1.04
['14'],['29'],0.07,0.15,1.04
['38'],['30'],0.05,0.35,1.05
['30'],['38'],0.05,0.15,1.05
['0'],['30'],0.06,0.37,1.13
['30'],['0'],0.06,0.18,1.13
['38'],['6'],0.05,0.35,1.16
['6'],['38'],0.05,0.17,1.16
['48'],['6'],0.08,0.31,1.05
['6'],['48'],0.08,0.28,1.05
['20'],['14'],0.06,0.5,1.08
['14'],['20'],0.06,0.13,1.08
['1'],['6'],0.1,0.33,1.11
['6'],['1'],0.1,0.34,1.11
['16'],['6'],0.09,0.3,0.99
['6'],['16'],0.09,0.3,0.99
['34'],['38'],0.06,0.14,0.99
['38'],['34'],0.06,0.39,0.99
['1'],['42'],0.06,0.18,1.04
['42'],['1'],0.06,0.32,1.04
['18'],['2'],0.08,0.16,1.03
['2'],['18'],0.08,0.48,1.03
['2'],['14'],0.07,0.47,1.03
['14'],['2'],0.07,0.16,1.03
['0'],['34'],0.06,0.4,1.03
['34'],['0'],0.06,0.16,1.03
['2'],['19'],0.05,0.35,1.09
['19'],['2'],0.05,0.17,1.09
['34'],['2'],0.07,0.18,1.16
['2'],['34'],0.07,0.46,1.16
['34'],['37'],0.06,0.15,1.16
['37'],['34'],0.06,0.45,1.16
['34'],['3'],0.05,0.14,1.13
['3'],['34'],0.05,0.44,1.13
['4'],['6'],0.07,0.31,1.05
['6'],['4'],0.07,0.22,1.05
['6'],['15'],0.05,0.17,1.1
['15'],['6'],0.05,0.33,1.1
['19'],['39'],0.06,0.19,1.04
['39'],['19'],0.06,0.34,1.04
['34'],['39'],0.07,0.19,1.01
['39'],['34'],0.07,0.4,1.01
['18'],['3'],0.06,0.12,0.97
['3'],['18'],0.06,0.45,0.97
['1'],['44'],0.06,0.19,0.95
['44'],['1'],0.06,0.29,0.95
['18'],['44'],0.1,0.2,1.04
['44'],['18'],0.1,0.49,1.04
['1'],['2'],0.05,0.17,1.09
['2'],['1'],0.05,0.33,1.09
['21'],['6'],0.05,0.36,1.19
['6'],['21'],0.05,0.17,1.19
['6'],['39'],0.06,0.21,1.14
['39'],['6'],0.06,0.34,1.14
['18'],['43'],0.05,0.11,1.08
['43'],['18'],0.05,0.51,1.08
['16'],['44'],0.06,0.2,1.02
['44'],['16'],0.06,0.31,1.02
['1'],['15'],0.05,0.17,1.11
['15'],['1'],0.05,0.34,1.11
['16'],['15'],0.05,0.18,1.12
['15'],['16'],0.05,0.34,1.12
['14'],['15'],0.08,0.16,1.05
['15'],['14'],0.08,0.48,1.05
['34'],['44'],0.09,0.22,1.11
['44'],['34'],0.09,0.43,1.11
['43'],['14'],0.05,0.49,1.06
['14'],['43'],0.05,0.11,1.06
['44'],['14'],0.1,0.5,1.09
['14'],['44'],0.1,0.21,1.09
['48'],['44'],0.05,0.2,1.04
['44'],['48'],0.05,0.27,1.04
['19'],['44'],0.07,0.22,1.12
['44'],['19'],0.07,0.36,1.12
['18'],['37'],0.06,0.13,1.01
['37'],['18'],0.06,0.48,1.01
['44'],['6'],0.06,0.32,1.08
['6'],['44'],0.06,0.21,1.08
['19'],['4'],0.08,0.24,1.12
['4'],['19'],0.08,0.36,1.12
['34'],['15'],0.06,0.16,0.99
['15'],['34'],0.06,0.39,0.99
['16'],"['19', '14']",0.06,0.18,1.15
['19'],"['16', '14']",0.06,0.17,1.11
['14'],"['16', '19']",0.06,0.12,1.22
"['16', '19']",['14'],0.06,0.56,1.22
"['16', '14']",['19'],0.06,0.36,1.11
"['19', '14']",['16'],0.06,0.35,1.15
['16'],"['30', '14']",0.06,0.18,1.13
['30'],"['16', '14']",0.06,0.17,1.08
['14'],"['16', '30']",0.06,0.12,1.2
"['16', '30']",['14'],0.06,0.55,1.2
"['16', '14']",['30'],0.06,0.36,1.08
"['30', '14']",['16'],0.06,0.35,1.13
['19'],"['14', '30']",0.06,0.18,1.15
['14'],"['19', '30']",0.06,0.13,1.11
['30'],"['19', '14']",0.06,0.18,1.14
"['19', '14']",['30'],0.06,0.38,1.14
"['19', '30']",['14'],0.06,0.51,1.11
"['14', '30']",['19'],0.06,0.37,1.15
['18'],"['14', '39']",0.05,0.11,1.14
['14'],"['18', '39']",0.05,0.11,1.22
['39'],"['18', '14']",0.05,0.28,1.19
"['18', '14']",['39'],0.05,0.22,1.19
"['18', '39']",['14'],0.05,0.56,1.22
"['14', '39']",['18'],0.05,0.53,1.14
['18'],"['12', '14']",0.05,0.12,1.17
['12'],"['18', '14']",0.05,0.28,1.21
['14'],"['18', '12']",0.05,0.12,1.26
"['18', '12']",['14'],0.05,0.58,1.26
"['18', '14']",['12'],0.05,0.23,1.21
"['12', '14']",['18'],0.05,0.55,1.17
['18'],"['34', '14']",0.1,0.22,1.18
['34'],"['18', '14']",0.1,0.26,1.13
['14'],"['18', '34']",0.1,0.23,1.12
"['18', '34']",['14'],0.1,0.51,1.12
"['18', '14']",['34'],0.1,0.44,1.13
"['34', '14']",['18'],0.1,0.55,1.18
['49'],"['18', '14']",0.05,0.25,1.05
['18'],"['49', '14']",0.05,0.11,1.08
['14'],"['49', '18']",0.05,0.12,1.12
"['49', '18']",['14'],0.05,0.52,1.12
"['49', '14']",['18'],0.05,0.51,1.08
"['18', '14']",['49'],0.05,0.23,1.05
['18'],"['19', '14']",0.09,0.19,1.18
['19'],"['18', '14']",0.09,0.27,1.17
['14'],"['18', '19']",0.09,0.19,1.15
"['18', '19']",['14'],0.09,0.53,1.15
"['18', '14']",['19'],0.09,0.38,1.17
"['19', '14']",['18'],0.09,0.56,1.18
['18'],"['14', '30']",0.09,0.19,1.16
['14'],"['18', '30']",0.09,0.19,1.13
['30'],"['18', '14']",0.09,0.26,1.13
"['18', '14']",['30'],0.09,0.37,1.13
"['18', '30']",['14'],0.09,0.52,1.13
"['14', '30']",['18'],0.09,0.54,1.16
['18'],"['19', '30']",0.06,0.14,1.17
['19'],"['18', '30']",0.06,0.2,1.19
['30'],"['18', '19']",0.06,0.2,1.16
"['18', '19']",['30'],0.06,0.38,1.16
"['18', '30']",['19'],0.06,0.38,1.19
"['19', '30']",['18'],0.06,0.55,1.17
['32'],"['18', '14']",0.05,0.24,1.03
['18'],"['32', '14']",0.05,0.12,1.05
['14'],"['32', '18']",0.05,0.12,1.07
"['32', '18']",['14'],0.05,0.49,1.07
"['32', '14']",['18'],0.05,0.49,1.05
"['18', '14']",['32'],0.05,0.23,1.03
['18'],"['34', '19']",0.08,0.17,1.2
['19'],"['18', '34']",0.08,0.24,1.2
['34'],"['18', '19']",0.08,0.2,1.19
"['18', '19']",['34'],0.08,0.47,1.19
"['18', '34']",['19'],0.08,0.39,1.2
"['34', '19']",['18'],0.08,0.57,1.2
['18'],"['34', '30']",0.07,0.16,1.13
['34'],"['18', '30']",0.07,0.19,1.13
['30'],"['18', '34']",0.07,0.23,1.12
"['18', '34']",['30'],0.07,0.37,1.12
"['18', '30']",['34'],0.07,0.45,1.13
"['34', '30']",['18'],0.07,0.53,1.13
['34'],"['19', '30']",0.05,0.13,1.13
['19'],"['34', '30']",0.05,0.16,1.14
['30'],"['34', '19']",0.05,0.16,1.14
"['34', '19']",['30'],0.05,0.38,1.14
"['34', '30']",['19'],0.05,0.37,1.14
"['19', '30']",['34'],0.05,0.45,1.13
['34'],"['14', '30']",0.07,0.18,1.13
['14'],"['34', '30']",0.07,0.16,1.1
['30'],"['34', '14']",0.07,0.22,1.16
"['34', '14']",['30'],0.07,0.38,1.16
"['34', '30']",['14'],0.07,0.5,1.1
"['14', '30']",['34'],0.07,0.44,1.13
['34'],"['19', '14']",0.07,0.18,1.15
['19'],"['34', '14']",0.07,0.22,1.19
['14'],"['34', '19']",0.07,0.16,1.13
"['34', '19']",['14'],0.07,0.52,1.13
"['34', '14']",['19'],0.07,0.39,1.19
"['19', '14']",['34'],0.07,0.45,1.15
['1'],"['14', '30']",0.05,0.17,1.08
['14'],"['1', '30']",0.05,0.12,1.06
['30'],"['1', '14']",0.05,0.16,1.1
"['1', '14']",['30'],0.05,0.36,1.1
"['1', '30']",['14'],0.05,0.49,1.06
"['14', '30']",['1'],0.05,0.33,1.08
['16'],"['18', '14']",0.08,0.27,1.16
['18'],"['16', '14']",0.08,0.18,1.12
['14'],"['16', '18']",0.08,0.18,1.18
"['16', '18']",['14'],0.08,0.54,1.18
"['16', '14']",['18'],0.08,0.53,1.12
"['18', '14']",['16'],0.08,0.36,1.16
['1'],"['18', '30']",0.06,0.19,1.12
['18'],"['1', '30']",0.06,0.12,1.13
['30'],"['1', '18']",0.06,0.17,1.08
"['1', '18']",['30'],0.06,0.36,1.08
"['1', '30']",['18'],0.06,0.53,1.13
"['18', '30']",['1'],0.06,0.34,1.12
['1'],"['18', '14']",0.08,0.27,1.14
['18'],"['1', '14']",0.08,0.17,1.19
['14'],"['1', '18']",0.08,0.18,1.11
"['1', '18']",['14'],0.08,0.51,1.11
"['1', '14']",['18'],0.08,0.56,1.19
"['18', '14']",['1'],0.08,0.35,1.14
['16'],"['1', '18']",0.05,0.18,1.1
['1'],"['16', '18']",0.05,0.18,1.16
['18'],"['16', '1']",0.05,0.12,1.17
"['16', '1']",['18'],0.05,0.55,1.17
"['16', '18']",['1'],0.05,0.36,1.16
"['1', '18']",['16'],0.05,0.34,1.1
['16'],"['18', '30']",0.06,0.18,1.08
['18'],"['16', '30']",0.06,0.12,1.18
['30'],"['16', '18']",0.06,0.17,1.11
"['16', '18']",['30'],0.06,0.37,1.11
"['16', '30']",['18'],0.06,0.55,1.18
"['18', '30']",['16'],0.06,0.33,1.08
['16'],"['1', '14']",0.05,0.17,1.16
['1'],"['16', '14']",0.05,0.17,1.08
['14'],"['16', '1']",0.05,0.11,1.15
"['16', '1']",['14'],0.05,0.53,1.15
"['16', '14']",['1'],0.05,0.33,1.08
"['1', '14']",['16'],0.05,0.36,1.16
['18'],"['19', '6']",0.06,0.13,1.19
['19'],"['18', '6']",0.06,0.19,1.25
['6'],"['18', '19']",0.06,0.2,1.22
"['18', '19']",['6'],0.06,0.36,1.22
"['18', '6']",['19'],0.06,0.41,1.25
"['19', '6']",['18'],0.06,0.56,1.19
['18'],"['30', '6']",0.05,0.11,1.15
['30'],"['18', '6']",0.05,0.16,1.06
['6'],"['18', '30']",0.05,0.18,1.05
"['18', '30']",['6'],0.05,0.31,1.05
"['18', '6']",['30'],0.05,0.35,1.06
"['30', '6']",['18'],0.05,0.54,1.15
['18'],"['34', '6']",0.07,0.14,1.17
['34'],"['18', '6']",0.07,0.17,1.15
['6'],"['18', '34']",0.07,0.23,1.13
"['18', '34']",['6'],0.07,0.34,1.13
"['18', '6']",['34'],0.07,0.45,1.15
"['34', '6']",['18'],0.07,0.55,1.17
['18'],"['26', '14']",0.06,0.13,1.14
['26'],"['18', '14']",0.06,0.27,1.16
['14'],"['18', '26']",0.06,0.13,1.24
"['18', '26']",['14'],0.06,0.57,1.24
"['18', '14']",['26'],0.06,0.26,1.16
"['26', '14']",['18'],0.06,0.54,1.14
['48'],"['18', '14']",0.06,0.25,1.06
['18'],"['48', '14']",0.06,0.14,1.07
['14'],"['48', '18']",0.06,0.14,1.14
"['48', '18']",['14'],0.06,0.52,1.14
"['48', '14']",['18'],0.06,0.5,1.07
"['18', '14']",['48'],0.06,0.28,1.06
['48'],"['34', '14']",0.06,0.22,1.16
['34'],"['48', '14']",0.06,0.15,1.12
['14'],"['48', '34']",0.06,0.12,1.12
"['48', '34']",['14'],0.06,0.52,1.12
"['48', '14']",['34'],0.06,0.44,1.12
"['34', '14']",['48'],0.06,0.31,1.16
['1'],"['34', '14']",0.06,0.2,1.07
['34'],"['1', '14']",0.06,0.16,1.07
['14'],"['1', '34']",0.06,0.13,1.06
"['1', '34']",['14'],0.06,0.49,1.06
"['1', '14']",['34'],0.06,0.42,1.07
"['34', '14']",['1'],0.06,0.33,1.07
['16'],"['34', '14']",0.07,0.22,1.18
['34'],"['16', '14']",0.07,0.17,1.1
['14'],"['16', '34']",0.07,0.15,1.2
"['16', '34']",['14'],0.07,0.55,1.2
"['16', '14']",['34'],0.07,0.43,1.1
"['34', '14']",['16'],0.07,0.36,1.18
['6'],"['14', '30']",0.05,0.17,1.06
['14'],"['6', '30']",0.05,0.11,1.13
['30'],"['6', '14']",0.05,0.15,1.01
"['6', '14']",['30'],0.05,0.33,1.01
"['6', '30']",['14'],0.05,0.52,1.13
"['14', '30']",['6'],0.05,0.31,1.06
['1'],"['14', '6']",0.06,0.18,1.21
['14'],"['1', '6']",0.06,0.12,1.21
['6'],"['1', '14']",0.06,0.19,1.29
"['1', '14']",['6'],0.06,0.39,1.29
"['1', '6']",['14'],0.06,0.56,1.21
"['14', '6']",['1'],0.06,0.37,1.21
['16'],"['14', '6']",0.05,0.17,1.13
['14'],"['16', '6']",0.05,0.11,1.26
['6'],"['16', '14']",0.05,0.18,1.12
"['16', '14']",['6'],0.05,0.33,1.12
"['16', '6']",['14'],0.05,0.58,1.26
"['14', '6']",['16'],0.05,0.35,1.13
['18'],"['14', '6']",0.09,0.18,1.22
['14'],"['18', '6']",0.09,0.19,1.26
['6'],"['18', '14']",0.09,0.29,1.25
"['18', '14']",['6'],0.09,0.37,1.25
"['18', '6']",['14'],0.09,0.58,1.26
"['14', '6']",['18'],0.09,0.57,1.22
['34'],"['14', '6']",0.06,0.16,1.05
['14'],"['34', '6']",0.06,0.14,1.11
['6'],"['34', '14']",0.06,0.21,1.13
"['34', '14']",['6'],0.06,0.34,1.13
"['34', '6']",['14'],0.06,0.51,1.11
"['14', '6']",['34'],0.06,0.41,1.05
['16'],"['18', '34']",0.07,0.22,1.09
['18'],"['16', '34']",0.07,0.14,1.17
['34'],"['16', '18']",0.07,0.17,1.13
"['16', '18']",['34'],0.07,0.44,1.13
"['16', '34']",['18'],0.07,0.55,1.17
"['18', '34']",['16'],0.07,0.34,1.09
['16'],"['18', '19']",0.05,0.17,1.02
['18'],"['16', '19']",0.05,0.11,1.12
['19'],"['16', '18']",0.05,0.16,1.06
"['16', '18']",['19'],0.05,0.34,1.06
"['16', '19']",['18'],0.05,0.52,1.12
"['18', '19']",['16'],0.05,0.31,1.02
['19'],"['14', '6']",0.06,0.2,1.3
['14'],"['19', '6']",0.06,0.14,1.28
['6'],"['19', '14']",0.06,0.21,1.35
"['19', '14']",['6'],0.06,0.4,1.35
"['19', '6']",['14'],0.06,0.59,1.28
"['14', '6']",['19'],0.06,0.42,1.3
['1'],"['18', '34']",0.07,0.23,1.13
['18'],"['1', '34']",0.07,0.15,1.18
['34'],"['1', '18']",0.07,0.18,1.11
"['1', '18']",['34'],0.07,0.44,1.11
"['1', '34']",['18'],0.07,0.56,1.18
"['18', '34']",['1'],0.07,0.35,1.13
['1'],"['18', '6']",0.06,0.19,1.26
['18'],"['1', '6']",0.06,0.12,1.22
['6'],"['1', '18']",0.06,0.19,1.2
"['1', '18']",['6'],0.06,0.36,1.2
"['1', '6']",['18'],0.06,0.57,1.22
"['18', '6']",['1'],0.06,0.38,1.26
['1'],"['19', '14']",0.05,0.16,1.04
['19'],"['1', '14']",0.05,0.16,1.07
['14'],"['1', '19']",0.05,0.11,1.13
"['1', '19']",['14'],0.05,0.52,1.13
"['1', '14']",['19'],0.05,0.35,1.07
"['19', '14']",['1'],0.05,0.32,1.04
['1'],"['18', '19']",0.05,0.18,1.06
['18'],"['1', '19']",0.05,0.12,1.2
['19'],"['1', '18']",0.05,0.17,1.05
"['1', '18']",['19'],0.05,0.34,1.05
"['1', '19']",['18'],0.05,0.56,1.2
"['18', '19']",['1'],0.05,0.33,1.06
['48'],"['18', '34']",0.06,0.22,1.11
['18'],"['48', '34']",0.06,0.13,1.13
['34'],"['48', '18']",0.06,0.15,1.2
"['48', '18']",['34'],0.06,0.47,1.2
"['48', '34']",['18'],0.06,0.53,1.13
"['18', '34']",['48'],0.06,0.29,1.11
