antecedent,consequent,support,confidence,lift
['12'],['17'],0.1,0.46,1.01
['12'],"['36', '38']",0.11,0.5,1.04
"['12', '36']",['38'],0.11,0.79,1.05
"['12', '38']",['36'],0.11,0.66,1.05
['12'],['3'],0.11,0.5,1.02
['12'],['8'],0.11,0.52,1.05
['12'],['28'],0.11,0.51,1.05
['25'],['17'],0.11,0.47,1.02
['25'],['48'],0.13,0.56,1.05
['25'],"['11', '38']",0.1,0.44,1.08
"['25', '11']",['38'],0.1,0.79,1.04
"['25', '38']",['11'],0.1,0.57,1.09
['25'],['39'],0.12,0.52,1.15
['25'],['36'],0.15,0.66,1.05
['25'],['38'],0.18,0.78,1.03
['25'],['11'],0.13,0.56,1.07
['25'],"['36', '38']",0.12,0.52,1.08
"['25', '36']",['38'],0.12,0.79,1.04
"['25', '38']",['36'],0.12,0.67,1.07
['25'],['3'],0.11,0.49,1.0
['25'],['8'],0.11,0.5,1.01
['25'],['28'],0.11,0.49,1.0
['25'],['9'],0.1,0.45,1.05
['25'],['47'],0.11,0.47,1.05
['25'],['40'],0.11,0.47,1.04
['0'],['3'],0.13,0.53,1.08
['0'],['9'],0.11,0.45,1.03
['0'],"['36', '38']",0.12,0.49,1.0
"['0', '36']",['38'],0.12,0.77,1.02
"['0', '38']",['36'],0.12,0.64,1.01
['0'],['47'],0.11,0.46,1.04
['0'],['39'],0.11,0.45,1.0
['0'],['40'],0.11,0.47,1.03
['0'],['28'],0.12,0.5,1.03
['0'],['8'],0.12,0.51,1.03
['0'],"['48', '38']",0.11,0.44,1.07
"['0', '48']",['38'],0.11,0.79,1.04
"['0', '38']",['48'],0.11,0.58,1.09
['0'],['38'],0.18,0.77,1.01
['0'],['48'],0.13,0.56,1.06
['0'],['36'],0.15,0.63,1.01
['0'],['17'],0.11,0.46,1.0
['0'],"['11', '38']",0.1,0.42,1.04
"['0', '11']",['38'],0.1,0.78,1.04
"['0', '38']",['11'],0.1,0.55,1.06
['0'],['11'],0.13,0.54,1.04
['26'],['36'],0.16,0.66,1.06
['26'],"['48', '38']",0.1,0.43,1.03
"['48', '26']",['38'],0.1,0.81,1.07
"['26', '38']",['48'],0.1,0.54,1.03
['26'],['48'],0.13,0.53,0.99
['26'],['11'],0.13,0.54,1.03
['26'],['29'],0.1,0.43,1.1
['26'],['39'],0.11,0.44,0.97
['26'],"['36', '38']",0.13,0.54,1.11
"['26', '36']",['38'],0.13,0.81,1.07
"['26', '38']",['36'],0.13,0.69,1.1
['26'],['3'],0.12,0.48,1.0
['26'],['8'],0.12,0.51,1.02
['26'],['28'],0.13,0.53,1.09
['26'],['9'],0.11,0.47,1.08
['26'],"['28', '38']",0.1,0.42,1.11
"['26', '28']",['38'],0.1,0.79,1.05
"['26', '38']",['28'],0.1,0.54,1.1
['26'],['47'],0.11,0.46,1.04
['26'],"['11', '38']",0.1,0.43,1.06
"['26', '11']",['38'],0.1,0.8,1.06
"['26', '38']",['11'],0.1,0.55,1.05
['26'],['38'],0.19,0.78,1.03
['26'],['40'],0.11,0.47,1.03
['26'],['17'],0.12,0.49,1.07
['42'],['47'],0.12,0.49,1.09
['42'],['28'],0.12,0.5,1.02
['42'],['38'],0.2,0.79,1.05
['42'],['11'],0.13,0.54,1.03
['42'],['17'],0.12,0.48,1.04
['42'],"['8', '38']",0.1,0.41,1.06
"['8', '42']",['38'],0.1,0.81,1.07
"['42', '38']",['8'],0.1,0.52,1.04
['42'],"['28', '38']",0.1,0.41,1.09
"['42', '28']",['38'],0.1,0.82,1.09
"['42', '38']",['28'],0.1,0.52,1.07
['42'],['9'],0.11,0.43,1.0
['42'],['14'],0.11,0.43,1.08
['42'],['39'],0.12,0.48,1.06
['42'],"['36', '38']",0.13,0.52,1.06
"['42', '36']",['38'],0.13,0.81,1.07
"['42', '38']",['36'],0.13,0.65,1.04
['42'],['29'],0.1,0.4,1.03
['42'],['8'],0.12,0.5,1.01
['42'],['40'],0.12,0.5,1.1
['42'],"['48', '38']",0.11,0.46,1.11
"['48', '42']",['38'],0.11,0.81,1.07
"['42', '38']",['48'],0.11,0.58,1.09
['42'],"['11', '38']",0.11,0.44,1.08
"['42', '11']",['38'],0.11,0.81,1.08
"['42', '38']",['11'],0.11,0.55,1.06
['42'],['48'],0.14,0.57,1.07
['42'],['36'],0.16,0.64,1.02
['42'],['3'],0.13,0.51,1.04
['7'],['40'],0.12,0.48,1.04
['7'],['8'],0.13,0.52,1.04
['7'],['48'],0.14,0.55,1.04
['7'],['36'],0.17,0.68,1.08
['7'],['3'],0.13,0.51,1.04
['7'],['28'],0.13,0.53,1.08
['7'],['47'],0.11,0.45,1.0
['7'],['38'],0.2,0.79,1.05
['7'],"['8', '38']",0.1,0.41,1.06
"['8', '7']",['38'],0.1,0.79,1.04
"['38', '7']",['8'],0.1,0.52,1.04
['7'],['11'],0.14,0.55,1.06
['7'],"['3', '38']",0.1,0.41,1.09
"['3', '7']",['38'],0.1,0.81,1.08
"['38', '7']",['3'],0.1,0.52,1.07
['7'],"['28', '38']",0.11,0.43,1.14
"['28', '7']",['38'],0.11,0.82,1.08
"['38', '7']",['28'],0.11,0.55,1.12
['7'],['17'],0.12,0.47,1.04
['7'],"['38', '39']",0.1,0.42,1.19
"['39', '7']",['38'],0.1,0.82,1.08
"['38', '7']",['39'],0.1,0.53,1.16
['7'],['14'],0.11,0.43,1.08
['7'],['9'],0.11,0.45,1.03
['7'],"['36', '38']",0.14,0.54,1.12
"['36', '7']",['38'],0.14,0.8,1.06
"['38', '7']",['36'],0.14,0.68,1.09
['7'],['39'],0.13,0.51,1.12
['7'],"['48', '38']",0.11,0.46,1.1
"['48', '7']",['38'],0.11,0.83,1.09
"['38', '7']",['48'],0.11,0.58,1.09
['7'],"['11', '38']",0.11,0.45,1.11
"['11', '7']",['38'],0.11,0.82,1.08
"['38', '7']",['11'],0.11,0.57,1.09
['7'],['29'],0.1,0.41,1.05
['49'],['29'],0.1,0.4,1.03
['49'],['43'],0.11,0.43,1.07
['49'],['8'],0.13,0.51,1.02
['49'],"['8', '38']",0.1,0.4,1.05
"['8', '49']",['38'],0.1,0.79,1.05
"['49', '38']",['8'],0.1,0.52,1.04
['49'],['48'],0.14,0.54,1.01
['49'],['40'],0.12,0.48,1.06
['49'],['36'],0.16,0.63,1.01
['49'],"['28', '38']",0.1,0.4,1.07
"['49', '28']",['38'],0.1,0.8,1.06
"['49', '38']",['28'],0.1,0.52,1.06
['49'],['3'],0.12,0.48,0.99
['49'],['28'],0.13,0.51,1.04
['49'],['47'],0.11,0.45,1.01
['49'],"['36', '38']",0.13,0.5,1.03
"['49', '36']",['38'],0.13,0.79,1.04
"['49', '38']",['36'],0.13,0.64,1.02
['49'],['38'],0.2,0.78,1.03
['49'],['11'],0.14,0.57,1.08
['49'],"['11', '38']",0.11,0.44,1.08
"['49', '11']",['38'],0.11,0.78,1.03
"['49', '38']",['11'],0.11,0.56,1.08
['49'],"['48', '38']",0.11,0.44,1.06
"['48', '49']",['38'],0.11,0.82,1.08
"['49', '38']",['48'],0.11,0.56,1.06
['49'],['17'],0.12,0.47,1.03
['49'],['14'],0.1,0.41,1.03
['49'],['9'],0.12,0.45,1.04
['49'],['39'],0.13,0.5,1.1
['5'],['43'],0.11,0.43,1.08
['5'],"['38', '39']",0.1,0.39,1.12
"['5', '39']",['38'],0.1,0.8,1.06
"['5', '38']",['39'],0.1,0.5,1.11
['5'],['29'],0.11,0.41,1.05
['5'],"['48', '38']",0.11,0.4,0.97
"['48', '5']",['38'],0.11,0.79,1.04
"['5', '38']",['48'],0.11,0.52,0.97
['5'],"['11', '38']",0.11,0.43,1.05
"['11', '5']",['38'],0.11,0.8,1.05
"['5', '38']",['11'],0.11,0.55,1.05
['5'],['40'],0.12,0.47,1.02
['5'],['8'],0.13,0.49,0.98
['5'],['48'],0.14,0.51,0.97
['5'],['36'],0.17,0.65,1.04
['5'],['35'],0.1,0.4,1.07
['5'],['3'],0.13,0.5,1.02
['5'],['47'],0.13,0.48,1.08
['5'],['28'],0.13,0.51,1.04
['5'],['38'],0.21,0.78,1.03
['5'],['11'],0.14,0.54,1.03
['5'],"['17', '38']",0.11,0.4,1.12
"['17', '5']",['38'],0.11,0.83,1.1
"['5', '38']",['17'],0.11,0.51,1.12
['5'],"['28', '38']",0.11,0.41,1.07
"['28', '5']",['38'],0.11,0.8,1.06
"['5', '38']",['28'],0.11,0.52,1.06
['5'],['17'],0.13,0.48,1.05
['5'],"['3', '38']",0.1,0.4,1.06
"['3', '5']",['38'],0.1,0.8,1.06
"['5', '38']",['3'],0.1,0.51,1.05
['5'],['14'],0.12,0.44,1.11
['5'],['39'],0.13,0.49,1.08
['5'],['9'],0.12,0.46,1.07
['5'],"['36', '38']",0.14,0.52,1.08
"['36', '5']",['38'],0.14,0.8,1.06
"['5', '38']",['36'],0.14,0.67,1.07
['23'],"['17', '38']",0.11,0.38,1.07
"['17', '23']",['38'],0.11,0.81,1.07
"['38', '23']",['17'],0.11,0.48,1.04
"['17', '38']",['23'],0.11,0.3,1.07
['23'],['28'],0.14,0.5,1.03
['23'],"['8', '36']",0.1,0.36,1.12
"['8', '23']",['36'],0.1,0.7,1.11
"['36', '23']",['8'],0.1,0.54,1.1
"['8', '36']",['23'],0.1,0.32,1.12
['23'],['47'],0.13,0.47,1.05
['23'],['38'],0.23,0.8,1.06
['23'],['11'],0.15,0.55,1.05
['23'],"['3', '36']",0.1,0.37,1.18
"['3', '23']",['36'],0.1,0.68,1.09
"['36', '23']",['3'],0.1,0.55,1.14
"['3', '36']",['23'],0.1,0.33,1.18
['23'],"['8', '38']",0.12,0.44,1.13
"['8', '23']",['38'],0.12,0.84,1.11
"['38', '23']",['8'],0.12,0.54,1.09
"['8', '38']",['23'],0.12,0.32,1.13
['23'],"['38', '14']",0.1,0.36,1.18
"['14', '23']",['38'],0.1,0.85,1.12
"['38', '23']",['14'],0.1,0.45,1.15
"['38', '14']",['23'],0.1,0.33,1.18
['23'],"['38', '39']",0.11,0.38,1.08
"['39', '23']",['38'],0.11,0.81,1.07
"['38', '23']",['39'],0.11,0.47,1.04
"['38', '39']",['23'],0.11,0.3,1.08
['23'],"['28', '38']",0.12,0.42,1.11
"['28', '23']",['38'],0.12,0.83,1.1
"['38', '23']",['28'],0.12,0.53,1.07
"['28', '38']",['23'],0.12,0.31,1.11
['23'],['17'],0.13,0.47,1.03
['23'],"['3', '38']",0.12,0.43,1.14
"['3', '23']",['38'],0.12,0.8,1.05
"['38', '23']",['3'],0.12,0.54,1.1
"['3', '38']",['23'],0.12,0.32,1.14
['23'],"['40', '38']",0.11,0.4,1.15
"['40', '23']",['38'],0.11,0.8,1.06
"['38', '23']",['40'],0.11,0.5,1.1
"['40', '38']",['23'],0.11,0.32,1.15
['23'],"['11', '36']",0.1,0.37,1.08
"['11', '23']",['36'],0.1,0.67,1.07
"['36', '23']",['11'],0.1,0.55,1.06
"['11', '36']",['23'],0.1,0.3,1.08
['23'],['9'],0.13,0.46,1.05
['23'],"['48', '36']",0.11,0.39,1.15
"['48', '23']",['36'],0.11,0.68,1.08
"['36', '23']",['48'],0.11,0.58,1.09
"['48', '36']",['23'],0.11,0.32,1.15
['23'],['14'],0.12,0.43,1.09
['14'],['23'],0.12,0.31,1.09
['23'],['39'],0.13,0.47,1.03
['23'],"['11', '38']",0.13,0.46,1.12
"['11', '23']",['38'],0.13,0.83,1.1
"['38', '23']",['11'],0.13,0.57,1.09
"['11', '38']",['23'],0.13,0.31,1.12
['23'],"['9', '38']",0.1,0.37,1.12
"['9', '23']",['38'],0.1,0.81,1.08
"['38', '23']",['9'],0.1,0.46,1.07
"['9', '38']",['23'],0.1,0.31,1.12
['23'],"['36', '38']",0.15,0.55,1.13
"['36', '23']",['38'],0.15,0.82,1.09
"['38', '23']",['36'],0.15,0.68,1.08
"['36', '38']",['23'],0.15,0.32,1.13
['23'],['43'],0.12,0.42,1.06
['23'],"['48', '38']",0.13,0.47,1.14
"['48', '23']",['38'],0.13,0.82,1.09
"['38', '23']",['48'],0.13,0.59,1.1
"['48', '38']",['23'],0.13,0.32,1.14
['23'],['29'],0.11,0.4,1.03
['23'],['8'],0.15,0.52,1.05
['23'],"['38', '47']",0.11,0.39,1.11
"['47', '23']",['38'],0.11,0.82,1.09
"['38', '23']",['47'],0.11,0.48,1.08
"['38', '47']",['23'],0.11,0.31,1.11
['23'],['40'],0.14,0.5,1.1
['40'],['23'],0.14,0.31,1.1
['23'],['48'],0.16,0.57,1.07
['48'],['23'],0.16,0.3,1.07
['23'],['36'],0.19,0.66,1.06
['23'],['35'],0.11,0.4,1.09
['35'],['23'],0.11,0.3,1.09
['23'],['3'],0.15,0.54,1.11
['3'],['23'],0.15,0.31,1.11
['33'],['29'],0.12,0.39,0.99
['29'],['33'],0.12,0.3,0.99
['33'],"['17', '38']",0.12,0.4,1.11
"['33', '17']",['38'],0.12,0.82,1.08
"['33', '38']",['17'],0.12,0.52,1.13
"['17', '38']",['33'],0.12,0.34,1.11
['33'],['40'],0.14,0.47,1.03
['40'],['33'],0.14,0.31,1.03
['33'],['8'],0.16,0.54,1.09
['8'],['33'],0.16,0.33,1.09
['33'],"['3', '36']",0.1,0.33,1.07
"['33', '3']",['36'],0.1,0.65,1.04
"['33', '36']",['3'],0.1,0.53,1.09
"['3', '36']",['33'],0.1,0.32,1.07
['33'],"['8', '38']",0.13,0.42,1.09
"['8', '33']",['38'],0.13,0.77,1.02
"['33', '38']",['8'],0.13,0.55,1.1
"['8', '38']",['33'],0.13,0.33,1.09
['33'],"['28', '38']",0.12,0.41,1.07
"['33', '28']",['38'],0.12,0.79,1.04
"['33', '38']",['28'],0.12,0.53,1.08
"['28', '38']",['33'],0.12,0.33,1.07
['33'],['48'],0.17,0.57,1.08
['48'],['33'],0.17,0.33,1.08
['33'],['36'],0.19,0.63,1.0
['36'],['33'],0.19,0.3,1.0
['33'],['35'],0.12,0.4,1.09
['35'],['33'],0.12,0.33,1.09
['33'],['3'],0.16,0.51,1.05
['3'],['33'],0.16,0.32,1.05
['33'],"['38', '39']",0.12,0.39,1.1
"['33', '39']",['38'],0.12,0.8,1.05
"['33', '38']",['39'],0.12,0.51,1.11
"['38', '39']",['33'],0.12,0.33,1.1
['33'],"['3', '38']",0.12,0.4,1.05
"['33', '3']",['38'],0.12,0.77,1.02
"['33', '38']",['3'],0.12,0.52,1.06
"['3', '38']",['33'],0.12,0.32,1.05
['33'],"['38', '14']",0.11,0.35,1.14
"['33', '14']",['38'],0.11,0.81,1.07
"['33', '38']",['14'],0.11,0.46,1.16
"['38', '14']",['33'],0.11,0.35,1.14
['33'],"['48', '11']",0.1,0.33,1.15
"['33', '11']",['48'],0.1,0.59,1.12
"['48', '33']",['11'],0.1,0.58,1.12
"['48', '11']",['33'],0.1,0.35,1.15
['33'],['28'],0.16,0.52,1.06
['28'],['33'],0.16,0.32,1.06
['33'],"['40', '38']",0.11,0.38,1.07
"['40', '33']",['38'],0.11,0.79,1.05
"['33', '38']",['40'],0.11,0.49,1.07
"['40', '38']",['33'],0.11,0.32,1.07
['33'],['47'],0.14,0.48,1.07
['47'],['33'],0.14,0.32,1.07
['33'],"['11', '36']",0.11,0.35,1.03
"['33', '11']",['36'],0.11,0.63,1.01
"['33', '36']",['11'],0.11,0.56,1.07
"['11', '36']",['33'],0.11,0.31,1.03
['33'],['38'],0.23,0.77,1.02
['38'],['33'],0.23,0.31,1.02
['33'],"['36', '38']",0.15,0.5,1.02
"['33', '36']",['38'],0.15,0.79,1.04
"['33', '38']",['36'],0.15,0.64,1.03
"['36', '38']",['33'],0.15,0.31,1.02
['33'],"['48', '36']",0.11,0.37,1.11
"['48', '33']",['36'],0.11,0.65,1.04
"['33', '36']",['48'],0.11,0.59,1.11
"['48', '36']",['33'],0.11,0.34,1.11
['33'],['11'],0.17,0.56,1.07
['11'],['33'],0.17,0.32,1.07
['33'],"['11', '38']",0.13,0.43,1.06
"['33', '11']",['38'],0.13,0.77,1.02
"['33', '38']",['11'],0.13,0.56,1.08
"['11', '38']",['33'],0.13,0.32,1.06
['33'],"['9', '38']",0.11,0.37,1.1
"['33', '9']",['38'],0.11,0.8,1.06
"['33', '38']",['9'],0.11,0.47,1.1
"['9', '38']",['33'],0.11,0.33,1.1
['33'],"['48', '38']",0.13,0.44,1.07
"['48', '33']",['38'],0.13,0.77,1.02
"['33', '38']",['48'],0.13,0.57,1.08
"['48', '38']",['33'],0.13,0.32,1.07
['33'],"['38', '47']",0.11,0.38,1.08
"['33', '47']",['38'],0.11,0.79,1.04
"['33', '38']",['47'],0.11,0.49,1.09
"['38', '47']",['33'],0.11,0.33,1.08
['33'],['17'],0.15,0.49,1.06
['17'],['33'],0.15,0.32,1.06
['33'],['14'],0.13,0.44,1.1
['14'],['33'],0.13,0.33,1.1
['33'],['9'],0.14,0.46,1.05
['9'],['33'],0.14,0.32,1.05
['33'],['39'],0.15,0.49,1.07
['39'],['33'],0.15,0.33,1.07
['33'],"['28', '36']",0.1,0.34,1.05
"['33', '28']",['36'],0.1,0.65,1.03
"['33', '36']",['28'],0.1,0.53,1.09
"['28', '36']",['33'],0.1,0.32,1.05
['33'],"['8', '36']",0.1,0.35,1.08
"['8', '33']",['36'],0.1,0.64,1.01
"['33', '36']",['8'],0.1,0.55,1.11
"['8', '36']",['33'],0.1,0.33,1.08
['33'],['43'],0.12,0.4,1.0
['43'],['33'],0.12,0.3,1.0
['21'],['38'],0.25,0.79,1.04
['38'],['21'],0.25,0.33,1.04
['21'],['11'],0.17,0.53,1.02
['11'],['21'],0.17,0.32,1.02
['21'],"['28', '36']",0.11,0.35,1.1
"['28', '21']",['36'],0.11,0.69,1.09
"['36', '21']",['28'],0.11,0.52,1.06
"['28', '36']",['21'],0.11,0.35,1.1
['21'],"['36', '39']",0.1,0.33,1.12
"['21', '39']",['36'],0.1,0.69,1.1
"['36', '21']",['39'],0.1,0.48,1.07
"['36', '39']",['21'],0.1,0.35,1.12
['21'],"['38', '14']",0.1,0.33,1.07
"['21', '14']",['38'],0.1,0.8,1.06
"['21', '38']",['14'],0.1,0.42,1.06
"['38', '14']",['21'],0.1,0.34,1.07
['21'],"['43', '38']",0.11,0.35,1.11
"['43', '21']",['38'],0.11,0.81,1.07
"['21', '38']",['43'],0.11,0.44,1.11
"['43', '38']",['21'],0.11,0.35,1.11
['21'],"['8', '38']",0.13,0.4,1.04
"['8', '21']",['38'],0.13,0.79,1.04
"['21', '38']",['8'],0.13,0.51,1.02
"['8', '38']",['21'],0.13,0.33,1.04
['21'],"['40', '36']",0.1,0.32,1.09
"['40', '21']",['36'],0.1,0.69,1.1
"['36', '21']",['40'],0.1,0.47,1.02
"['40', '36']",['21'],0.1,0.34,1.09
['21'],"['3', '38']",0.12,0.39,1.04
"['3', '21']",['38'],0.12,0.8,1.06
"['21', '38']",['3'],0.12,0.49,1.02
"['3', '38']",['21'],0.12,0.33,1.04
['21'],['17'],0.16,0.49,1.07
['17'],['21'],0.16,0.34,1.07
['21'],"['29', '38']",0.11,0.34,1.13
"['29', '21']",['38'],0.11,0.82,1.08
"['21', '38']",['29'],0.11,0.44,1.11
"['29', '38']",['21'],0.11,0.36,1.13
['21'],"['38', '39']",0.12,0.38,1.08
"['21', '39']",['38'],0.12,0.79,1.05
"['21', '38']",['39'],0.12,0.48,1.07
"['38', '39']",['21'],0.12,0.34,1.08
['21'],"['28', '38']",0.13,0.4,1.05
"['28', '21']",['38'],0.13,0.78,1.03
"['21', '38']",['28'],0.13,0.51,1.04
"['28', '38']",['21'],0.13,0.33,1.05
['21'],"['40', '38']",0.11,0.36,1.03
"['40', '21']",['38'],0.11,0.79,1.04
"['21', '38']",['40'],0.11,0.46,1.01
"['40', '38']",['21'],0.11,0.33,1.03
['21'],"['11', '36']",0.12,0.38,1.11
"['11', '21']",['36'],0.12,0.71,1.13
"['36', '21']",['11'],0.12,0.56,1.07
"['11', '36']",['21'],0.12,0.35,1.11
['21'],"['9', '36']",0.1,0.32,1.18
"['9', '21']",['36'],0.1,0.69,1.1
"['36', '21']",['9'],0.1,0.48,1.1
"['9', '36']",['21'],0.1,0.37,1.18
['21'],['9'],0.15,0.47,1.08
['9'],['21'],0.15,0.34,1.08
['21'],['14'],0.13,0.41,1.04
['14'],['21'],0.13,0.33,1.04
['21'],['39'],0.15,0.48,1.06
['39'],['21'],0.15,0.33,1.06
['21'],"['36', '38']",0.17,0.54,1.12
"['36', '21']",['38'],0.17,0.8,1.05
"['21', '38']",['36'],0.17,0.69,1.1
"['36', '38']",['21'],0.17,0.35,1.12
['21'],"['48', '36']",0.11,0.36,1.07
"['48', '21']",['36'],0.11,0.67,1.06
"['36', '21']",['48'],0.11,0.53,1.0
"['48', '36']",['21'],0.11,0.34,1.07
['21'],"['36', '47']",0.1,0.32,1.13
"['21', '47']",['36'],0.1,0.71,1.14
"['36', '21']",['47'],0.1,0.48,1.07
"['36', '47']",['21'],0.1,0.36,1.13
['21'],"['9', '38']",0.12,0.37,1.11
"['9', '21']",['38'],0.12,0.79,1.05
"['21', '38']",['9'],0.12,0.47,1.09
"['9', '38']",['21'],0.12,0.35,1.11
['21'],['43'],0.14,0.43,1.08
['43'],['21'],0.14,0.34,1.08
['21'],"['17', '38']",0.13,0.4,1.13
"['17', '21']",['38'],0.13,0.82,1.09
"['21', '38']",['17'],0.13,0.51,1.12
"['17', '38']",['21'],0.13,0.36,1.13
['21'],"['11', '38']",0.13,0.43,1.05
"['11', '21']",['38'],0.13,0.8,1.06
"['21', '38']",['11'],0.13,0.54,1.04
"['11', '38']",['21'],0.13,0.33,1.05
['21'],['29'],0.13,0.42,1.07
['29'],['21'],0.13,0.34,1.07
['21'],['8'],0.16,0.51,1.02
['8'],['21'],0.16,0.32,1.02
['21'],"['48', '38']",0.14,0.43,1.05
"['48', '21']",['38'],0.14,0.8,1.06
"['21', '38']",['48'],0.14,0.55,1.04
"['48', '38']",['21'],0.14,0.33,1.05
['21'],['40'],0.15,0.46,1.01
['40'],['21'],0.15,0.32,1.01
['21'],['48'],0.17,0.54,1.02
['48'],['21'],0.17,0.32,1.02
['21'],"['38', '47']",0.12,0.37,1.06
"['21', '47']",['38'],0.12,0.81,1.07
"['21', '38']",['47'],0.12,0.47,1.05
"['38', '47']",['21'],0.12,0.33,1.06
['21'],"['17', '36']",0.1,0.33,1.13
"['17', '21']",['36'],0.1,0.68,1.08
"['36', '21']",['17'],0.1,0.49,1.06
"['17', '36']",['21'],0.1,0.36,1.13
['21'],['36'],0.22,0.68,1.09
['36'],['21'],0.22,0.34,1.09
['21'],['35'],0.12,0.38,1.03
['35'],['21'],0.12,0.32,1.03
['21'],['3'],0.15,0.49,1.0
['3'],['21'],0.15,0.32,1.0
['21'],['28'],0.16,0.51,1.05
['28'],['21'],0.16,0.33,1.05
['21'],['47'],0.14,0.45,1.02
['47'],['21'],0.14,0.32,1.02
['21'],"['8', '36']",0.11,0.36,1.11
"['8', '21']",['36'],0.11,0.7,1.12
"['36', '21']",['8'],0.11,0.52,1.05
"['8', '36']",['21'],0.11,0.35,1.11
['21'],"['3', '36']",0.1,0.33,1.06
"['3', '21']",['36'],0.1,0.68,1.08
"['36', '21']",['3'],0.1,0.48,1.0
"['3', '36']",['21'],0.1,0.33,1.06
['35'],"['11', '36']",0.14,0.38,1.11
"['11', '35']",['36'],0.14,0.69,1.1
"['35', '36']",['11'],0.14,0.56,1.08
"['11', '36']",['35'],0.14,0.41,1.11
['35'],"['9', '36']",0.11,0.3,1.1
"['9', '35']",['36'],0.11,0.68,1.08
"['35', '36']",['9'],0.11,0.45,1.03
"['9', '36']",['35'],0.11,0.41,1.1
['35'],['3'],0.18,0.49,1.02
['3'],['35'],0.18,0.38,1.02
['35'],"['38', '28', '36']",0.12,0.32,1.27
"['35', '28']","['36', '38']",0.12,0.6,1.23
"['35', '36']","['28', '38']",0.12,0.47,1.24
"['35', '38']","['28', '36']",0.12,0.41,1.28
"['28', '36']","['35', '38']",0.12,0.37,1.28
"['28', '38']","['35', '36']",0.12,0.31,1.24
"['35', '28', '36']",['38'],0.12,0.84,1.11
"['35', '28', '38']",['36'],0.12,0.73,1.16
"['35', '36', '38']",['28'],0.12,0.59,1.21
"['38', '28', '36']",['35'],0.12,0.47,1.27
['35'],['28'],0.2,0.53,1.09
['28'],['35'],0.2,0.4,1.09
"['35', '39']",['11'],0.1,0.58,1.12
"['11', '35']",['39'],0.1,0.5,1.1
"['11', '39']",['35'],0.1,0.41,1.1
['35'],['47'],0.17,0.47,1.05
['47'],['35'],0.17,0.39,1.05
"['40', '35']",['11'],0.1,0.57,1.09
"['11', '35']",['40'],0.1,0.5,1.09
"['40', '11']",['35'],0.1,0.4,1.08
['35'],"['36', '38']",0.2,0.54,1.11
['36'],"['35', '38']",0.2,0.32,1.1
"['35', '36']",['38'],0.2,0.8,1.05
"['35', '38']",['36'],0.2,0.69,1.1
"['36', '38']",['35'],0.2,0.41,1.11
"['35', '47']",['48'],0.1,0.58,1.1
"['48', '35']",['47'],0.1,0.49,1.09
"['48', '47']",['35'],0.1,0.42,1.14
['35'],"['48', '38']",0.16,0.45,1.08
['48'],"['35', '38']",0.16,0.31,1.08
"['48', '35']",['38'],0.16,0.79,1.05
"['35', '38']",['48'],0.16,0.57,1.08
"['48', '38']",['35'],0.16,0.4,1.08
['35'],['38'],0.29,0.78,1.03
['38'],['35'],0.29,0.38,1.03
['35'],"['36', '47']",0.12,0.32,1.12
"['35', '47']",['36'],0.12,0.69,1.09
"['35', '36']",['47'],0.12,0.47,1.06
"['36', '47']",['35'],0.12,0.41,1.12
['35'],"['9', '38']",0.13,0.36,1.08
['9'],"['35', '38']",0.13,0.31,1.06
