antecedent,consequent,support,confidence,lift
['root vegetables'],['frankfurter'],0.01,0.16,0.97
['whole milk'],['chicken'],0.02,0.07,0.82
['chicken'],['whole milk'],0.02,0.17,0.82
['sausage'],['hamburger meat'],0.01,0.04,0.93
['hamburger meat'],['sausage'],0.01,0.22,0.93
['tropical fruit'],['pork'],0.02,0.11,1.04
['pork'],['tropical fruit'],0.02,0.14,1.04
['whole milk'],['yogurt'],0.01,0.06,0.86
['yogurt'],['whole milk'],0.01,0.18,0.86
['meat'],['whole milk'],0.01,0.25,1.18
['whole milk'],['meat'],0.01,0.06,1.18
['tropical fruit'],['yogurt'],0.01,0.08,1.16
['yogurt'],['tropical fruit'],0.01,0.16,1.16
['frankfurter'],['bottled water'],0.01,0.07,1.31
['bottled water'],['frankfurter'],0.01,0.22,1.31
['whole milk'],['other vegetables'],0.03,0.12,0.9
['other vegetables'],['whole milk'],0.03,0.19,0.9
['sausage'],['rolls/buns'],0.02,0.07,0.66
['rolls/buns'],['sausage'],0.02,0.16,0.66
['other vegetables'],['rolls/buns'],0.01,0.08,0.83
['rolls/buns'],['other vegetables'],0.01,0.11,0.83
['beef'],['sausage'],0.02,0.19,0.82
['sausage'],['beef'],0.02,0.07,0.82
['citrus fruit'],['pork'],0.01,0.09,0.82
['pork'],['citrus fruit'],0.01,0.11,0.82
['whole milk'],['pip fruit'],0.01,0.06,0.79
['pip fruit'],['whole milk'],0.01,0.16,0.79
['whole milk'],['ham'],0.01,0.06,1.13
['ham'],['whole milk'],0.01,0.23,1.13
['frankfurter'],['whole milk'],0.03,0.18,0.85
['whole milk'],['frankfurter'],0.03,0.14,0.85
['other vegetables'],['citrus fruit'],0.01,0.09,0.68
['citrus fruit'],['other vegetables'],0.01,0.09,0.68
['tropical fruit'],['rolls/buns'],0.01,0.09,0.93
['rolls/buns'],['tropical fruit'],0.01,0.13,0.93
['whole milk'],['sausage'],0.04,0.2,0.86
['sausage'],['whole milk'],0.04,0.18,0.86
['frankfurter'],['other vegetables'],0.02,0.11,0.79
['other vegetables'],['frankfurter'],0.02,0.13,0.79
['sausage'],['citrus fruit'],0.02,0.1,0.79
['citrus fruit'],['sausage'],0.02,0.19,0.79
['whole milk'],['bottled beer'],0.01,0.05,0.96
['bottled beer'],['whole milk'],0.01,0.2,0.96
['whole milk'],['pork'],0.02,0.09,0.81
['pork'],['whole milk'],0.02,0.17,0.81
['canned beer'],['whole milk'],0.02,0.23,1.09
['whole milk'],['canned beer'],0.02,0.1,1.09
['canned beer'],['sausage'],0.02,0.18,0.77
['sausage'],['canned beer'],0.02,0.07,0.77
['tropical fruit'],['frankfurter'],0.02,0.12,0.74
['frankfurter'],['tropical fruit'],0.02,0.1,0.74
['whole milk'],['rolls/buns'],0.02,0.1,0.97
['rolls/buns'],['whole milk'],0.02,0.2,0.97
['frankfurter'],['chicken'],0.01,0.08,0.86
['chicken'],['frankfurter'],0.01,0.14,0.86
['frankfurter'],['canned beer'],0.02,0.1,1.11
['canned beer'],['frankfurter'],0.02,0.18,1.11
['frankfurter'],['rolls/buns'],0.01,0.09,0.89
['rolls/buns'],['frankfurter'],0.01,0.15,0.89
['beef'],['frankfurter'],0.01,0.16,0.96
['frankfurter'],['beef'],0.01,0.08,0.96
['whole milk'],['soda'],0.01,0.07,0.81
['soda'],['whole milk'],0.01,0.17,0.81
['chicken'],['citrus fruit'],0.01,0.12,0.94
['citrus fruit'],['chicken'],0.01,0.08,0.94
['other vegetables'],['pork'],0.01,0.09,0.86
['pork'],['other vegetables'],0.01,0.12,0.86
