antecedent,consequent,support,confidence,lift
"['49', '36']",['38'],0.13,0.79,1.04
"['48', '49']",['38'],0.11,0.82,1.08
"['49', '28']",['38'],0.1,0.8,1.06
"['36', '5']",['38'],0.14,0.8,1.06
"['48', '5']",['38'],0.11,0.79,1.04
"['5', '39']",['38'],0.1,0.8,1.06
['5'],['38'],0.21,0.78,1.03
"['28', '5']",['38'],0.11,0.8,1.06
"['11', '5']",['38'],0.11,0.8,1.05
"['3', '5']",['38'],0.1,0.8,1.06
"['17', '5']",['38'],0.11,0.83,1.1
"['47', '23']",['38'],0.11,0.82,1.09
"['14', '23']",['38'],0.1,0.85,1.12
"['36', '23']",['38'],0.15,0.82,1.09
"['28', '23']",['38'],0.12,0.83,1.1
"['48', '23']",['38'],0.13,0.82,1.09
"['39', '23']",['38'],0.11,0.81,1.07
"['9', '23']",['38'],0.1,0.81,1.08
['23'],['38'],0.23,0.8,1.06
"['17', '23']",['38'],0.11,0.81,1.07
"['11', '23']",['38'],0.13,0.83,1.1
"['3', '23']",['38'],0.12,0.8,1.05
"['8', '23']",['38'],0.12,0.84,1.11
"['40', '23']",['38'],0.11,0.8,1.06
"['33', '11']",['38'],0.13,0.77,1.02
['33'],['38'],0.23,0.77,1.02
"['33', '3']",['38'],0.12,0.77,1.02
"['8', '33']",['38'],0.13,0.77,1.02
"['33', '17']",['38'],0.12,0.82,1.08
"['33', '14']",['38'],0.11,0.81,1.07
"['40', '33']",['38'],0.11,0.79,1.05
"['33', '47']",['38'],0.11,0.79,1.04
"['33', '36']",['38'],0.15,0.79,1.04
"['48', '33']",['38'],0.13,0.77,1.02
"['33', '28']",['38'],0.12,0.79,1.04
"['33', '9']",['38'],0.11,0.8,1.06
"['33', '39']",['38'],0.12,0.8,1.05
"['17', '21']",['38'],0.13,0.82,1.09
"['11', '21']",['36'],0.12,0.71,1.13
"['21', '14']",['38'],0.1,0.8,1.06
['21'],['38'],0.25,0.79,1.04
"['36', '21']",['38'],0.17,0.8,1.05
"['21', '47']",['38'],0.12,0.81,1.07
"['29', '21']",['38'],0.11,0.82,1.08
"['21', '39']",['38'],0.12,0.79,1.05
"['28', '21']",['38'],0.13,0.78,1.03
"['48', '21']",['38'],0.14,0.8,1.06
"['21', '47']",['36'],0.1,0.71,1.14
"['9', '21']",['38'],0.12,0.79,1.05
"['43', '21']",['38'],0.11,0.81,1.07
"['8', '21']",['38'],0.13,0.79,1.04
"['11', '21']",['38'],0.13,0.8,1.06
"['3', '21']",['38'],0.12,0.8,1.06
"['8', '21']",['36'],0.11,0.7,1.12
"['40', '21']",['38'],0.11,0.79,1.04
"['40', '35', '36']",['38'],0.1,0.79,1.05
"['40', '35', '38']",['36'],0.1,0.7,1.12
"['48', '35']",['38'],0.16,0.79,1.05
"['35', '39']",['38'],0.14,0.8,1.05
"['35', '29']",['38'],0.12,0.78,1.02
"['3', '35', '36']",['38'],0.1,0.82,1.09
"['3', '35', '38']",['36'],0.1,0.72,1.14
"['35', '28']",['38'],0.16,0.82,1.09
"['35', '28', '36']",['38'],0.12,0.84,1.11
"['35', '28', '38']",['36'],0.12,0.73,1.16
"['9', '35']",['38'],0.13,0.8,1.05
"['35', '29']",['36'],0.1,0.7,1.12
"['35', '28']",['36'],0.14,0.71,1.14
"['43', '35']",['38'],0.13,0.79,1.05
"['11', '35', '36']",['38'],0.11,0.81,1.07
"['11', '35', '38']",['36'],0.11,0.7,1.12
['35'],['38'],0.29,0.78,1.03
"['11', '35']",['38'],0.16,0.79,1.05
"['8', '35']",['38'],0.15,0.8,1.05
"['43', '35']",['36'],0.12,0.72,1.15
"['17', '35']",['38'],0.14,0.82,1.08
"['3', '35']",['38'],0.15,0.8,1.06
"['40', '35']",['38'],0.14,0.8,1.06
"['48', '35', '36']",['38'],0.11,0.8,1.06
"['35', '14']",['38'],0.13,0.82,1.09
"['35', '47']",['38'],0.14,0.81,1.07
"['8', '35', '36']",['38'],0.11,0.81,1.08
"['8', '35', '38']",['36'],0.11,0.71,1.14
"['35', '36']",['38'],0.2,0.8,1.05
"['40', '35']",['36'],0.13,0.71,1.13
"['43', '29']",['36'],0.12,0.72,1.15
"['3', '29']",['38'],0.15,0.8,1.05
"['17', '36', '29']",['38'],0.1,0.83,1.09
"['11', '29']",['38'],0.17,0.79,1.04
"['28', '29', '36']",['38'],0.11,0.8,1.06
"['8', '36', '29']",['38'],0.11,0.81,1.07
"['8', '29']",['38'],0.16,0.79,1.04
"['40', '29']",['38'],0.14,0.8,1.06
"['3', '36', '29']",['38'],0.11,0.81,1.08
"['3', '29', '38']",['36'],0.11,0.71,1.14
"['17', '29']",['38'],0.15,0.82,1.08
"['48', '36', '29']",['38'],0.12,0.83,1.09
"['48', '29', '38']",['36'],0.12,0.71,1.12
"['11', '29']",['36'],0.15,0.7,1.12
"['29', '14']",['38'],0.13,0.79,1.04
"['48', '28', '29']",['38'],0.1,0.84,1.12
"['11', '36', '29']",['38'],0.12,0.8,1.05
"['11', '29', '38']",['36'],0.12,0.71,1.13
"['36', '29', '47']",['38'],0.1,0.83,1.1
"['29', '38', '47']",['36'],0.1,0.7,1.12
"['36', '29']",['38'],0.21,0.79,1.05
"['29', '47']",['38'],0.14,0.8,1.06
"['40', '36', '29']",['38'],0.1,0.82,1.09
"['40', '29', '38']",['36'],0.1,0.71,1.12
"['28', '29']",['38'],0.16,0.79,1.05
"['48', '29']",['38'],0.18,0.81,1.07
"['29', '39']",['38'],0.14,0.79,1.04
"['9', '29']",['38'],0.15,0.81,1.07
"['43', '29']",['38'],0.13,0.79,1.05
"['9', '36', '29']",['38'],0.1,0.82,1.08
['29'],['38'],0.3,0.78,1.02
"['3', '14']",['38'],0.15,0.8,1.05
"['40', '14']",['38'],0.15,0.8,1.06
"['11', '14']",['38'],0.17,0.81,1.07
"['17', '14']",['38'],0.15,0.81,1.06
"['17', '36', '14']",['38'],0.1,0.84,1.11
"['14', '47']",['38'],0.14,0.79,1.05
"['36', '14']",['38'],0.2,0.81,1.07
"['14', '39']",['38'],0.15,0.79,1.04
"['11', '36', '14']",['38'],0.11,0.83,1.09
"['8', '36', '14']",['38'],0.11,0.84,1.11
"['28', '14']",['38'],0.16,0.8,1.05
"['48', '14']",['38'],0.18,0.8,1.05
"['28', '14', '36']",['38'],0.11,0.82,1.09
"['3', '36', '14']",['38'],0.1,0.84,1.11
"['9', '14']",['38'],0.14,0.79,1.04
['14'],['38'],0.31,0.78,1.03
"['43', '14']",['38'],0.13,0.81,1.08
"['48', '36', '14']",['38'],0.12,0.82,1.08
"['8', '14']",['38'],0.16,0.8,1.06
"['43', '28']",['38'],0.17,0.81,1.07
"['48', '43']",['38'],0.18,0.81,1.07
"['43', '39']",['38'],0.14,0.8,1.06
"['9', '43']",['38'],0.15,0.8,1.05
"['43', '28']",['36'],0.15,0.7,1.12
"['11', '43', '36']",['38'],0.12,0.82,1.08
['43'],['38'],0.31,0.79,1.04
"['43', '28', '36']",['38'],0.12,0.82,1.08
"['43', '28', '38']",['36'],0.12,0.71,1.13
"['43', '36', '47']",['38'],0.11,0.84,1.1
"['43', '38', '47']",['36'],0.11,0.71,1.13
"['3', '43', '36']",['38'],0.11,0.82,1.08
"['11', '48', '43']",['38'],0.1,0.83,1.09
"['48', '43', '28']",['38'],0.1,0.85,1.13
"['11', '43']",['38'],0.17,0.81,1.07
"['48', '43', '36']",['38'],0.12,0.83,1.1
"['3', '43']",['38'],0.16,0.8,1.06
"['8', '43']",['38'],0.16,0.82,1.08
"['17', '43']",['38'],0.16,0.8,1.06
"['40', '43']",['38'],0.15,0.78,1.03
"['40', '43', '36']",['38'],0.11,0.8,1.06
"['40', '43', '38']",['36'],0.11,0.72,1.14
"['8', '43', '36']",['38'],0.12,0.84,1.11
"['43', '36']",['38'],0.22,0.8,1.06
"['43', '47']",['38'],0.16,0.81,1.06
"['9', '43', '36']",['38'],0.1,0.82,1.09
"['9', '43', '38']",['36'],0.1,0.7,1.12
"['17', '43', '36']",['38'],0.11,0.82,1.08
"['8', '9', '36']",['38'],0.12,0.83,1.1
"['9', '36', '47']",['38'],0.11,0.81,1.07
"['48', '9', '36']",['38'],0.12,0.81,1.07
['9'],['38'],0.33,0.77,1.01
"['11', '9', '3']",['38'],0.11,0.82,1.09
"['9', '36']",['38'],0.22,0.78,1.03
"['48', '9']",['38'],0.19,0.8,1.05
"['9', '3']",['38'],0.17,0.8,1.05
"['8', '9']",['38'],0.18,0.81,1.07
"['9', '11', '36']",['38'],0.12,0.8,1.06
"['8', '9', '48']",['38'],0.1,0.83,1.09
"['9', '47']",['38'],0.16,0.78,1.03
"['9', '36', '17']",['38'],0.11,0.81,1.07
"['9', '3', '36']",['38'],0.12,0.82,1.08
"['9', '28', '36']",['38'],0.12,0.81,1.07
"['48', '9', '28']",['38'],0.1,0.83,1.1
"['9', '36', '39']",['38'],0.11,0.8,1.06
"['9', '28']",['38'],0.17,0.8,1.05
"['8', '9', '11']",['38'],0.11,0.82,1.08
"['48', '9', '11']",['38'],0.11,0.79,1.05
"['9', '11']",['38'],0.19,0.79,1.05
"['40', '9']",['38'],0.16,0.78,1.03
"['9', '17']",['38'],0.17,0.8,1.05
"['9', '39']",['38'],0.16,0.79,1.05
"['48', '3', '47']",['38'],0.1,0.82,1.09
"['48', '28', '47']",['38'],0.11,0.85,1.12
['47'],['38'],0.35,0.78,1.03
"['11', '47']",['38'],0.19,0.81,1.08
"['36', '39', '47']",['38'],0.11,0.83,1.1
"['8', '47']",['38'],0.18,0.8,1.06
"['11', '36', '47']",['38'],0.13,0.82,1.08
"['17', '47']",['38'],0.17,0.81,1.07
"['3', '47']",['38'],0.18,0.8,1.05
"['48', '36', '47']",['38'],0.13,0.83,1.1
"['11', '3', '47']",['38'],0.1,0.83,1.1
"['40', '47']",['38'],0.16,0.79,1.05
"['8', '11', '47']",['38'],0.11,0.83,1.1
"['11', '28', '47']",['38'],0.11,0.84,1.11
"['48', '11', '47']",['38'],0.11,0.83,1.1
"['36', '47']",['38'],0.23,0.8,1.06
"['39', '47']",['38'],0.16,0.81,1.06
"['48', '47']",['38'],0.19,0.81,1.07
"['40', '36', '47']",['38'],0.11,0.8,1.06
"['17', '36', '47']",['38'],0.12,0.83,1.09
"['8', '36', '47']",['38'],0.12,0.83,1.09
"['28', '36', '47']",['38'],0.12,0.83,1.09
"['8', '48', '47']",['38'],0.11,0.84,1.1
"['28', '47']",['38'],0.18,0.81,1.07
"['3', '36', '47']",['38'],0.12,0.83,1.1
['39'],['38'],0.35,0.78,1.03
"['36', '39']",['38'],0.23,0.8,1.05
"['48', '28', '39']",['38'],0.11,0.83,1.09
"['48', '39']",['38'],0.2,0.8,1.06
"['48', '11', '39']",['38'],0.12,0.8,1.06
"['11', '36', '39']",['38'],0.13,0.8,1.05
"['8', '36', '39']",['38'],0.13,0.82,1.08
"['28', '39']",['38'],0.18,0.8,1.05
"['8', '48', '39']",['38'],0.11,0.82,1.08
"['17', '11', '39']",['38'],0.1,0.83,1.09
"['11', '28', '39']",['38'],0.11,0.81,1.07
"['48', '36', '39']",['38'],0.13,0.82,1.08
"['11', '3', '39']",['38'],0.11,0.81,1.07
"['40', '11', '39']",['38'],0.1,0.81,1.08
"['11', '39']",['38'],0.2,0.79,1.04
"['17', '39']",['38'],0.17,0.79,1.04
"['8', '39']",['38'],0.19,0.8,1.05
"['3', '39']",['38'],0.18,0.8,1.06
"['17', '36', '39']",['38'],0.12,0.81,1.07
"['28', '36', '39']",['38'],0.13,0.8,1.06
"['40', '39']",['38'],0.17,0.79,1.04
"['3', '36', '39']",['38'],0.12,0.83,1.09
"['8', '11', '39']",['38'],0.11,0.81,1.06
"['40', '36', '39']",['38'],0.11,0.81,1.07
"['48', '3', '39']",['38'],0.1,0.82,1.09
"['40', '28', '36']",['38'],0.12,0.81,1.07
"['40', '48', '28']",['38'],0.1,0.83,1.1
"['40', '48', '36']",['38'],0.13,0.8,1.05
"['40', '8', '3']",['38'],0.1,0.8,1.06
"['40', '11']",['38'],0.2,0.8,1.06
"['40', '3']",['38'],0.18,0.78,1.03
"['40', '8']",['38'],0.2,0.79,1.04
"['40', '11', '3']",['38'],0.11,0.8,1.06
"['40', '17', '36']",['38'],0.11,0.8,1.05
"['40', '17']",['38'],0.17,0.79,1.04
"['40', '11', '36']",['38'],0.14,0.8,1.05
"['40', '8', '11']",['38'],0.12,0.82,1.08
"['40', '36']",['38'],0.23,0.78,1.03
"['40', '3', '36']",['38'],0.12,0.79,1.04
['40'],['38'],0.35,0.77,1.02
"['40', '11', '28']",['38'],0.11,0.83,1.1
"['40', '48', '11']",['38'],0.12,0.82,1.08
"['40', '28']",['38'],0.18,0.8,1.05
"['40', '8', '48']",['38'],0.11,0.81,1.08
"['40', '8', '36']",['38'],0.13,0.79,1.05
"['40', '48']",['38'],0.2,0.79,1.05
"['17', '11', '36']",['38'],0.14,0.82,1.08
"['8', '17', '36']",['38'],0.13,0.82,1.09
"['8', '17', '48']",['38'],0.1,0.83,1.1
"['48', '17', '36']",['38'],0.13,0.83,1.1
"['17', '36']",['38'],0.23,0.8,1.05
"['17', '11', '28']",['38'],0.11,0.81,1.07
"['48', '17']",['38'],0.19,0.81,1.07
"['11', '17', '3']",['38'],0.11,0.82,1.08
"['17', '28']",['38'],0.18,0.8,1.06
"['8', '17', '11']",['38'],0.11,0.81,1.08
"['17', '28', '36']",['38'],0.12,0.81,1.07
"['17', '3', '36']",['38'],0.12,0.83,1.09
['17'],['38'],0.36,0.78,1.03
"['48', '17', '3']",['38'],0.1,0.84,1.11
"['17', '11']",['38'],0.2,0.81,1.06
"['48', '17', '11']",['38'],0.11,0.82,1.09
"['48', '17', '28']",['38'],0.1,0.84,1.11
"['8', '17']",['38'],0.18,0.8,1.06
"['17', '3']",['38'],0.18,0.8,1.06
"['8', '3', '36']",['38'],0.13,0.81,1.07
"['8', '3', '28']",['38'],0.1,0.8,1.06
"['8', '48', '3']",['38'],0.11,0.8,1.06
"['11', '3', '28']",['38'],0.12,0.81,1.07
"['48', '11', '3']",['38'],0.12,0.79,1.05
"['11', '3']",['38'],0.22,0.8,1.05
"['8', '3']",['38'],0.19,0.78,1.03
"['11', '3', '36']",['38'],0.15,0.8,1.06
"['3', '28', '36']",['38'],0.14,0.81,1.07
"['48', '3', '36']",['38'],0.14,0.8,1.06
['3'],['38'],0.38,0.77,1.02
"['3', '36']",['38'],0.25,0.79,1.05
"['8', '11', '3']",['38'],0.12,0.8,1.05
"['48', '3', '28']",['38'],0.12,0.83,1.1
"['3', '28']",['38'],0.2,0.8,1.06
"['48', '3']",['38'],0.21,0.79,1.05
"['48', '28', '36']",['38'],0.15,0.83,1.09
"['11', '28', '36']",['38'],0.14,0.79,1.04
['28'],['38'],0.38,0.78,1.03
"['48', '11', '28']",['38'],0.12,0.81,1.07
"['8', '11', '28']",['38'],0.12,0.8,1.05
"['11', '28']",['38'],0.21,0.79,1.05
"['8', '28']",['38'],0.2,0.78,1.03
"['8', '28', '36']",['38'],0.13,0.79,1.05
"['8', '48', '28']",['38'],0.11,0.8,1.06
"['28', '36']",['38'],0.25,0.78,1.03
"['48', '28']",['38'],0.22,0.81,1.07
"['8', '11', '36']",['38'],0.15,0.81,1.07
"['8', '11']",['38'],0.22,0.79,1.05
"['8', '48', '11']",['38'],0.13,0.8,1.05
"['8', '48']",['38'],0.22,0.79,1.05
"['8', '36']",['38'],0.26,0.79,1.05
['8'],['38'],0.39,0.77,1.02
"['8', '48', '36']",['38'],0.15,0.82,1.09
"['11', '36']",['38'],0.27,0.79,1.04
['11'],['38'],0.41,0.78,1.03
"['48', '11']",['38'],0.23,0.79,1.04
"['48', '11', '36']",['38'],0.15,0.8,1.05
['48'],['38'],0.41,0.78,1.03
"['48', '36']",['38'],0.27,0.8,1.05
['36'],['38'],0.49,0.77,1.02
