antecedent,consequent,support,confidence,lift
['1'],['4'],0.06,0.22,1.18
['4'],['1'],0.06,0.33,1.18
['16'],['18'],0.12,0.47,1.1
['18'],['16'],0.12,0.29,1.1
['18'],['21'],0.06,0.14,1.03
['21'],['18'],0.06,0.44,1.03
['21'],['14'],0.06,0.43,1.01
['14'],['21'],0.06,0.14,1.01
['44'],['30'],0.06,0.32,1.12
['30'],['44'],0.06,0.2,1.12
['16'],['1'],0.07,0.26,0.94
['1'],['16'],0.07,0.25,0.94
['46'],['14'],0.08,0.43,1.01
['14'],['46'],0.08,0.18,1.01
['18'],['46'],0.07,0.17,0.98
['46'],['18'],0.07,0.41,0.98
['34'],['12'],0.07,0.19,1.08
['12'],['34'],0.07,0.4,1.08
['46'],['6'],0.05,0.3,1.07
['6'],['46'],0.05,0.19,1.07
['42'],['30'],0.05,0.33,1.14
['30'],['42'],0.05,0.19,1.14
['19'],['6'],0.09,0.31,1.14
['6'],['19'],0.09,0.34,1.14
['19'],['46'],0.05,0.18,1.0
['46'],['19'],0.05,0.3,1.0
['42'],['34'],0.06,0.39,1.05
['34'],['42'],0.06,0.17,1.05
['12'],['30'],0.05,0.28,0.98
['30'],['12'],0.05,0.17,0.98
['34'],['46'],0.06,0.17,0.97
['46'],['34'],0.06,0.36,0.97
['26'],['6'],0.06,0.27,0.98
['6'],['26'],0.06,0.2,0.98
['30'],['6'],0.08,0.27,0.98
['6'],['30'],0.08,0.28,0.98
['42'],['19'],0.06,0.34,1.12
['19'],['42'],0.06,0.19,1.12
['12'],['6'],0.06,0.32,1.17
['6'],['12'],0.06,0.21,1.17
['34'],['6'],0.11,0.29,1.04
['6'],['34'],0.11,0.38,1.04
['46'],['30'],0.05,0.31,1.09
['30'],['46'],0.05,0.19,1.09
['42'],['18'],0.07,0.4,0.96
['18'],['42'],0.07,0.16,0.96
['14'],['6'],0.13,0.3,1.08
['6'],['14'],0.13,0.46,1.08
['18'],['6'],0.13,0.3,1.1
['6'],['18'],0.13,0.46,1.1
['32'],['6'],0.05,0.27,0.97
['6'],['32'],0.05,0.19,0.97
['18'],['15'],0.06,0.15,1.03
['15'],['18'],0.06,0.44,1.03
['14'],['15'],0.06,0.15,1.01
['15'],['14'],0.06,0.43,1.01
['0'],['14'],0.06,0.41,0.97
['14'],['0'],0.06,0.14,0.97
['48'],['26'],0.05,0.22,1.04
['26'],['48'],0.05,0.26,1.04
['48'],['1'],0.06,0.26,0.93
['1'],['48'],0.06,0.23,0.93
['16'],['26'],0.06,0.22,1.04
['26'],['16'],0.06,0.27,1.04
['18'],['2'],0.06,0.14,1.02
['2'],['18'],0.06,0.43,1.02
['2'],['14'],0.06,0.43,1.0
['14'],['2'],0.06,0.14,1.0
['48'],['49'],0.06,0.23,1.18
['49'],['48'],0.06,0.29,1.18
['48'],['34'],0.09,0.37,1.01
['34'],['48'],0.09,0.25,1.01
['16'],['34'],0.09,0.35,0.96
['34'],['16'],0.09,0.25,0.96
['16'],['49'],0.05,0.21,1.06
['49'],['16'],0.05,0.28,1.06
['1'],['12'],0.06,0.2,1.14
['12'],['1'],0.06,0.32,1.14
['34'],['2'],0.05,0.14,1.05
['2'],['34'],0.05,0.39,1.05
['48'],['18'],0.1,0.43,1.01
['18'],['48'],0.1,0.25,1.01
['49'],['6'],0.06,0.3,1.08
['6'],['49'],0.06,0.21,1.08
['18'],['4'],0.08,0.19,1.06
['4'],['18'],0.08,0.45,1.06
['16'],['30'],0.07,0.25,0.87
['30'],['16'],0.07,0.23,0.87
['0'],['18'],0.07,0.48,1.14
['18'],['0'],0.07,0.16,1.14
['0'],['34'],0.05,0.37,1.0
['34'],['0'],0.05,0.15,1.0
['18'],['29'],0.05,0.13,1.02
['29'],['18'],0.05,0.43,1.02
['16'],['6'],0.07,0.27,0.98
['6'],['16'],0.07,0.26,0.98
['48'],['6'],0.07,0.28,1.0
['6'],['48'],0.07,0.24,1.0
['34'],['15'],0.06,0.17,1.14
['15'],['34'],0.06,0.42,1.14
['34'],['37'],0.05,0.14,1.29
['37'],['34'],0.05,0.48,1.29
['34'],['44'],0.06,0.17,0.96
['44'],['34'],0.06,0.35,0.96
['16'],['44'],0.05,0.2,1.1
['44'],['16'],0.05,0.29,1.1
['1'],['44'],0.05,0.19,1.07
['44'],['1'],0.05,0.3,1.07
['18'],['44'],0.08,0.19,1.05
['44'],['18'],0.08,0.44,1.05
['1'],['6'],0.09,0.31,1.11
['6'],['1'],0.09,0.31,1.11
['44'],['14'],0.07,0.42,0.97
['14'],['44'],0.07,0.17,0.97
['16'],['19'],0.08,0.32,1.06
['19'],['16'],0.08,0.28,1.06
['20'],['14'],0.05,0.47,1.09
['14'],['20'],0.05,0.12,1.09
['48'],['19'],0.08,0.32,1.06
['19'],['48'],0.08,0.26,1.06
['4'],['14'],0.08,0.44,1.03
['14'],['4'],0.08,0.19,1.03
['29'],['14'],0.06,0.44,1.03
['14'],['29'],0.06,0.13,1.03
['34'],['39'],0.06,0.16,1.05
['39'],['34'],0.06,0.39,1.05
['34'],['4'],0.08,0.21,1.13
['4'],['34'],0.08,0.42,1.13
['18'],"['34', '14']",0.07,0.17,1.1
['34'],"['18', '14']",0.07,0.2,1.03
['14'],"['18', '34']",0.07,0.17,1.08
"['18', '34']",['14'],0.07,0.46,1.08
"['18', '14']",['34'],0.07,0.38,1.03
"['34', '14']",['18'],0.07,0.47,1.1
['18'],"['14', '30']",0.06,0.14,1.1
['14'],"['18', '30']",0.06,0.14,1.11
['30'],"['18', '14']",0.06,0.21,1.08
"['18', '14']",['30'],0.06,0.31,1.08
"['18', '30']",['14'],0.06,0.48,1.11
"['14', '30']",['18'],0.06,0.47,1.1
['1'],"['18', '34']",0.05,0.19,1.22
['18'],"['1', '34']",0.05,0.13,1.19
['34'],"['1', '18']",0.05,0.15,1.11
"['1', '18']",['34'],0.05,0.41,1.11
"['1', '34']",['18'],0.05,0.5,1.19
"['18', '34']",['1'],0.05,0.34,1.22
['18'],"['19', '14']",0.06,0.15,1.08
['19'],"['18', '14']",0.06,0.21,1.07
['14'],"['18', '19']",0.06,0.15,1.15
"['18', '19']",['14'],0.06,0.49,1.15
"['18', '14']",['19'],0.06,0.32,1.07
"['19', '14']",['18'],0.06,0.46,1.08
['34'],"['19', '14']",0.05,0.14,1.05
['19'],"['34', '14']",0.05,0.18,1.11
['14'],"['34', '19']",0.05,0.12,1.1
"['34', '19']",['14'],0.05,0.47,1.1
"['34', '14']",['19'],0.05,0.34,1.11
"['19', '14']",['34'],0.05,0.39,1.05
['1'],"['18', '14']",0.06,0.22,1.14
['18'],"['1', '14']",0.06,0.15,1.25
['14'],"['1', '18']",0.06,0.15,1.09
"['1', '18']",['14'],0.06,0.47,1.09
"['1', '14']",['18'],0.06,0.53,1.25
"['18', '14']",['1'],0.06,0.32,1.14
['16'],"['18', '14']",0.06,0.23,1.16
['18'],"['16', '14']",0.06,0.14,1.15
['14'],"['16', '18']",0.06,0.14,1.13
"['16', '18']",['14'],0.06,0.48,1.13
"['16', '14']",['18'],0.06,0.48,1.15
"['18', '14']",['16'],0.06,0.31,1.16
['18'],"['14', '6']",0.07,0.16,1.24
['14'],"['18', '6']",0.07,0.16,1.21
['6'],"['18', '14']",0.07,0.24,1.24
"['18', '14']",['6'],0.07,0.34,1.24
"['18', '6']",['14'],0.07,0.52,1.21
"['14', '6']",['18'],0.07,0.52,1.24
