antecedent,consequent,support,confidence,lift
['40'],['9'],0.2,0.44,1.02
['9'],['47'],0.21,0.48,1.09
['47'],['9'],0.21,0.47,1.09
['9'],['28'],0.22,0.51,1.04
['28'],['9'],0.22,0.45,1.04
['9'],['39'],0.2,0.47,1.04
['39'],['9'],0.2,0.45,1.04
['9'],['3'],0.22,0.51,1.04
['3'],['9'],0.22,0.45,1.04
['9'],['11'],0.24,0.55,1.06
['11'],['9'],0.24,0.46,1.06
['9'],['48'],0.24,0.55,1.03
['48'],['9'],0.24,0.45,1.03
['9'],['38'],0.33,0.77,1.01
['38'],['9'],0.33,0.44,1.01
['9'],['36'],0.28,0.64,1.01
['36'],['9'],0.28,0.44,1.01
['9'],['8'],0.23,0.52,1.05
['8'],['9'],0.23,0.45,1.05
['9'],['17'],0.21,0.48,1.05
['17'],['9'],0.21,0.46,1.05
['9'],"['36', '38']",0.22,0.5,1.02
['36'],"['9', '38']",0.22,0.34,1.03
['38'],"['9', '36']",0.22,0.28,1.03
"['9', '36']",['38'],0.22,0.78,1.03
"['9', '38']",['36'],0.22,0.65,1.03
"['36', '38']",['9'],0.22,0.44,1.02
['47'],['17'],0.21,0.48,1.04
['17'],['47'],0.21,0.47,1.04
['47'],"['36', '38']",0.23,0.52,1.06
['36'],"['38', '47']",0.23,0.37,1.05
['38'],"['36', '47']",0.23,0.3,1.06
"['36', '47']",['38'],0.23,0.8,1.06
"['38', '47']",['36'],0.23,0.66,1.05
"['36', '38']",['47'],0.23,0.47,1.06
['47'],['39'],0.2,0.45,1.0
['39'],['47'],0.2,0.45,1.0
['47'],['40'],0.21,0.46,1.01
['40'],['47'],0.21,0.45,1.01
['47'],['28'],0.23,0.51,1.04
['28'],['47'],0.23,0.47,1.04
['47'],['3'],0.22,0.5,1.03
['3'],['47'],0.22,0.46,1.03
['47'],['11'],0.24,0.53,1.02
['11'],['47'],0.24,0.46,1.02
['47'],['38'],0.35,0.78,1.03
['38'],['47'],0.35,0.46,1.03
['47'],['48'],0.24,0.54,1.02
['48'],['47'],0.24,0.45,1.02
['47'],['36'],0.29,0.64,1.02
['36'],['47'],0.29,0.46,1.02
['47'],['8'],0.23,0.51,1.02
['8'],['47'],0.23,0.46,1.02
['39'],['38'],0.35,0.78,1.03
['38'],['39'],0.35,0.47,1.03
['39'],['3'],0.22,0.49,1.01
['3'],['39'],0.22,0.46,1.01
['39'],['11'],0.25,0.56,1.06
['11'],['39'],0.25,0.48,1.06
['39'],['48'],0.25,0.55,1.03
['48'],['39'],0.25,0.47,1.03
['39'],['36'],0.29,0.65,1.03
['36'],['39'],0.29,0.47,1.03
['39'],['8'],0.24,0.54,1.08
['8'],['39'],0.24,0.49,1.08
['39'],['17'],0.21,0.47,1.03
['17'],['39'],0.21,0.47,1.03
['39'],['40'],0.22,0.48,1.05
['40'],['39'],0.22,0.48,1.05
['39'],['28'],0.23,0.51,1.05
['28'],['39'],0.23,0.47,1.05
['39'],"['36', '38']",0.23,0.52,1.06
['36'],"['38', '39']",0.23,0.37,1.06
['38'],"['36', '39']",0.23,0.31,1.05
"['36', '39']",['38'],0.23,0.8,1.05
"['38', '39']",['36'],0.23,0.66,1.06
"['36', '38']",['39'],0.23,0.48,1.06
['40'],['3'],0.23,0.5,1.02
['3'],['40'],0.23,0.47,1.02
['40'],['11'],0.25,0.56,1.07
['11'],['40'],0.25,0.49,1.07
['40'],['48'],0.25,0.54,1.03
['48'],['40'],0.25,0.47,1.03
['40'],"['11', '38']",0.2,0.45,1.1
['11'],"['40', '38']",0.2,0.39,1.11
['38'],"['40', '11']",0.2,0.27,1.06
"['40', '11']",['38'],0.2,0.8,1.06
"['40', '38']",['11'],0.2,0.58,1.11
"['11', '38']",['40'],0.2,0.5,1.1
['40'],['36'],0.29,0.64,1.02
['36'],['40'],0.29,0.47,1.02
['40'],['8'],0.25,0.54,1.09
['8'],['40'],0.25,0.5,1.09
['40'],"['36', '38']",0.23,0.5,1.03
['36'],"['40', '38']",0.23,0.36,1.03
['38'],"['40', '36']",0.23,0.3,1.03
"['40', '36']",['38'],0.23,0.78,1.03
"['40', '38']",['36'],0.23,0.65,1.03
"['36', '38']",['40'],0.23,0.47,1.03
['40'],['17'],0.21,0.46,1.01
['17'],['40'],0.21,0.46,1.01
['40'],['38'],0.35,0.77,1.02
['38'],['40'],0.35,0.47,1.02
['40'],['28'],0.23,0.5,1.02
['28'],['40'],0.23,0.47,1.02
['17'],['8'],0.23,0.5,1.01
['8'],['17'],0.23,0.46,1.01
['17'],"['36', '38']",0.23,0.51,1.06
['36'],"['17', '38']",0.23,0.37,1.05
['38'],"['17', '36']",0.23,0.31,1.05
"['17', '36']",['38'],0.23,0.8,1.05
"['17', '38']",['36'],0.23,0.66,1.05
"['36', '38']",['17'],0.23,0.48,1.06
['17'],['28'],0.23,0.5,1.02
['28'],['17'],0.23,0.47,1.02
['17'],['3'],0.23,0.5,1.03
['3'],['17'],0.23,0.47,1.03
['17'],['11'],0.25,0.55,1.05
['11'],['17'],0.25,0.48,1.05
['17'],"['11', '38']",0.2,0.44,1.09
['11'],"['17', '38']",0.2,0.39,1.09
['38'],"['17', '11']",0.2,0.27,1.06
"['17', '11']",['38'],0.2,0.81,1.06
"['17', '38']",['11'],0.2,0.57,1.09
"['11', '38']",['17'],0.2,0.5,1.09
['17'],['48'],0.24,0.52,0.98
['48'],['17'],0.24,0.45,0.98
['17'],['38'],0.36,0.78,1.03
['38'],['17'],0.36,0.47,1.03
['17'],['36'],0.29,0.64,1.02
['36'],['17'],0.29,0.47,1.02
['3'],['48'],0.26,0.54,1.03
['48'],['3'],0.26,0.5,1.03
['3'],"['36', '38']",0.25,0.51,1.05
['36'],"['3', '38']",0.25,0.39,1.05
['38'],"['3', '36']",0.25,0.33,1.05
"['3', '36']",['38'],0.25,0.79,1.05
"['3', '38']",['36'],0.25,0.66,1.05
"['36', '38']",['3'],0.25,0.51,1.05
['3'],['36'],0.31,0.64,1.02
['36'],['3'],0.31,0.5,1.02
['3'],['8'],0.25,0.51,1.02
['8'],['3'],0.25,0.5,1.02
['3'],['38'],0.38,0.77,1.02
['38'],['3'],0.38,0.5,1.02
['3'],['28'],0.25,0.52,1.06
['28'],['3'],0.25,0.51,1.06
['3'],"['48', '38']",0.21,0.43,1.04
['48'],"['3', '38']",0.21,0.4,1.05
['38'],"['48', '3']",0.21,0.28,1.05
"['48', '3']",['38'],0.21,0.79,1.05
"['3', '38']",['48'],0.21,0.56,1.05
"['48', '38']",['3'],0.21,0.51,1.04
['3'],"['11', '38']",0.22,0.45,1.1
['11'],"['3', '38']",0.22,0.42,1.11
['38'],"['11', '3']",0.22,0.29,1.05
"['11', '3']",['38'],0.22,0.8,1.05
"['3', '38']",['11'],0.22,0.58,1.11
"['11', '38']",['3'],0.22,0.54,1.1
['3'],"['28', '38']",0.2,0.41,1.09
['28'],"['3', '38']",0.2,0.41,1.09
['38'],"['3', '28']",0.2,0.26,1.06
"['3', '28']",['38'],0.2,0.8,1.06
"['3', '38']",['28'],0.2,0.53,1.09
"['28', '38']",['3'],0.2,0.53,1.09
['3'],['11'],0.27,0.56,1.08
['11'],['3'],0.27,0.53,1.08
['28'],['38'],0.38,0.78,1.03
['38'],['28'],0.38,0.5,1.03
['28'],"['11', '38']",0.21,0.42,1.04
['11'],"['28', '38']",0.21,0.4,1.05
['38'],"['11', '28']",0.21,0.27,1.05
"['11', '28']",['38'],0.21,0.79,1.05
"['28', '38']",['11'],0.21,0.55,1.05
"['11', '38']",['28'],0.21,0.51,1.04
['28'],"['48', '38']",0.22,0.45,1.08
['48'],"['28', '38']",0.22,0.41,1.09
['38'],"['48', '28']",0.22,0.29,1.07
"['48', '28']",['38'],0.22,0.81,1.07
"['28', '38']",['48'],0.22,0.58,1.09
"['48', '38']",['28'],0.22,0.53,1.08
['28'],['11'],0.26,0.54,1.03
['11'],['28'],0.26,0.5,1.03
['28'],['48'],0.27,0.55,1.04
['48'],['28'],0.27,0.51,1.04
['28'],['36'],0.32,0.65,1.04
['36'],['28'],0.32,0.51,1.04
['28'],['8'],0.25,0.51,1.03
['8'],['28'],0.25,0.5,1.03
['28'],"['36', '38']",0.25,0.51,1.05
['36'],"['28', '38']",0.25,0.4,1.05
['38'],"['28', '36']",0.25,0.33,1.03
"['28', '36']",['38'],0.25,0.78,1.03
"['28', '38']",['36'],0.25,0.66,1.05
"['36', '38']",['28'],0.25,0.52,1.05
['8'],['11'],0.28,0.56,1.07
['11'],['8'],0.28,0.53,1.07
['8'],['48'],0.27,0.55,1.04
['48'],['8'],0.27,0.52,1.04
['8'],"['48', '38']",0.22,0.44,1.05
['48'],"['8', '38']",0.22,0.41,1.06
['38'],"['8', '48']",0.22,0.29,1.05
"['8', '48']",['38'],0.22,0.79,1.05
"['8', '38']",['48'],0.22,0.56,1.06
"['48', '38']",['8'],0.22,0.52,1.05
['8'],['36'],0.32,0.65,1.03
['36'],['8'],0.32,0.51,1.03
['8'],"['11', '38']",0.22,0.44,1.09
['11'],"['8', '38']",0.22,0.42,1.1
['38'],"['8', '11']",0.22,0.29,1.05
"['8', '11']",['38'],0.22,0.79,1.05
"['8', '38']",['11'],0.22,0.57,1.1
"['11', '38']",['8'],0.22,0.54,1.09
['8'],"['36', '38']",0.26,0.51,1.06
['36'],"['8', '38']",0.26,0.41,1.06
['38'],"['8', '36']",0.26,0.34,1.05
"['8', '36']",['38'],0.26,0.79,1.05
"['8', '38']",['36'],0.26,0.66,1.06
"['36', '38']",['8'],0.26,0.53,1.06
['8'],['38'],0.39,0.77,1.02
['38'],['8'],0.39,0.51,1.02
['11'],['48'],0.29,0.56,1.05
['48'],['11'],0.29,0.55,1.05
['11'],['36'],0.34,0.65,1.04
['36'],['11'],0.34,0.54,1.04
['11'],"['36', '38']",0.27,0.52,1.06
['36'],"['11', '38']",0.27,0.43,1.05
['38'],"['11', '36']",0.27,0.36,1.04
"['11', '36']",['38'],0.27,0.79,1.04
"['11', '38']",['36'],0.27,0.66,1.05
"['36', '38']",['11'],0.27,0.56,1.06
['11'],"['48', '38']",0.23,0.44,1.06
['48'],"['11', '38']",0.23,0.43,1.06
['38'],"['48', '11']",0.23,0.3,1.04
"['48', '11']",['38'],0.23,0.79,1.04
"['11', '38']",['48'],0.23,0.56,1.06
"['48', '38']",['11'],0.23,0.55,1.06
['11'],['38'],0.41,0.78,1.03
['38'],['11'],0.41,0.54,1.03
['48'],['36'],0.34,0.63,1.01
['36'],['48'],0.34,0.53,1.01
['48'],['38'],0.41,0.78,1.03
['38'],['48'],0.41,0.55,1.03
['48'],"['36', '38']",0.27,0.5,1.04
['36'],"['48', '38']",0.27,0.43,1.03
['38'],"['48', '36']",0.27,0.35,1.05
"['48', '36']",['38'],0.27,0.8,1.05
"['48', '38']",['36'],0.27,0.65,1.03
"['36', '38']",['48'],0.27,0.55,1.04
['36'],['38'],0.49,0.77,1.02
['38'],['36'],0.49,0.64,1.02
